Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-1.32,-36.58,20,01 Sep 2023,29 Sep 2023,112990415000,14935400,15499,D232,2023,09
ABBA,8.11,-16.67,20,01 Sep 2023,29 Sep 2023,40880790500,518733100,18389,E614,2023,09
ABDA,0.0,-12.54,20,01 Sep 2023,29 Sep 2023,2440000,400,3,G412,2023,09
ABMM,0.51,73.57,20,01 Sep 2023,29 Sep 2023,103871300000,25970200,18880,A121,2023,09
ACES,2.74,-49.66,20,01 Sep 2023,29 Sep 2023,837915316500,1097582000,107199,E743,2023,09
ACST,31.17,-87.01,20,01 Sep 2023,29 Sep 2023,177298983100,900008900,54587,J211,2023,09
ADCP,-1.69,-55.38,20,01 Sep 2023,29 Sep 2023,18487951700,306393300,13861,H111,2023,09
ADES,-5.56,1054.89,20,01 Sep 2023,29 Sep 2023,17700010000,1633600,2366,D212,2023,09
ADHI,10.19,-69.97,20,01 Sep 2023,29 Sep 2023,372632869100,782044900,75882,J211,2023,09
ADMF,-6.44,15.66,20,01 Sep 2023,29 Sep 2023,30675862500,2845800,4852,G211,2023,09
ADMG,1.34,-51.91,20,01 Sep 2023,29 Sep 2023,1147721300,7548100,2486,B111,2023,09
ADMR,-4.04,1205.0,20,01 Sep 2023,29 Sep 2023,1440583125000,1024895400,146403,A121,2023,09
ADRO,6.74,134.57,20,01 Sep 2023,29 Sep 2023,3277401777000,1145511600,208386,A121,2023,09
AGAR,-1.16,54.55,20,01 Sep 2023,29 Sep 2023,714400,4200,14,D231,2023,09
AGII,-5.07,161.76,20,01 Sep 2023,29 Sep 2023,9664460000,5263500,3277,B111,2023,09
AGRO,-13.14,-1.94,20,01 Sep 2023,29 Sep 2023,88541662400,273894400,30813,G111,2023,09
AGRS,-3.37,-63.87,20,01 Sep 2023,29 Sep 2023,7546739100,85348100,4300,G111,2023,09
AHAP,17.39,27.06,20,01 Sep 2023,29 Sep 2023,77930366500,782227100,55158,G412,2023,09
AIMS,-2.8,54.44,20,01 Sep 2023,29 Sep 2023,507036800,1762000,1493,A121,2023,09
AISA,-11.36,-30.36,20,01 Sep 2023,29 Sep 2023,29057258400,241084700,31357,D222,2023,09
AKKU,0.0,0.0,20,01 Sep 2023,29 Sep 2023,26705000,534100,1009,E512,2023,09
AKPI,-15.87,6.0,20,01 Sep 2023,29 Sep 2023,623751500,724200,2143,B113,2023,09
AKRA,10.36,-63.99,20,01 Sep 2023,29 Sep 2023,1282775176500,865769600,169972,A112,2023,09
AKSI,0.0,-56.85,20,01 Sep 2023,29 Sep 2023,725727800,3883400,2467,K211,2023,09
ALDO,10.37,11.19,20,01 Sep 2023,29 Sep 2023,3558164000,5148600,1472,B131,2023,09
ALKA,-1.53,115.0,20,01 Sep 2023,29 Sep 2023,2486844200,3659300,3838,B141,2023,09
ALMI,0.0,-46.5,20,01 Sep 2023,29 Sep 2023,181200800,844000,550,B141,2023,09
ALTO,0.0,-87.5,20,01 Sep 2023,29 Sep 2023,19125000,382500,101,D212,2023,09
AMAG,-0.58,4.29,20,01 Sep 2023,29 Sep 2023,3775429800,11245500,592,G412,2023,09
AMAN,1.6,15.45,20,01 Sep 2023,29 Sep 2023,7231121800,58318400,8601,H111,2023,09
AMAR,8.96,67.82,20,01 Sep 2023,29 Sep 2023,35401468600,124790000,7725,G111,2023,09
AMFG,-0.45,49.05,20,01 Sep 2023,29 Sep 2023,9243000000,1705400,1027,C121,2023,09
AMIN,-3.88,-71.03,20,01 Sep 2023,29 Sep 2023,1087860900,8392300,2043,C143,2023,09
