,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
151,CITA,0.26,4.62,23,01 Oct 2019,31 Oct 2019,218907500,128500,23,,2019,10
152,CITY,-8.9,-56.28,23,01 Oct 2019,31 Oct 2019,75042400,409300,198,,2019,10
153,CKRA,0.0,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
154,CLAY,-5.17,2600.0,23,01 Oct 2019,31 Oct 2019,222039321500,42379100,49581,,2019,10
155,CLEO,0.93,91.9,23,01 Oct 2019,31 Oct 2019,193064253500,349804800,36067,,2019,10
156,CLPI,-1.88,22.66,23,01 Oct 2019,31 Oct 2019,2133520500,2703100,721,,2019,10
157,CMNP,-6.65,48.05,23,01 Oct 2019,31 Oct 2019,14748414000,6816600,3727,,2019,10
158,CMPP,0.0,-11.54,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
159,CNKO,0.0,0.0,23,01 Oct 2019,31 Oct 2019,26370000,527400,1079,,2019,10
160,CNTB,0.0,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
161,CNTX,-8.37,-7.2,23,01 Oct 2019,31 Oct 2019,11238600,25900,23,,2019,10
162,COCO,-0.54,364.65,23,01 Oct 2019,31 Oct 2019,48838552000,52796800,5524,,2019,10
163,COWL,0.99,-51.2,23,01 Oct 2019,31 Oct 2019,6794247300,33963500,597,,2019,10
164,CPIN,17.76,-12.8,23,01 Oct 2019,31 Oct 2019,1139776500000,186365300,83544,,2019,10
165,CPRI,-1.89,-58.4,23,01 Oct 2019,31 Oct 2019,9391717300,172416800,18407,,2019,10
166,CPRO,0.0,0.0,23,01 Oct 2019,31 Oct 2019,120285000,2405700,127,,2019,10
167,CSAP,-2.61,-17.8,23,01 Oct 2019,31 Oct 2019,4978508200,11101900,648,,2019,10
168,CSIS,0.0,-69.3,23,01 Oct 2019,31 Oct 2019,1776595100,18409100,27357,,2019,10
169,CTBN,-24.88,-24.88,23,01 Oct 2019,31 Oct 2019,323000,100,1,,2019,10
170,CTRA,5.21,9.9,23,01 Oct 2019,31 Oct 2019,481111412000,424027600,54307,,2019,10
171,CTTH,-4.55,-29.41,23,01 Oct 2019,31 Oct 2019,1937983900,21486800,2730,,2019,10
172,DART,5.81,50.41,23,01 Oct 2019,31 Oct 2019,8412000,26100,46,,2019,10
173,DAYA,-2.61,6.67,23,01 Oct 2019,31 Oct 2019,10101800,43300,62,,2019,10
174,DEAL,23.4,263.21,23,01 Oct 2019,31 Oct 2019,752896371500,428422000,25178,,2019,10
175,DEFI,-11.94,-2.75,23,01 Oct 2019,31 Oct 2019,71788500,39100,104,,2019,10
176,DEWA,0.0,0.0,23,01 Oct 2019,31 Oct 2019,56025000,1120500,63,,2019,10
177,DFAM,7.88,24.43,23,01 Oct 2019,31 Oct 2019,190272753500,183286100,16295,,2019,10
178,DGIK,0.0,0.0,23,01 Oct 2019,31 Oct 2019,10440000,208800,27,,2019,10
179,DIGI,4.48,-2.78,23,01 Oct 2019,31 Oct 2019,9874211000,5634900,88,,2019,10
180,DILD,-19.6,3.9,23,01 Oct 2019,31 Oct 2019,69929921200,205004900,4755,,2019,10
181,DIVA,3.63,15.22,23,01 Oct 2019,31 Oct 2019,114681653000,31043600,4434,,2019,10
182,DKFT,-5.61,-33.99,23,01 Oct 2019,31 Oct 2019,152113026200,722914800,52202,,2019,10
183,DLTA,0.37,24.09,23,01 Oct 2019,31 Oct 2019,668370000,99000,194,,2019,10
184,DMAS,7.09,89.94,23,01 Oct 2019,31 Oct 2019,184698114000,614580300,22712,,2019,10
185,DNAR,9.76,-2.17,23,01 Oct 2019,31 Oct 2019,10885400,45900,88,,2019,10
186,DNET,-0.65,-6.99,23,01 Oct 2019,31 Oct 2019,293058000,95500,86,,2019,10
187,DOID,0.0,-37.9,23,01 Oct 2019,31 Oct 2019,92732110600,278637700,19704,,2019,10
188,DPNS,1.49,-13.92,23,01 Oct 2019,31 Oct 2019,3685600,13500,37,,2019,10
189,DPUM,0.0,-14.06,23,01 Oct 2019,31 Oct 2019,420846000,3825700,213,,2019,10
190,DSFI,-12.9,6.93,23,01 Oct 2019,31 Oct 2019,2752654600,24045500,1333,,2019,10
191,DSNG,15.29,-11.71,23,01 Oct 2019,31 Oct 2019,5290128400,16052800,795,,2019,10
192,DSSA,-8.74,29.63,23,01 Oct 2019,31 Oct 2019,155950000,8900,68,,2019,10
193,DUCK,14.76,22.12,23,01 Oct 2019,31 Oct 2019,354013392500,204708400,2394,,2019,10
194,DUTI,-27.3,13.44,23,01 Oct 2019,31 Oct 2019,47660000,8700,25,,2019,10
195,DVLA,0.45,14.43,23,01 Oct 2019,31 Oct 2019,806101000,362100,212,,2019,10
196,DWGL,8.21,302.78,23,01 Oct 2019,31 Oct 2019,8378676800,30896400,1738,,2019,10
197,DYAN,3.94,71.43,23,01 Oct 2019,31 Oct 2019,8781081700,67512300,2178,,2019,10
198,EAST,-25.58,-27.82,23,01 Oct 2019,31 Oct 2019,27381588300,244323700,27137,,2019,10
199,ECII,-1.75,-0.88,23,01 Oct 2019,31 Oct 2019,565205000,514400,81,,2019,10
200,EKAD,4.05,5.26,23,01 Oct 2019,31 Oct 2019,4515661000,5175900,1801,,2019,10
201,ELSA,-1.88,-8.72,23,01 Oct 2019,31 Oct 2019,146149423200,453198200,27100,,2019,10
202,ELTY,0.0,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
203,EMDE,-2.52,-8.66,23,01 Oct 2019,31 Oct 2019,276130500,1185400,51,,2019,10
204,EMTK,10.55,-28.27,23,01 Oct 2019,31 Oct 2019,240902500,42100,88,,2019,10
205,ENRG,-3.39,14.0,23,01 Oct 2019,31 Oct 2019,42304174100,743076500,8673,,2019,10
206,ENVY,46.52,610.81,23,01 Oct 2019,31 Oct 2019,917402695000,435304400,81489,,2019,10
207,EPMT,-1.86,0.48,23,01 Oct 2019,31 Oct 2019,27126000,12900,10,,2019,10
208,ERAA,-3.56,-20.0,23,01 Oct 2019,31 Oct 2019,1564107267000,898996000,162274,,2019,10
209,ERTX,2.9,14.52,23,01 Oct 2019,31 Oct 2019,13000100,99800,146,,2019,10
210,ESSA,20.47,-4.97,23,01 Oct 2019,31 Oct 2019,91693418800,325139500,20067,,2019,10
211,ESTI,-3.0,19.75,23,01 Oct 2019,31 Oct 2019,54154201000,496586600,85093,,2019,10
212,ETWA,-4.94,-4.94,23,01 Oct 2019,31 Oct 2019,1396617000,15537100,2553,,2019,10
213,EXCL,3.2,79.29,23,01 Oct 2019,31 Oct 2019,766981807000,220647400,100635,,2019,10
214,FAST,0.0,67.66,23,01 Oct 2019,31 Oct 2019,454830000,165200,174,,2019,10
215,FASW,-4.15,-3.54,23,01 Oct 2019,31 Oct 2019,2506290000,324800,343,,2019,10
216,FILM,-10.77,-65.88,23,01 Oct 2019,31 Oct 2019,75804265400,304687100,47647,,2019,10
217,FINN,0.0,0.0,23,01 Oct 2019,31 Oct 2019,7365000,147300,106,,2019,10
218,FIRE,-0.41,-69.03,23,01 Oct 2019,31 Oct 2019,2669607790000,1060678600,15622,,2019,10
219,FISH,-6.9,-33.5,23,01 Oct 2019,31 Oct 2019,3689000,1300,12,,2019,10
220,FITT,11.9,-7.84,23,01 Oct 2019,31 Oct 2019,15307445200,172168000,6725,,2019,10
221,FMII,-20.31,-27.14,23,01 Oct 2019,31 Oct 2019,1414700,2600,10,,2019,10
222,FOOD,-8.82,-8.15,23,01 Oct 2019,31 Oct 2019,2938363900,22346100,4738,,2019,10
223,FORU,15.79,0.0,23,01 Oct 2019,31 Oct 2019,58516300,560800,236,,2019,10
224,FORZ,-1.52,5.98,23,01 Oct 2019,31 Oct 2019,308108355500,321564700,3274,,2019,10
225,FPNI,1.57,-19.37,23,01 Oct 2019,31 Oct 2019,984533400,7642400,1199,,2019,10
226,FREN,-12.35,91.03,23,01 Oct 2019,31 Oct 2019,1334994057700,7297022400,289150,,2019,10
227,FUJI,-2.59,2.73,23,01 Oct 2019,31 Oct 2019,25142257300,215527000,15685,,2019,10
228,GAMA,0.0,-13.79,23,01 Oct 2019,31 Oct 2019,41350000,827000,449,,2019,10
229,GDST,2.41,-9.57,23,01 Oct 2019,31 Oct 2019,12083514000,123965200,15085,,2019,10
230,GDYR,0.0,2.32,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
231,GEMA,-2.65,16.46,23,01 Oct 2019,31 Oct 2019,689761200,1930700,101,,2019,10
232,GEMS,0.0,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
233,GGRM,7.11,-32.91,23,01 Oct 2019,31 Oct 2019,2534068695000,47868800,107052,,2019,10
234,GGRP,-4.67,-14.88,23,01 Oct 2019,31 Oct 2019,3126751000,4460600,2152,,2019,10
235,GHON,1.83,5.3,23,01 Oct 2019,31 Oct 2019,31951500,22400,79,,2019,10
236,GIAA,15.69,97.99,23,01 Oct 2019,31 Oct 2019,319409284400,554830000,45813,,2019,10
237,GJTL,1.59,-1.54,23,01 Oct 2019,31 Oct 2019,28377794000,44352500,6703,,2019,10
238,GLOB,-1.42,29.01,23,01 Oct 2019,31 Oct 2019,463843400,1026500,784,,2019,10
239,GMFI,-6.06,-13.89,23,01 Oct 2019,31 Oct 2019,13107685800,69179900,8054,,2019,10
240,GMTD,-5.26,20.0,23,01 Oct 2019,31 Oct 2019,390787500,21700,25,,2019,10
241,GOLD,0.0,-57.78,23,01 Oct 2019,31 Oct 2019,331099800,1301300,106,,2019,10
242,GOLL,0.0,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
243,GOOD,-3.69,-16.53,23,01 Oct 2019,31 Oct 2019,14678497000,9345100,3748,,2019,10
244,GPRA,2.2,-15.45,23,01 Oct 2019,31 Oct 2019,336269500,3738900,465,,2019,10
245,GREN,0.0,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
246,GSMF,8.77,31.91,23,01 Oct 2019,31 Oct 2019,197959600,1650300,252,,2019,10
247,GTBO,3.12,-30.67,23,01 Oct 2019,31 Oct 2019,52300800,329900,283,,2019,10
248,GWSA,-6.25,16.2,23,01 Oct 2019,31 Oct 2019,171498100,995300,133,,2019,10
249,GZCO,0.0,0.0,23,01 Oct 2019,31 Oct 2019,1029463700,20562000,642,,2019,10
250,HADE,0.0,0.0,23,01 Oct 2019,31 Oct 2019,155000,3100,6,,2019,10
251,HDFA,2.13,-49.3,23,01 Oct 2019,31 Oct 2019,45608900,302600,99,,2019,10
252,HDIT,3.25,51.43,23,01 Oct 2019,31 Oct 2019,4736608500,6143800,488,,2019,10
253,HDTX,0.0,-4.76,23,01 Oct 2019,31 Oct 2019,0,0,0,,2019,10
254,HEAL,11.75,52.34,23,01 Oct 2019,31 Oct 2019,23228886000,6502300,2806,,2019,10
255,HELI,-7.27,26.45,23,01 Oct 2019,31 Oct 2019,59998300,382400,186,,2019,10
256,HERO,13.04,-1.27,23,01 Oct 2019,31 Oct 2019,838083000,1086700,360,,2019,10
257,HEXA,1.16,22.46,23,01 Oct 2019,31 Oct 2019,30073218000,9035700,4741,,2019,10
258,HITS,-5.22,-9.29,23,01 Oct 2019,31 Oct 2019,369192000,581500,79,,2019,10
259,HKMU,-1.2,-11.29,23,01 Oct 2019,31 Oct 2019,41778969200,127889500,3852,,2019,10
260,HMSP,-6.99,-42.59,23,01 Oct 2019,31 Oct 2019,2796922879000,1284916400,141546,,2019,10
261,HOKI,8.19,26.71,23,01 Oct 2019,31 Oct 2019,779176253000,859567000,31040,,2019,10
262,HOME,-2.44,-31.03,23,01 Oct 2019,31 Oct 2019,7449572429200,91893405400,80192,,2019,10
263,HOTL,-2.5,52.94,23,01 Oct 2019,31 Oct 2019,40173548200,253731900,6062,,2019,10
264,HRME,1.0,866.67,23,01 Oct 2019,31 Oct 2019,369235597500,356770800,59644,,2019,10
