Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-8.74,-40.38,21,02 May 2023,31 May 2023,134622700000,17993400,19481,D232,2023,05
ABBA,-14.81,-4.17,21,02 May 2023,31 May 2023,16343654400,160418300,55477,E614,2023,05
ABDA,0.0,-7.53,21,02 May 2023,31 May 2023,645000,100,1,G412,2023,05
ABMM,-16.77,22.47,21,02 May 2023,31 May 2023,421279537000,126881400,48887,C311,2023,05
ACES,40.0,-57.72,21,02 May 2023,31 May 2023,1878788071300,3336825200,228428,E743,2023,05
ACST,-5.15,-91.7,21,02 May 2023,31 May 2023,4672406100,36175200,7986,J211,2023,05
ADCP,-6.45,-55.38,21,02 May 2023,31 May 2023,7838642500,132321100,8475,H111,2023,05
ADES,0.0,799.46,21,02 May 2023,31 May 2023,19935945000,2422800,3029,D212,2023,05
ADHI,-22.48,-78.68,21,02 May 2023,31 May 2023,93492166400,249531800,34773,J211,2023,05
ADMF,1.23,12.64,21,02 May 2023,31 May 2023,15252810000,1499000,2575,G211,2023,05
ADMG,3.62,-54.46,21,02 May 2023,31 May 2023,1541128900,10715300,4434,B111,2023,05
ADMR,-29.09,680.0,21,02 May 2023,31 May 2023,821989611000,913814400,146785,A121,2023,05
ADRO,-34.82,67.9,21,02 May 2023,31 May 2023,5437660617000,2127718200,376097,A121,2023,05
AGAR,6.4,141.82,21,02 May 2023,31 May 2023,35012000,144700,282,D231,2023,05
AGII,0.52,182.35,21,02 May 2023,31 May 2023,19681733000,10205700,8460,B111,2023,05
AGRO,-17.37,13.55,21,02 May 2023,31 May 2023,161357906800,403728600,54420,G111,2023,05
AGRS,-2.33,-64.71,21,02 May 2023,31 May 2023,8226303600,96736200,5749,G111,2023,05
AHAP,3.77,-35.29,21,02 May 2023,31 May 2023,5236571500,96241000,26378,G412,2023,05
AIMS,-18.38,23.33,21,02 May 2023,31 May 2023,527493400,2091800,1233,A121,2023,05
AISA,-4.7,-15.48,21,02 May 2023,31 May 2023,19886563500,138667600,41763,D222,2023,05
AKKU,0.0,0.0,21,02 May 2023,31 May 2023,217740000,4354800,1713,E512,2023,05
AKPI,-13.81,37.33,21,02 May 2023,31 May 2023,395853500,372800,549,B113,2023,05
AKRA,-15.74,-68.18,21,02 May 2023,31 May 2023,1406347288500,997260700,117308,A112,2023,05
AKSI,-4.31,-43.65,21,02 May 2023,31 May 2023,837795000,3712600,2565,K211,2023,05
ALDO,-11.59,-8.96,21,02 May 2023,31 May 2023,2379675000,3816500,1130,B131,2023,05
ALKA,-7.22,20.0,21,02 May 2023,31 May 2023,604533200,1606100,1527,B141,2023,05
ALMI,-1.63,-39.5,21,02 May 2023,31 May 2023,327128000,1458100,397,B141,2023,05
ALTO,0.0,-87.5,21,02 May 2023,31 May 2023,165280000,3305600,226,D212,2023,05
AMAG,-1.58,14.72,21,02 May 2023,31 May 2023,376439400,1006900,899,G412,2023,05
AMAN,-13.51,74.55,21,02 May 2023,31 May 2023,217582961600,789182000,95956,H111,2023,05
AMAR,0.0,72.41,21,02 May 2023,31 May 2023,87516181800,291447500,21536,G111,2023,05
AMFG,-2.4,37.53,21,02 May 2023,31 May 2023,8748484000,1711500,1456,C121,2023,05
AMIN,15.52,-68.69,21,02 May 2023,31 May 2023,2543694000,19712300,4715,C143,2023,05
AMMS,-13.21,-54.0,21,02 May 2023,31 May 2023,1768917700,36125800,3789,D231,2023,05
AMOR,-7.66,-39.74,21,02 May 2023,31 May 2023,1503910500,1224300,204,G311,2023,05
AMRT,-8.97,182.35,21,02 May 2023,31 May 2023,1505168973000,532015200,132261,D113,2023,05
ANDI,0.0,-97.5,21,02 May 2023,31 May 2023,22755300,455100,77,D232,2023,05
ANJT,-2.88,-41.3,21,02 May 2023,31 May 2023,35185155500,52275600,9585,D232,2023,05
ANTM,-9.76,147.71,21,02 May 2023,31 May 2023,1920376246000,956562000,203848,B146,2023,05
APEX,7.14,-91.07,21,02 May 2023,31 May 2023,851959300,5820700,2242,A131,2023,05
APIC,-12.6,105.56,21,02 May 2023,31 May 2023,124185778000,103411000,7934,G511,2023,05
APII,0.52,3.76,21,02 May 2023,31 May 2023,2039645500,10282600,2012,C143,2023,05
APLI,5.59,304.76,21,02 May 2023,31 May 2023,592865000,1883200,680,B113,2023,05
APLN,0.75,-11.18,21,02 May 2023,31 May 2023,70502098800,501770900,46505,H111,2023,05
ARCI,-4.68,-56.53,21,02 May 2023,31 May 2023,23605113600,70952500,7769,B143,2023,05
ARGO,0.81,-39.39,21,02 May 2023,31 May 2023,42194900,80800,226,E413,2023,05
ARII,-31.94,-83.67,21,02 May 2023,31 May 2023,4048092200,23692100,2844,A121,2023,05
ARKA,0.0,-78.81,21,02 May 2023,31 May 2023,76010000,1520200,1825,C143,2023,05
ARKO,-4.03,98.33,21,02 May 2023,31 May 2023,107362562500,164700200,18736,J411,2023,05
ARMY,0.0,-84.28,21,02 May 2023,31 May 2023,0,0,0,H111,2023,05
ARNA,-1.64,114.29,21,02 May 2023,31 May 2023,56530249500,61321400,11320,C121,2023,05
ARTA,-2.86,55.73,21,02 May 2023,31 May 2023,62587000,30000,95,E512,2023,05
ARTI,0.0,0.0,21,02 May 2023,31 May 2023,0,0,0,A132,2023,05
ARTO,14.98,1193.48,21,02 May 2023,31 May 2023,1143182410000,483446500,107886,G111,2023,05
ASBI,1.79,128.0,21,02 May 2023,31 May 2023,401948900,750700,386,G412,2023,05
ASDM,-1.05,-19.31,21,02 May 2023,31 May 2023,139293000,147900,228,G412,2023,05
ASGR,-1.62,-31.58,21,02 May 2023,31 May 2023,6080391500,6654800,1951,C224,2023,05
ASHA,-4.0,-4.0,21,02 May 2023,31 May 2023,72086644400,711791800,55461,D231,2023,05
ASII,-4.44,-21.58,21,02 May 2023,31 May 2023,7837700725000,1218620100,200205,C311,2023,05
ASJT,-4.13,-67.78,21,02 May 2023,31 May 2023,610302000,5111800,435,G412,2023,05
ASLC,-3.12,-63.67,21,02 May 2023,31 May 2023,144989649300,1395732200,146588,E745,2023,05
ASMI,0.0,-92.86,21,02 May 2023,31 May 2023,79750000,1595000,126,G412,2023,05
ASPI,50.43,64.76,21,02 May 2023,31 May 2023,10500078400,88224500,4466,H111,2023,05
ASRI,-2.81,-44.55,21,02 May 2023,31 May 2023,107155354300,603582900,92682,H111,2023,05
ASRM,3.96,-27.45,21,02 May 2023,31 May 2023,47778000,29400,71,G412,2023,05
ASSA,22.1,203.57,21,02 May 2023,31 May 2023,484231356000,438422300,79614,K132,2023,05
ATAP,14.04,-35.0,21,02 May 2023,31 May 2023,3425209100,50565400,5975,H111,2023,05
ATIC,-3.33,-61.33,21,02 May 2023,31 May 2023,127945400,363400,324,I121,2023,05
AUTO,13.11,40.82,21,02 May 2023,31 May 2023,328130510500,162360700,56099,E111,2023,05
AVIA,14.17,-26.34,21,02 May 2023,31 May 2023,154608668500,231686000,29495,B113,2023,05
AWAN,-7.24,182.0,21,02 May 2023,31 May 2023,495306451800,1759101400,202594,I111,2023,05
AXIO,2.05,6.43,21,02 May 2023,31 May 2023,6182467300,40707300,7459,I221,2023,05
AYLS,-6.94,-33.0,21,02 May 2023,31 May 2023,14905045300,194487000,24823,B121,2023,05
BABP,-3.8,52.0,21,02 May 2023,31 May 2023,41499395300,530683100,105014,G111,2023,05
BACA,0.77,-56.33,21,02 May 2023,31 May 2023,18505474200,142238400,2590,G111,2023,05
BAJA,7.25,30.97,21,02 May 2023,31 May 2023,97272448100,608000400,157740,B144,2023,05
BALI,-2.56,-51.28,21,02 May 2023,31 May 2023,2354046500,2994800,736,J321,2023,05
BANK,-8.21,1147.57,21,02 May 2023,31 May 2023,477917512000,356607600,29276,G111,2023,05
BAPA,6.85,-28.44,21,02 May 2023,31 May 2023,23235855600,274126300,25303,H111,2023,05
BAPI,0.0,-66.67,21,02 May 2023,31 May 2023,13055000,261100,97,H111,2023,05
BATA,0.83,1.67,21,02 May 2023,31 May 2023,69296500,110800,264,E412,2023,05
BAUT,0.0,-50.0,21,02 May 2023,31 May 2023,418770000,8375400,885,E743,2023,05
BAYU,4.37,-50.65,21,02 May 2023,31 May 2023,4973273500,5664900,1391,E513,2023,05
BBCA,0.0,-65.19,21,02 May 2023,31 May 2023,16965454770000,1882015600,332049,G111,2023,05
BBHI,-20.31,496.49,21,02 May 2023,31 May 2023,18263616000,16082400,8460,G111,2023,05
BBKP,-3.88,-63.6,21,02 May 2023,31 May 2023,392395165500,3834388400,64862,G111,2023,05
BBLD,7.55,20.76,21,02 May 2023,31 May 2023,222378200,413600,455,G211,2023,05
BBMD,-1.3,37.68,21,02 May 2023,31 May 2023,67154000,35100,26,G111,2023,05
BBNI,-3.98,2.84,21,02 May 2023,31 May 2023,6167512957500,686671600,185962,G111,2023,05
BBRI,9.31,52.32,21,02 May 2023,31 May 2023,16813451275000,3144191300,328095,G111,2023,05
BBRM,-3.28,18.0,21,02 May 2023,31 May 2023,1735653900,28500000,3077,A122,2023,05
BBSI,2.03,633.33,21,02 May 2023,31 May 2023,1139412000,322200,274,G111,2023,05
BBSS,-4.29,-44.17,21,02 May 2023,31 May 2023,4929100000,70055900,2510,H111,2023,05
BBTN,2.81,-49.61,21,02 May 2023,31 May 2023,928115638500,726158800,88867,G111,2023,05
BBYB,-25.62,58.45,21,02 May 2023,31 May 2023,226513948300,414044800,57680,G111,2023,05
BCAP,-6.78,-63.58,21,02 May 2023,31 May 2023,32098472800,565169800,56160,G511,2023,05
BCIC,-6.8,-78.67,21,02 May 2023,31 May 2023,1871486000,18418900,2626,G111,2023,05
BCIP,10.0,-25.84,21,02 May 2023,31 May 2023,4034408000,61958000,4766,H111,2023,05
BDKR,-0.72,37.0,21,02 May 2023,31 May 2023,90193552600,325969500,88386,J211,2023,05
BDMN,-2.13,-63.68,21,02 May 2023,31 May 2023,112187242000,40223100,17619,G111,2023,05
BEBS,-53.61,176.0,21,02 May 2023,31 May 2023,778359400,1930400,1201,B121,2023,05
BEEF,-26.51,-82.06,21,02 May 2023,31 May 2023,5658919900,86216600,3796,D222,2023,05
BEER,-1.18,52.73,21,02 May 2023,31 May 2023,19134880400,55966400,6327,D211,2023,05
BEKS,0.0,0.0,21,02 May 2023,31 May 2023,92115000,1842300,397,G111,2023,05
BELI,-0.44,1.33,21,02 May 2023,31 May 2023,15453243800,33857200,2153,I111,2023,05
BELL,-18.46,-55.83,21,02 May 2023,31 May 2023,64384124800,556141300,41474,E413,2023,05
BESS,-5.03,43.81,21,02 May 2023,31 May 2023,567276000,3867900,2596,A122,2023,05
BEST,4.64,-24.04,21,02 May 2023,31 May 2023,231366199100,1464296100,64511,H111,2023,05
BFIN,-5.09,96.24,21,02 May 2023,31 May 2023,409323131500,321695900,32192,G211,2023,05
BGTG,-10.45,-26.83,21,02 May 2023,31 May 2023,9620887000,146171000,7702,G111,2023,05
BHAT,0.0,637.86,21,02 May 2023,31 May 2023,0,0,0,G413,2023,05
BHIT,1.92,-8.62,21,02 May 2023,31 May 2023,77396420700,1437593300,23436,C311,2023,05
BIKA,-5.95,-69.62,21,02 May 2023,31 May 2023,23270700,285900,179,H111,2023,05
BIKE,-4.81,16.47,21,02 May 2023,31 May 2023,2510365900,12390000,9438,E321,2023,05
BIMA,7.25,32.14,21,02 May 2023,31 May 2023,225842200,3120100,1318,E412,2023,05
BINA,3.02,510.45,21,02 May 2023,31 May 2023,14814195000,3689200,497,G111,2023,05
BINO,-14.73,-20.29,21,02 May 2023,31 May 2023,4512763500,36752400,7615,C223,2023,05
BIPI,-4.08,182.0,21,02 May 2023,31 May 2023,284496613500,1983437800,26851,A122,2023,05
BIPP,0.0,-43.18,21,02 May 2023,31 May 2023,196175000,3923500,96,H111,2023,05
BIRD,1.98,-37.28,21,02 May 2023,31 May 2023,118613561500,65525700,27821,K132,2023,05
BISI,-3.27,-2.99,21,02 May 2023,31 May 2023,22064005000,13970000,2744,D232,2023,05
BJBR,-3.19,-40.73,21,02 May 2023,31 May 2023,90681489500,75354600,33289,G111,2023,05
BJTM,-3.7,-5.8,21,02 May 2023,31 May 2023,121437715000,186585600,57473,G111,2023,05
BKDP,-10.94,-6.56,21,02 May 2023,31 May 2023,2519115300,41580400,3138,H111,2023,05
BKSL,0.0,-54.13,21,02 May 2023,31 May 2023,19424668600,386976800,4319,H111,2023,05
BKSW,2.35,-52.2,21,02 May 2023,31 May 2023,18152141100,172781500,23755,G111,2023,05
BLTA,0.0,-74.49,21,02 May 2023,31 May 2023,72865000,1457300,99,K211,2023,05
BLTZ,-0.77,-59.04,21,02 May 2023,31 May 2023,41906500,21300,112,E514,2023,05
BLUE,7.64,138.46,21,02 May 2023,31 May 2023,1342866400,4455800,1200,C223,2023,05
BMAS,-10.2,198.91,21,02 May 2023,31 May 2023,304808500,266500,388,G111,2023,05
BMBL,2.17,-75.0,21,02 May 2023,31 May 2023,1028998300,21381800,2588,E521,2023,05
BMHS,-1.56,11.18,21,02 May 2023,31 May 2023,5960428600,15657400,7505,F121,2023,05
BMRI,-2.42,-31.53,21,02 May 2023,31 May 2023,9329255308500,1823016100,255515,G111,2023,05
BMSR,-18.5,91.76,21,02 May 2023,31 May 2023,2484499600,7143000,2913,B111,2023,05
BMTR,4.32,19.83,21,02 May 2023,31 May 2023,657624421400,2177460100,93850,C311,2023,05
BNBA,-4.96,106.83,21,02 May 2023,31 May 2023,1971641500,3310900,1653,G111,2023,05
BNBR,-3.51,10.0,21,02 May 2023,31 May 2023,144624095000,2288715300,54510,C311,2023,05
BNGA,16.13,57.38,21,02 May 2023,31 May 2023,334304336500,242680600,47706,G111,2023,05
BNII,2.63,13.59,21,02 May 2023,31 May 2023,5102815600,21489000,4073,G111,2023,05
BNLI,-2.09,49.6,21,02 May 2023,31 May 2023,2631455000,2747800,1266,G111,2023,05
BOBA,-6.54,-48.93,21,02 May 2023,31 May 2023,647261500,4442500,2672,D222,2023,05
BOGA,-4.53,66.91,21,02 May 2023,31 May 2023,3053471779500,2607754500,37783,E745,2023,05
BOLA,-12.24,-1.71,21,02 May 2023,31 May 2023,1119614700,6155600,1564,E514,2023,05
BOLT,1.37,-23.71,21,02 May 2023,31 May 2023,28024500,37500,125,E111,2023,05
BOSS,-10.17,-97.79,21,02 May 2023,31 May 2023,8498131500,154354600,10159,A121,2023,05
BPFI,11.11,-47.69,21,02 May 2023,31 May 2023,610910600,1795300,764,G211,2023,05
BPII,0.0,66.92,21,02 May 2023,31 May 2023,38210000,3600,3,G511,2023,05
BPTR,-13.74,31.4,21,02 May 2023,31 May 2023,35122756500,273808900,45267,K132,2023,05
BRAM,0.0,29.92,21,02 May 2023,31 May 2023,171447500,22200,139,E112,2023,05
BRIS,0.0,229.52,21,02 May 2023,31 May 2023,1585610571500,928174700,200547,G111,2023,05
BRMS,-28.4,132.0,21,02 May 2023,31 May 2023,455134655700,3383807500,77212,B146,2023,05
BRNA,-9.55,-17.08,21,02 May 2023,31 May 2023,13539500,13400,12,B131,2023,05
BRPT,-8.98,-68.2,21,02 May 2023,31 May 2023,567763097500,713442100,56296,B111,2023,05
BSBK,0.0,-50.0,21,02 May 2023,31 May 2023,378765000,7575300,1633,H111,2023,05
BSDE,-1.41,-16.33,21,02 May 2023,31 May 2023,483614124000,428575500,53806,H111,2023,05
BSIM,0.0,61.82,21,02 May 2023,31 May 2023,304187000,344800,449,G111,2023,05
BSML,0.0,29.06,21,02 May 2023,31 May 2023,210686084300,1352932700,117879,A122,2023,05
BSSR,-13.29,53.42,21,02 May 2023,31 May 2023,89368862000,23544300,31192,A121,2023,05
BSWD,0.0,-32.29,21,02 May 2023,31 May 2023,0,0,0,G111,2023,05
BTEK,0.0,-66.67,21,02 May 2023,31 May 2023,100570000,2011400,26,D232,2023,05
BTEL,0.0,0.0,21,02 May 2023,31 May 2023,0,0,0,J321,2023,05
BTON,0.47,86.96,21,02 May 2023,31 May 2023,38910200,92800,188,B144,2023,05
BTPN,1.57,-24.71,21,02 May 2023,31 May 2023,2877779000,1133900,1165,G111,2023,05
BTPS,-11.21,5.85,21,02 May 2023,31 May 2023,643369565500,320833600,85761,G111,2023,05
BUAH,9.77,262.11,21,02 May 2023,31 May 2023,18733593000,13304600,5604,D112,2023,05
BUDI,6.73,131.25,21,02 May 2023,31 May 2023,9576616800,43031300,6283,D222,2023,05
BUKA,-10.17,-75.06,21,02 May 2023,31 May 2023,634691706900,2985254800,80206,I111,2023,05
BUKK,-2.8,-45.26,21,02 May 2023,31 May 2023,743634500,695800,811,J211,2023,05
BULL,-11.57,-8.55,21,02 May 2023,31 May 2023,104387440900,931685800,14017,A112,2023,05
BUMI,-20.66,-6.8,21,02 May 2023,31 May 2023,1366740467000,12079292600,145343,A121,2023,05
BUVA,0.0,-70.87,21,02 May 2023,31 May 2023,0,0,0,E512,2023,05
BVIC,3.3,-50.53,21,02 May 2023,31 May 2023,15132699300,156058100,27833,G111,2023,05
BWPT,-10.0,-67.07,21,02 May 2023,31 May 2023,9967324100,177572500,4302,D232,2023,05
BYAN,-30.23,-24.53,21,02 May 2023,31 May 2023,103051017500,5516300,14398,A121,2023,05
CAKK,-11.05,62.77,21,02 May 2023,31 May 2023,4691192800,27777200,5237,C121,2023,05
CAMP,1.18,-0.58,21,02 May 2023,31 May 2023,5638725800,16347600,5546,D221,2023,05
CANI,8.08,-59.47,21,02 May 2023,31 May 2023,157702700,1489100,423,A122,2023,05
CARE,0.0,369.9,21,02 May 2023,31 May 2023,2391396948600,5038017600,68862,F121,2023,05
CARS,-8.33,-97.25,21,02 May 2023,31 May 2023,67424312400,847283100,89339,E745,2023,05
CASA,1.48,120.97,21,02 May 2023,31 May 2023,94735160000,139217300,8466,G511,2023,05
CASH,-11.83,-76.57,21,02 May 2023,31 May 2023,2148088200,28498700,3161,I111,2023,05
CASS,9.71,-36.34,21,02 May 2023,31 May 2023,3499573600,7932100,1733,J111,2023,05
CBMF,0.0,-68.75,21,02 May 2023,31 May 2023,0,0,0,E211,2023,05
CBPE,-0.68,-3.33,21,02 May 2023,31 May 2023,4856660000,33091000,4395,H111,2023,05
CBRE,0.0,-53.7,21,02 May 2023,31 May 2023,5124576300,102312500,4481,A122,2023,05
CBUT,-1.55,176.81,21,02 May 2023,31 May 2023,3997501500,1931700,2753,D232,2023,05
CCSI,-2.29,156.0,21,02 May 2023,31 May 2023,1227080500,1907200,933,C131,2023,05
CEKA,-1.0,44.73,21,02 May 2023,31 May 2023,1572985000,786300,857,D222,2023,05
CENT,-18.52,-23.26,21,02 May 2023,31 May 2023,2740839800,36006100,4316,J321,2023,05
CFIN,0.5,28.66,21,02 May 2023,31 May 2023,85872309400,211085700,23029,G211,2023,05
CHEM,-10.83,-28.67,21,02 May 2023,31 May 2023,39931543800,342936800,36325,B111,2023,05
CHIP,-0.61,921.88,21,02 May 2023,31 May 2023,142536819500,82718100,49982,I231,2023,05
CINT,-2.88,-28.87,21,02 May 2023,31 May 2023,39281800,192000,179,E211,2023,05
CITA,-17.23,59.24,21,02 May 2023,31 May 2023,456078000,153300,457,B141,2023,05
CITY,-10.61,-85.18,21,02 May 2023,31 May 2023,925390900,14122600,3576,H111,2023,05
CLAY,-19.32,57.78,21,02 May 2023,31 May 2023,10673800,37100,161,E512,2023,05
CLEO,1.98,81.34,21,02 May 2023,31 May 2023,97234103000,172005700,32105,D212,2023,05
CLPI,5.91,53.91,21,02 May 2023,31 May 2023,5024288000,5173600,2514,B113,2023,05
CMNP,-2.59,32.42,21,02 May 2023,31 May 2023,510363000,300400,676,J112,2023,05
CMNT,-12.78,15.44,21,02 May 2023,31 May 2023,484322857000,563314800,20067,B121,2023,05
CMPP,14.52,-31.73,21,02 May 2023,31 May 2023,6284938400,41542000,7153,K111,2023,05
CMRY,-8.84,40.58,21,02 May 2023,31 May 2023,135702248000,31204100,28764,D221,2023,05
CNKO,0.0,0.0,21,02 May 2023,31 May 2023,5180000,103600,75,A122,2023,05
CNTB,0.0,0.0,21,02 May 2023,31 May 2023,0,0,0,E413,2023,05
CNTX,-24.11,-63.98,21,02 May 2023,31 May 2023,2059900,10400,13,E413,2023,05
COAL,-41.36,-5.0,21,02 May 2023,31 May 2023,120840895000,904124700,92968,A121,2023,05
COCO,-2.46,20.2,21,02 May 2023,31 May 2023,209722400,871500,590,D222,2023,05
COWL,0.0,-88.04,21,02 May 2023,31 May 2023,0,0,0,H111,2023,05
CPIN,7.84,-31.49,21,02 May 2023,31 May 2023,1237806257000,251364800,93755,D231,2023,05
CPRI,0.0,-60.0,21,02 May 2023,31 May 2023,533150100,10663000,137,H111,2023,05
CPRO,2.0,2.0,21,02 May 2023,31 May 2023,56641319000,1098418400,18425,D231,2023,05
CRAB,0.88,53.33,21,02 May 2023,31 May 2023,17865743000,78794500,2640,D231,2023,05
CSAP,-4.83,26.61,21,02 May 2023,31 May 2023,1374742500,2024300,451,E743,2023,05
CSIS,7.41,-81.65,21,02 May 2023,31 May 2023,6692924000,107219800,10252,H111,2023,05
CSMI,0.0,1507.14,21,02 May 2023,31 May 2023,0,0,0,E515,2023,05
CSRA,-20.0,236.0,21,02 May 2023,31 May 2023,3414243500,7386100,3905,D232,2023,05
CTBN,53.08,-53.72,21,02 May 2023,31 May 2023,114045500,68000,193,B144,2023,05
CTRA,7.54,5.94,21,02 May 2023,31 May 2023,859939550000,795827500,57165,H111,2023,05
CTTH,0.0,-57.98,21,02 May 2023,31 May 2023,10785000,215700,21,C121,2023,05
CUAN,-12.5,297.73,21,02 May 2023,31 May 2023,229545900000,255993500,65955,A121,2023,05
DADA,0.0,-50.98,21,02 May 2023,31 May 2023,550000,11000,40,H111,2023,05
DART,1.64,-48.76,21,02 May 2023,31 May 2023,99701700,809200,405,H111,2023,05
DAYA,7.45,-3.81,21,02 May 2023,31 May 2023,191152800,966800,878,D111,2023,05
