,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,-3.12,-8.03,19,01 Apr 2019,30 Apr 2019,242746540000,21172600,17649,,2019,04
1,ABBA,53.93,42.71,19,01 Apr 2019,30 Apr 2019,342167954500,2223780600,96419,,2019,04
2,ABDA,20.0,-1.08,19,01 Apr 2019,30 Apr 2019,690000,100,1,,2019,04
3,ABMM,-5.56,-10.13,19,01 Apr 2019,30 Apr 2019,58212000,28000,47,,2019,04
4,ACES,-7.3,10.74,19,01 Apr 2019,30 Apr 2019,766286625000,459919600,105139,,2019,04
5,ACST,0.63,1.93,19,01 Apr 2019,30 Apr 2019,13863862000,8564800,1579,,2019,04
6,ADES,0.0,18.48,19,01 Apr 2019,30 Apr 2019,1353182000,1245700,767,,2019,04
7,ADHI,5.78,9.78,19,01 Apr 2019,30 Apr 2019,559253835500,321768700,45264,,2019,04
8,ADMF,-8.03,10.16,19,01 Apr 2019,30 Apr 2019,44289532500,4368500,3051,,2019,04
9,ADMG,-18.5,-10.19,19,01 Apr 2019,30 Apr 2019,14526221600,47430900,4376,,2019,04
10,ADRO,-2.97,7.41,19,01 Apr 2019,30 Apr 2019,1181062025000,911322000,92971,,2019,04
11,AGII,-1.79,-19.12,19,01 Apr 2019,30 Apr 2019,4661146500,8465500,1972,,2019,04
12,AGRO,1.25,4.52,19,01 Apr 2019,30 Apr 2019,23416753800,70490900,10444,,2019,04
13,AGRS,-3.75,29.41,19,01 Apr 2019,30 Apr 2019,427196000,1410100,248,,2019,04
14,AHAP,-1.54,-24.71,19,01 Apr 2019,30 Apr 2019,266481300,3985800,388,,2019,04
15,AIMS,0.0,0.0,19,01 Apr 2019,30 Apr 2019,0,0,0,,2019,04
16,AISA,0.0,0.0,19,01 Apr 2019,30 Apr 2019,0,0,0,,2019,04
17,AKKU,0.0,0.0,19,01 Apr 2019,30 Apr 2019,5275000,105500,53,,2019,04
18,AKPI,-2.48,-21.33,19,01 Apr 2019,30 Apr 2019,32518000,57700,67,,2019,04
19,AKRA,-5.72,3.73,19,01 Apr 2019,30 Apr 2019,453552612000,96151600,33422,,2019,04
20,AKSI,-15.43,-24.87,19,01 Apr 2019,30 Apr 2019,28280000,84500,114,,2019,04
21,ALDO,3.55,-47.76,19,01 Apr 2019,30 Apr 2019,444009000,1303000,611,,2019,04
22,ALKA,1.51,34.67,19,01 Apr 2019,30 Apr 2019,22715800,58200,67,,2019,04
23,ALMI,-36.16,20.5,19,01 Apr 2019,30 Apr 2019,2642042600,3920200,744,,2019,04
24,ALTO,-1.52,-2.5,19,01 Apr 2019,30 Apr 2019,824291200,2115800,86,,2019,04
25,AMAG,-0.66,-7.98,19,01 Apr 2019,30 Apr 2019,6979000,23500,33,,2019,04
26,AMFG,2.73,53.12,19,01 Apr 2019,30 Apr 2019,1618770000,291000,193,,2019,04
27,AMIN,10.2,0.93,19,01 Apr 2019,30 Apr 2019,9650600,23700,42,,2019,04
28,AMRT,13.89,9.63,19,01 Apr 2019,30 Apr 2019,5880285000,6419100,914,,2019,04
29,ANDI,-7.43,-19.0,19,01 Apr 2019,30 Apr 2019,23375049000,14345700,851,,2019,04
30,ANJT,-7.92,-19.13,19,01 Apr 2019,30 Apr 2019,729895500,745800,140,,2019,04
31,ANTM,-2.26,13.07,19,01 Apr 2019,30 Apr 2019,865997478000,965138500,66998,,2019,04
32,APEX,-1.61,-45.54,19,01 Apr 2019,30 Apr 2019,18837500,23200,68,,2019,04
33,APIC,5.36,9.26,19,01 Apr 2019,30 Apr 2019,123362100000,217035500,23690,,2019,04
34,APII,-7.89,-5.91,19,01 Apr 2019,30 Apr 2019,4737991800,22111200,12687,,2019,04
35,APLI,-1.18,0.0,19,01 Apr 2019,30 Apr 2019,24731700,302000,58,,2019,04
36,APLN,0.0,13.82,19,01 Apr 2019,30 Apr 2019,19846154400,116914800,8166,,2019,04
37,APOL,0.0,0.0,19,01 Apr 2019,30 Apr 2019,0,0,0,,2019,04
38,ARGO,0.0,0.0,19,01 Apr 2019,30 Apr 2019,0,0,0,,2019,04
39,ARII,-6.08,-5.56,19,01 Apr 2019,30 Apr 2019,194450000,218900,52,,2019,04
40,ARMY,-2.5,-1.89,19,01 Apr 2019,30 Apr 2019,596216167600,1890205700,1623,,2019,04
41,ARNA,0.99,21.43,19,01 Apr 2019,30 Apr 2019,13646972400,26772200,1188,,2019,04
42,ARTA,-35.24,-68.85,19,01 Apr 2019,30 Apr 2019,17551000,40500,88,,2019,04
43,ARTI,0.0,0.0,19,01 Apr 2019,30 Apr 2019,26010000,520200,1312,,2019,04
44,ARTO,7.33,-12.5,19,01 Apr 2019,30 Apr 2019,10079800,66500,116,,2019,04
45,ASBI,0.67,20.0,19,01 Apr 2019,30 Apr 2019,90280400,300600,124,,2019,04
46,ASDM,-5.56,-12.45,19,01 Apr 2019,30 Apr 2019,104755000,99900,67,,2019,04
47,ASGR,-8.3,-4.51,19,01 Apr 2019,30 Apr 2019,5477362500,3991000,2085,,2019,04
48,ASII,4.1,-7.29,19,01 Apr 2019,30 Apr 2019,5009483070000,658277400,106531,,2019,04
49,ASJT,-11.97,-30.56,19,01 Apr 2019,30 Apr 2019,701597000,2691800,488,,2019,04
50,ASMI,15.97,-1.43,19,01 Apr 2019,30 Apr 2019,21739076000,34478300,2305,,2019,04
51,ASRI,8.39,7.69,19,01 Apr 2019,30 Apr 2019,104270505600,305412900,20574,,2019,04
52,ASRM,-1.3,-3.4,19,01 Apr 2019,30 Apr 2019,420371000,187600,34,,2019,04
53,ASSA,-7.69,114.29,19,01 Apr 2019,30 Apr 2019,78002249000,99233900,4450,,2019,04
54,ATIC,-8.57,-11.11,19,01 Apr 2019,30 Apr 2019,41311500,48000,83,,2019,04
55,ATPK,0.0,0.0,19,01 Apr 2019,30 Apr 2019,0,0,0,,2019,04
