Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-1M3PM00000D232------------,9575,0,26 Jan 2022,9850,9500,9800,225,1047200,10184335000,1051
ABBA,--U-2105000000E614------------,302,0,26 Jan 2022,302,282,284,-18,10433400,2962368200,1343
ABDA,--U-2105000000G412------------,6175,0,26 Jan 2022,6250,6250,6250,75,200,1250000,2
ABMM,--M-1105000000C311------------,1370,0,26 Jan 2022,1390,1350,1365,-5,3902800,5312575500,902
ACES,--MO1H3EMN6000E743------------,1250,1250,26 Jan 2022,1255,1190,1200,-50,34826700,42069425000,9608
ACST,--U-1105000000J211------------,186,0,26 Jan 2022,189,184,185,-1,7011400,1306110000,561
ADES,--U-2135000000D212------------,3300,0,26 Jan 2022,3410,3220,3310,10,326200,1074353000,203
ADHI,--M-1835V52000J211------------,805,0,26 Jan 2022,830,795,810,5,6897200,5603330500,1492
ADMF,--U-1105000000G211------------,7575,0,26 Jan 2022,7650,7575,7600,25,20300,154470000,60
ADMG,--U-1130000000B111------------,179,0,26 Jan 2022,180,167,177,-2,1758000,301492300,315
ADMR,--U-2130000000A121------------,1050,0,26 Jan 2022,0,0,1050,0,0,0,0
ADRO,--MO1XD5U60000A121------------,2210,2220,26 Jan 2022,2240,2180,2210,0,97679400,216111010000,7786
AGAR,--U-2130000000D231------------,362,0,26 Jan 2022,362,350,362,0,1300,469400,5
AGII,--M-1835400000B111------------,1410,0,26 Jan 2022,1450,1410,1430,20,3426300,4891802000,1353
AGRO,--U-1100000000G111------------,1270,0,26 Jan 2022,1300,1245,1260,-10,22746100,28912585500,4293
AGRS,--U-2105000000G111------------,149,0,26 Jan 2022,157,144,151,2,36273000,5544998300,2743
AHAP,--U-2100000000G412------------,66,0,26 Jan 2022,68,66,67,1,4277400,284423500,237
AIMS,--U-2130000000A121------------,358,0,26 Jan 2022,358,358,358,0,1100,393800,6
AISA,--U-1135000000D222------------,174,0,26 Jan 2022,175,172,173,-1,3679400,637331100,498
AKKU,--U-2130000000E512------------,50,0,26 Jan 2022,50,50,50,0,37400,1870000,8
AKPI,--U-2130000000B113------------,1045,0,26 Jan 2022,1120,1045,1090,45,51600,56670000,51
AKRA,--MO1HGXM86000A112------------,775,775,26 Jan 2022,780,725,730,-45,104943500,77163460000,9811
AKSI,--U-2130000000K211------------,735,0,26 Jan 2022,790,685,685,-50,425200,296942000,316
ALDO,--U-2130000000B131------------,1320,0,26 Jan 2022,1380,1300,1355,35,16050700,21492731000,2929
ALKA,--U-2130000000B141------------,296,0,26 Jan 2022,306,294,300,4,19300,5747000,78
ALMI,--U-2100000000B141-E----------,296,0,26 Jan 2022,318,282,282,-14,18400,5428200,76
ALTO,--U-1100000000D212------------,258,0,26 Jan 2022,270,242,268,10,88000,22845000,43
AMAG,--U-2105000000G412------------,366,0,26 Jan 2022,372,352,368,2,28500,10257600,45
AMAN,--M-1135000000H111------------,530,0,26 Jan 2022,530,525,530,0,867400,459705000,64
AMAR,--U-2105000000G111------------,580,0,26 Jan 2022,630,540,585,5,138001200,80423386000,18085
AMFG,--U-1105000000C121------------,4370,0,26 Jan 2022,4310,4230,4300,-70,17400,74838000,18
AMIN,--U-2130000000C143------------,180,0,26 Jan 2022,186,178,186,6,410600,75066700,76
AMOR,--M-2105000000G311------------,1785,0,26 Jan 2022,1795,1785,1785,0,341700,612428500,845
AMRT,--M-1M00506000D113------------,1020,0,26 Jan 2022,1185,1050,1155,135,87433200,98673159000,15263
ANDI,--U-2130000000D232------------,50,0,26 Jan 2022,50,50,50,0,46900,2345000,13
ANJT,--U-1135000000D232------------,975,0,26 Jan 2022,975,950,975,0,11700,11282000,32
ANTM,--MO1XDARC6000B146------------,1760,1780,26 Jan 2022,1815,1735,1805,45,162799900,289659227000,18828
APEX,--U-2135000000A131------------,560,0,26 Jan 2022,600,550,560,0,88800,50639000,114
APIC,--M-2105000000G511------------,1045,0,26 Jan 2022,1045,1030,1045,0,15196900,15800309000,628
APII,--U-2130000000C143------------,200,0,26 Jan 2022,200,190,194,-6,607500,117904800,141
APLI,--U-1130000000B113------------,198,0,26 Jan 2022,198,198,198,0,400,79200,1
APLN,--M-1835000000H111------------,110,0,26 Jan 2022,111,108,109,-1,5246400,574654900,581
ARCI,--M-1135000000B143------------,478,0,26 Jan 2022,478,468,476,-2,2217600,1048170600,248
ARGO,--U-2100000000E413-E----------,1625,0,26 Jan 2022,1570,1555,1570,-55,400,626000,4
ARII,--U-2130000000A121------------,262,0,26 Jan 2022,264,250,262,0,180800,46502200,98
ARKA,--U-2100000000C143------------,50,0,26 Jan 2022,50,50,50,0,349400,17470000,73
ARMY,--U-2130000000H111------------,50,0,26 Jan 2022,0,0,50,0,0,0,0
ARNA,--M-1135000000C121------------,865,0,26 Jan 2022,865,850,855,-10,353900,303121500,97
ARTA,--U-2100000000E512------------,1965,0,26 Jan 2022,1920,1885,1920,-45,15400,29290500,28
ARTI,--U-1100000000A132-E-L--------,50,0,26 Jan 2022,0,0,50,0,0,0,0
ARTO,--U-2100000000G111------------,17075,0,26 Jan 2022,17000,15900,15900,-1175,66048000,1059690777500,31904
ASBI,--U-2100000000G412------------,296,0,26 Jan 2022,308,278,296,0,31300,9154000,49
ASDM,--U-1100000000G412------------,980,0,26 Jan 2022,960,960,960,-20,100,96000,1
ASGR,--M-1130000000C224------------,790,0,26 Jan 2022,800,775,800,10,719400,560285000,97
ASII,--MO1UBAC76000C311------------,5450,5500,26 Jan 2022,5500,5425,5450,0,27985700,152947357500,4105
ASJT,--U-2100000000G412------------,134,0,26 Jan 2022,135,133,134,0,169800,22633600,30
ASLC,--U-2130000000E745------------,320,0,26 Jan 2022,350,298,298,-22,402828100,124060355600,27040
ASMI,--U-1105000000G412------------,236,0,26 Jan 2022,236,224,224,-12,2342500,525317400,63
ASPI,--U-2130000000H111------------,74,0,26 Jan 2022,75,72,73,-1,1779500,130596000,590
ASRI,--M-1835M20000H111------------,143,0,26 Jan 2022,146,140,143,0,4216300,600488200,813
ASRM,--U-2100000000G412------------,1655,0,26 Jan 2022,0,0,1655,0,0,0,0
ASSA,--M-18255B6000K132------------,3030,0,26 Jan 2022,3050,2820,2820,-210,5735500,16273383000,2111
ATAP,--U-2130000000H111------------,171,0,26 Jan 2022,171,160,160,-11,13111500,2115920000,2126
ATIC,--U-1105000000I121------------,620,0,26 Jan 2022,640,610,610,-10,115700,71744500,108
AUTO,--M-1135000000E111------------,1075,0,26 Jan 2022,1080,1060,1070,-5,931100,994825500,417
AVIA,--U-1130000000B113------------,880,0,26 Jan 2022,890,870,885,5,22790300,20074429000,1424
AYLS,--U-2130000000B121------------,310,0,26 Jan 2022,324,306,314,4,10846000,3421088000,2514
BABP,--U-2105000000G111------------,153,0,26 Jan 2022,160,146,149,-4,288711700,44170181800,14839
BACA,--U-2105000000G111------------,214,0,26 Jan 2022,218,204,206,-8,22080200,4614904400,1521
BAJA,--U-2100000000B144------------,310,0,26 Jan 2022,312,302,310,0,264900,81349000,110
BALI,--M-1135000000J321------------,835,0,26 Jan 2022,850,815,850,15,549700,455770000,170
BANK,--U-2135400000G111------------,2210,0,26 Jan 2022,2230,2180,2220,10,15089100,33398717000,1713
BAPA,--U-1130000000H111------------,91,0,26 Jan 2022,104,87,92,1,132523300,12697251400,9373
