Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-183PM10000D232------------,10175,0,17 Jun 2022,10175,10000,10050,-125,2852300,28663922500,2317
ABBA,--U-2100000000E614---L--------,172,0,17 Jun 2022,172,160,165,-7,7894100,1304471000,942
ABDA,XDU-2105000000G412-----------X,5925,0,17 Jun 2022,0,0,5925,0,0,0,0
ABMM,XDM-1115000000C311------------,2460,0,17 Jun 2022,2510,2330,2350,-110,3449700,8174068000,1313
ACES,--M-187EMN6000E743------------,850,0,17 Jun 2022,840,800,805,-45,82039200,66790176500,8608
ACST,--U-1105000000J211------------,164,0,17 Jun 2022,165,161,161,-3,1633500,264482000,254
ADCP,--U-1130000000H111------------,78,0,17 Jun 2022,79,77,77,-1,15912400,1234694200,1786
ADES,--U-2135000000D212------------,6475,0,17 Jun 2022,6475,6225,6475,0,117900,749322500,238
ADHI,--M-1835K52000J211------------,735,0,17 Jun 2022,735,715,725,-10,4537900,3275617500,872
ADMF,--U-1115200000G211------------,8100,0,17 Jun 2022,8100,8000,8025,-75,143400,1152890000,173
ADMG,--U-1130000000B111------------,177,0,17 Jun 2022,176,174,174,-3,729400,127485200,104
ADMR,--U-2135000000A121------------,1935,0,17 Jun 2022,1920,1800,1815,-120,181825400,333385695500,17780
ADRO,--MO1XD2Q60000A121------------,3060,3020,17 Jun 2022,3030,2870,2920,-140,229958000,671965785000,23647
AGAR,--U-2130000000D231------------,320,0,17 Jun 2022,336,336,336,16,1800,604800,10
AGII,--M-1835F20000B111------------,1965,0,17 Jun 2022,1990,1895,1935,-30,3554000,6891609500,1747
AGRO,--U-1105000000G111------------,820,0,17 Jun 2022,820,785,795,-25,9692100,7744251000,2294
AGRS,--U-2105000000G111------------,124,0,17 Jun 2022,124,116,118,-6,15510300,1845137800,1316
AHAP,--U-2100000000G412------------,58,0,17 Jun 2022,60,57,58,0,3340000,197124000,247
