Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-18APM16000D232------------,8925,0,21 Sep 2022,8975,8850,8850,-75,2122900,18866930000,2641
ABBA,--U-2105000000E614------------,200,0,21 Sep 2022,218,193,212,12,49620000,10279578800,3155
ABDA,--U-2105000000G412-----------X,5850,0,21 Sep 2022,5900,5750,5900,50,700,4077500,6
ABMM,--M-1175000000C311------------,4720,0,21 Sep 2022,4860,4600,4790,70,5557300,26215049000,2457
ACES,--M-187EMD0000E743------------,660,0,21 Sep 2022,665,650,650,-10,25882800,16921522500,3362
ACST,--U-1135000000J211------------,208,0,21 Sep 2022,216,208,208,0,22953400,4846824400,4444
ADCP,--U-1135000000H111------------,77,0,21 Sep 2022,80,76,78,1,38622700,2996216000,2237
ADES,--U-2135000000D212------------,7400,0,21 Sep 2022,7400,7225,7400,0,54000,393662500,101
ADHI,--M-1835V50000J211------------,850,0,21 Sep 2022,850,800,805,-45,20626500,16785153500,3954
ADMF,--U-110F200000G211------------,8400,0,21 Sep 2022,8700,8375,8500,100,165700,1410400000,194
ADMG,--U-1130000000B111------------,169,0,21 Sep 2022,171,168,168,-1,484300,82009800,72
ADMR,--U-2100000000A121------------,1775,0,21 Sep 2022,1790,1720,1750,-25,87701400,153951719000,10495
ADRO,--MO1XDAQG0000A121------------,3890,3880,21 Sep 2022,3930,3800,3910,20,67111800,259868432000,11023
AGAR,--U-2130000000D231------------,294,0,21 Sep 2022,298,290,298,4,3500,1015800,10
AGII,--M-1835FB0000B111------------,2300,0,21 Sep 2022,2440,2300,2420,120,6393900,15372199000,2520
AGRO,--U-1805300000G111------------,625,0,21 Sep 2022,630,610,620,-5,11334200,6988583500,2189
AGRS,--U-2105000000G111------------,103,0,21 Sep 2022,105,101,102,-1,10061900,1029691000,1144
AHAP,--U-2100000000G412------------,109,0,21 Sep 2022,122,107,109,0,56296000,6454942400,4427
