Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--S-183E806000D232------------,7725,0,15 Agt 2023,7750,7675,7700,-25,160700,1237385000,268
ABBA,--U-4100000000E614-E---------X,77,0,15 Agt 2023,80,75,75,-2,7545300,581049000,472
ABDA,--U-4105000000G412-----------X,6100,0,15 Agt 2023,0,0,6100,0,0,0,0
ABMM,--S-1835403000A121------------,4100,0,15 Agt 2023,4180,4040,4080,-20,3140800,12934674000,1817
ACES,--SO1S75MD0000E743------------,690,695,15 Agt 2023,730,690,720,30,131581600,94268945000,6998
ACST,--U-1135000000J211------------,148,0,15 Agt 2023,155,148,150,2,12496300,1896325000,834
ADCP,--U-1135000000H111------------,57,0,15 Agt 2023,58,56,57,0,7919500,451918300,297
ADES,--U-2135000000D212------------,12075,0,15 Agt 2023,12300,12000,12100,25,75400,914985000,186
ADHI,--S-1805700000J211------------,440,0,15 Agt 2023,452,440,452,12,13441100,6017077000,1459
ADMF,--U-110F000000G211------------,11450,0,15 Agt 2023,11450,11325,11450,0,171200,1944987500,171
ADMG,--U-1130000000B111------------,158,0,15 Agt 2023,159,155,157,-1,677700,106505700,137
ADMR,--U-2835930000A121------------,1050,0,15 Agt 2023,1165,1050,1155,105,138945100,155950234500,15513
ADRO,--SO1XDAQ70000A121------------,2390,2410,15 Agt 2023,2530,2400,2510,120,99083700,245638301000,16541
AGAR,--U-4130000000D231-----------X,180,0,15 Agt 2023,179,179,179,-1,500,89500,1
AGII,--M-1835403000B111------------,1920,0,15 Agt 2023,1930,1900,1900,-20,517700,986383000,256
AGRO,--U-1855300000G111------------,370,0,15 Agt 2023,376,366,374,4,11134700,4127151600,1263
AGRS,--U-2105000000G111------------,93,0,15 Agt 2023,93,91,92,-1,2177600,199186900,140
AHAP,--U-2100000000G412------------,85,0,15 Agt 2023,104,80,83,-2,122842200,11236197000,7698
AIMS,--U-2130000000A121---L--------,342,0,15 Agt 2023,342,314,336,-6,11400,3870200,22
AISA,--U-1135000000D222------------,137,0,15 Agt 2023,139,135,135,-2,5856900,797282600,550
AKKU,--U-4100000000E512-----------X,50,0,15 Agt 2023,0,0,50,0,0,0,0
AKPI,--U-2130000000B113------------,940,0,15 Agt 2023,950,940,940,0,9500,8982000,11
AKRA,XDSO1XKXMBS000A112------------,1285,1290,15 Agt 2023,1315,1270,1305,20,42864800,55760120500,5930
AKSI,--U-2130000000K211------------,173,0,15 Agt 2023,175,170,174,1,24900,4312400,44
ALDO,--U-2130000000B131------------,690,0,15 Agt 2023,765,670,670,-20,273200,184508000,79
ALKA,--U-2130000000B141------------,755,0,15 Agt 2023,755,720,720,-35,35600,26349500,57
ALMI,--U-2130000000B141------------,224,0,15 Agt 2023,238,218,236,12,187400,43259000,56
ALTO,--U-1100000000D212------------,50,0,15 Agt 2023,50,50,50,0,68000,3400000,11
AMAG,--U-2105000000G412------------,346,0,15 Agt 2023,346,338,340,-6,559800,190548000,80
AMAN,--U-2130000000H111------------,129,0,15 Agt 2023,137,127,129,0,17582500,2307797600,2277
AMAR,--U-2105000000G111------------,288,0,15 Agt 2023,292,284,284,-4,7585500,2192777000,409
AMFG,--U-1135000000C121------------,5650,0,15 Agt 2023,5650,5550,5600,-50,164700,920557500,139
AMIN,--U-2130000000C143------------,120,0,15 Agt 2023,125,118,122,2,134300,16140200,104
AMMN,--U-1130000000B142------------,3080,0,15 Agt 2023,3200,3070,3190,110,48297700,151509847000,6760
AMMS,--U-3000000000D231---L--------,36,0,15 Agt 2023,36,35,36,0,753200,26932800,89
AMOR,--U-2105000000G311------------,1030,0,15 Agt 2023,1030,1030,1030,0,1800,1854000,5
AMRT,--UO1U4AC24000D113------------,2890,2890,15 Agt 2023,2940,2890,2910,20,12633000,36816133000,4083
ANDI,--U-4130000000D232-----------X,50,0,15 Agt 2023,50,50,50,0,400,20000,3
ANJT,--M-1135000000D232------------,790,0,15 Agt 2023,805,770,800,10,3486800,2747980000,536
ANTM,--SO1XNPX5H000B146------------,2000,1995,15 Agt 2023,2000,1985,1990,-10,23413100,46654964000,5494
APEX,--U-1100000000A131------------,170,0,15 Agt 2023,177,167,175,5,379500,64878200,152
APIC,--U-2105000000G511------------,1080,0,15 Agt 2023,1085,1065,1070,-10,3144600,3378557000,511
