Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--S-183EM16000D232------------,7050,0,08 Jun 2023,7300,7050,7250,200,1349500,9729070000,1155,2023,06
ABBA,--U-2100000000E614-E---------X,100,0,08 Jun 2023,102,96,98,-2,8311700,817536300,460,2023,06
ABDA,--U-2105000000G412-----------X,6450,0,08 Jun 2023,0,0,6450,0,0,0,0,2023,06
ABMM,XDS-1835403000C311------------,2890,0,08 Jun 2023,3020,2890,2990,100,2187200,6521997000,1102,2023,06
ACES,--SO1S35MD0000E743------------,700,700,08 Jun 2023,710,665,680,-20,159416000,109022269500,13407,2023,06
ACST,--U-1135000000J211------------,129,0,08 Jun 2023,131,128,129,0,2415800,312427400,170,2023,06
ADCP,--U-1135000000H111------------,60,0,08 Jun 2023,62,59,61,1,13742300,831954700,604,2023,06
ADES,--U-2135000000D212------------,8350,0,08 Jun 2023,8650,8350,8650,300,40200,341775000,106,2023,06
ADHI,--S-1805700000J211------------,378,0,08 Jun 2023,412,376,408,30,73954900,29350611000,5640,2023,06
ADMF,--U-110F000000G211------------,10175,0,08 Jun 2023,10200,10150,10175,0,30700,311932500,55,2023,06
ADMG,--U-1130000000B111------------,141,0,08 Jun 2023,143,138,139,-2,54500,7681500,127,2023,06
ADMR,--U-2870530000A121------------,830,0,08 Jun 2023,860,820,840,10,19599800,16509247500,3399,2023,06
ADRO,XDSO1XDAQ70000A121------------,2170,2190,08 Jun 2023,2210,2160,2200,30,46850800,102720320000,7823,2023,06
AGAR,--U-2130000000D231-----------X,240,0,08 Jun 2023,264,240,240,0,1600,405400,14,2023,06
AGII,CDM-1835403000B111------------,1910,0,08 Jun 2023,1915,1900,1910,0,215800,411987000,254,2023,06
AGRO,--U-1805300000G111------------,360,0,08 Jun 2023,386,358,374,14,73605800,27660652400,6981,2023,06
AGRS,--U-2105000000G111------------,84,0,08 Jun 2023,89,84,88,4,11727200,1017545900,992,2023,06
AHAP,--U-2100000000G412------------,54,0,08 Jun 2023,55,52,54,0,4794600,256853600,124,2023,06
AIMS,--U-2130000000A121------------,228,0,08 Jun 2023,230,212,228,0,7600,1716000,19,2023,06
AISA,--U-1135000000D222------------,142,0,08 Jun 2023,146,142,144,2,15495600,2238998400,10039,2023,06
AKKU,--U-2100000000E512-----------X,50,0,08 Jun 2023,50,50,50,0,2740800,137040000,1663,2023,06
AKPI,--U-2130000000B113------------,980,0,08 Jun 2023,1055,940,1000,20,51200,50181500,73,2023,06
