Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--S-183EM16000D232------------,7475,0,03 Jul 2023,7625,7475,7600,125,1059500,8028160000,651
ABBA,--U-4100000000E614-E---------X,91,0,03 Jul 2023,93,89,92,1,8359100,764072700,451
ABDA,--U-4105000000G412-----------X,6450,0,03 Jul 2023,6300,6300,6300,-150,100,630000,1
ABMM,--S-1835403000A121------------,3070,0,03 Jul 2023,3170,3070,3140,70,2269200,7135528000,1113
ACES,--SO1S35MD0000E743------------,675,675,03 Jul 2023,690,670,670,-5,39358700,26625988000,3745
ACST,--U-1135000000J211------------,128,0,03 Jul 2023,130,128,129,1,1576300,202686700,145
ADCP,--U-1135000000H111------------,58,0,03 Jul 2023,60,58,59,1,2435700,144265700,348
ADES,--U-2135000000D212------------,8475,0,03 Jul 2023,8550,8400,8550,75,56100,474442500,98
ADHI,--S-1805700000J211------------,450,0,03 Jul 2023,460,450,450,0,9713100,4408853000,1773
ADMF,--U-110F000000G211------------,11375,0,03 Jul 2023,11375,10850,10875,-500,161000,1778202500,360
ADMG,--U-1130000000B111------------,138,0,03 Jul 2023,141,138,140,2,227300,31560200,141
ADMR,--U-2870530000A121------------,925,0,03 Jul 2023,955,920,935,10,27340300,25706915500,5365
ADRO,--SO1XDAQ70000A121------------,2230,2270,03 Jul 2023,2340,2260,2330,100,59216800,137160220000,11093
AGAR,--U-4130000000D231-----------X,234,0,03 Jul 2023,230,230,230,-4,500,115000,3
AGII,XDM-1835403000B111------------,1880,0,03 Jul 2023,1890,1870,1875,-5,410300,769338500,284
AGRO,--U-1805300000G111------------,384,0,03 Jul 2023,390,382,386,2,12563400,4845693400,1334
AGRS,--U-2105000000G111------------,92,0,03 Jul 2023,93,90,92,0,4459000,407101400,282
AHAP,--U-2100000000G412------------,57,0,03 Jul 2023,59,56,57,0,2121500,122375200,160
AIMS,--U-2130000000A121------------,210,0,03 Jul 2023,212,179,204,-6,74200,14790900,65
AISA,--U-1135000000D222------------,142,0,03 Jul 2023,143,142,142,0,1017400,144627500,180
