Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-18AEM16000D232------------,8375,0,20 Feb 2023,8500,8350,8375,0,571400,4796927500,832
ABBA,--U-2100000000E614------------,132,0,20 Feb 2023,134,129,130,-2,6040900,785762100,781
ABDA,--U-2105000000G412------------,6500,0,20 Feb 2023,0,0,6500,0,0,0,0
ABMM,--M-1835000000C311------------,2660,0,20 Feb 2023,2710,2600,2680,20,659500,1753687000,434
ACES,--MO1S35MD0000E743------------,540,540,20 Feb 2023,550,530,540,0,80457800,43633284000,5600
ACST,--U-1135000000J211------------,162,0,20 Feb 2023,163,160,162,0,897700,145452000,140
ADCP,--U-1135000000H111------------,70,0,20 Feb 2023,72,69,69,-1,9188800,642641800,4494
ADES,--U-2135000000D212------------,7175,0,20 Feb 2023,7200,7075,7150,-25,54000,384535000,80
ADHI,--M-1805700000J211------------,468,0,20 Feb 2023,478,466,474,6,9109200,4311343200,1250
ADMF,--U-110F000000G211------------,10100,0,20 Feb 2023,10200,9975,10150,50,34700,351767500,95
ADMG,--U-1130000000B111------------,145,0,20 Feb 2023,145,144,145,0,62300,9004400,107
ADMR,--U-2810530000A121------------,1450,0,20 Feb 2023,1465,1420,1440,-10,20591400,29577347000,4223
ADRO,--MO1XDAQ70000A121------------,2880,2870,20 Feb 2023,2910,2820,2900,20,67556000,193393296000,11368
AGAR,--U-2130000000D231-----------X,266,0,20 Feb 2023,266,266,266,0,100,26600,1
AGII,--M-1835443000B111------------,2150,0,20 Feb 2023,2170,2080,2130,-20,6651600,14139146000,1425
AGRO,--U-1805300000G111------------,442,0,20 Feb 2023,456,436,438,-4,67064100,29813037000,5724
AGRS,--U-2105000000G111------------,92,0,20 Feb 2023,92,91,92,0,1216800,111195300,93
AHAP,--U-2100000000G412------------,71,0,20 Feb 2023,72,67,68,-3,9481500,657782800,689
AIMS,--U-2130000000A121------------,326,0,20 Feb 2023,326,304,326,0,315300,96799800,125
AISA,--U-1135000000D222------------,160,0,20 Feb 2023,170,160,167,7,50574300,8424288400,4423
AKKU,--U-2100000000E512-----------X,50,0,20 Feb 2023,50,50,50,0,300,15000,3
AKPI,--U-2130000000B113------------,1215,0,20 Feb 2023,1230,1215,1225,10,19100,23236000,25
AKRA,--MO1X3XM4S000A112------------,1320,1320,20 Feb 2023,1325,1305,1310,-10,14775200,19432642000,2231
AKSI,--U-2130000000K211------------,272,0,20 Feb 2023,278,272,274,2,34100,9323600,55
ALDO,--U-2135000000B131------------,775,0,20 Feb 2023,785,755,765,-10,149000,115105000,71
ALKA,--U-2130000000B141------------,400,0,20 Feb 2023,400,390,398,-2,46600,18347400,65
ALMI,--U-2135000000B141------------,258,0,20 Feb 2023,264,256,260,2,15500,4030000,18
ALTO,--U-1100000000D212------------,50,0,20 Feb 2023,50,50,50,0,24700,1235000,18
