Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--S-18AEM16000D232------------,8300,0,04 Apr 2023,8350,8150,8275,-25,1234100,10158322500,1182,2023,04
ABBA,--U-2100000000E614------------,114,0,04 Apr 2023,116,111,112,-2,7950000,897179800,509,2023,04
ABDA,--U-2105000000G412------------,6475,0,04 Apr 2023,0,0,6475,0,0,0,0,2023,04
ABMM,--S-1835000000C311------------,3200,0,04 Apr 2023,3340,3190,3300,100,3962500,12957333000,2314,2023,04
ACES,--SO1S35MD0000E743------------,480,480,04 Apr 2023,486,472,474,-6,38035500,18141765800,4666,2023,04
ACST,--U-1135000000J211------------,133,0,04 Apr 2023,133,130,130,-3,1672300,219675200,143,2023,04
ADCP,--U-1135000000H111------------,61,0,04 Apr 2023,61,59,60,-1,5259400,315367400,295,2023,04
ADES,--U-2135000000D212------------,7275,0,04 Apr 2023,7400,7275,7300,25,73700,539610000,102,2023,04
ADHI,--S-1805700000J211------------,418,0,04 Apr 2023,420,412,416,-2,4385800,1818782800,977,2023,04
ADMF,--U-110F000000G211------------,10525,0,04 Apr 2023,10850,10300,10525,0,247600,2631837500,357,2023,04
ADMG,--U-1130000000B111------------,128,0,04 Apr 2023,132,128,128,0,101100,13037800,151,2023,04
ADMR,--U-2810530000A121------------,1235,0,04 Apr 2023,1250,1180,1220,-15,91557400,110275871000,11180,2023,04
ADRO,--SO1XDAQ70000A121------------,2940,3010,04 Apr 2023,3080,3010,3050,110,88659100,269645736000,11831,2023,04
AGAR,--U-2130000000D231-----------X,250,0,04 Apr 2023,266,254,256,6,2200,571000,11,2023,04
AGII,--M-1835403000B111---L--------,2070,0,04 Apr 2023,2080,2030,2030,-40,1511800,3104122000,462,2023,04
AGRO,--U-1805300000G111------------,386,0,04 Apr 2023,392,378,380,-6,7926500,3029153400,1360,2023,04
AGRS,--U-2105000000G111------------,84,0,04 Apr 2023,84,81,84,0,7157700,589081900,344,2023,04
AHAP,--U-2100000000G412------------,54,0,04 Apr 2023,54,51,53,-1,2976500,156003800,118,2023,04
AIMS,--U-2130000000A121------------,284,0,04 Apr 2023,284,266,272,-12,131800,35876200,95,2023,04
AISA,--U-1135000000D222------------,150,0,04 Apr 2023,155,146,147,-3,23683400,3581345500,17367,2023,04
AKKU,--U-2100000000E512---L-------X,50,0,04 Apr 2023,50,50,50,0,990800,49540000,2066,2023,04
AKPI,--U-2130000000B113------------,1240,0,04 Apr 2023,1345,1240,1240,0,82800,108305000,18,2023,04
AKRA,--SO1X3XM4S000A112------------,1555,1565,04 Apr 2023,1570,1545,1565,10,37922300,58932574000,2988,2023,04
AKSI,--U-2130000000K211------------,262,0,04 Apr 2023,264,256,256,-6,102700,26345600,42,2023,04
ALDO,--U-2135000000B131------------,685,0,04 Apr 2023,750,655,745,60,385700,268699500,112,2023,04
ALKA,--U-2130000000B141------------,420,0,04 Apr 2023,525,420,460,40,1243000,570447100,1230,2023,04
ALMI,--U-2135000000B141------------,252,0,04 Apr 2023,258,244,246,-6,128800,32300600,19,2023,04
ALTO,--U-1100000000D212---L--------,50,0,04 Apr 2023,50,50,50,0,3300,165000,7,2023,04
AMAG,--U-2105000000G412------------,378,0,04 Apr 2023,380,374,380,2,37100,13997800,40,2023,04
AMAN,--U-2135000000H111------------,282,0,04 Apr 2023,0,0,282,0,0,0,0,2023,04
AMAR,--U-2105000000G111---L--------,302,0,04 Apr 2023,304,282,284,-18,9314900,2707315400,1177,2023,04
AMFG,--U-1135000000C121------------,4900,0,04 Apr 2023,4900,4700,4740,-160,173300,826841000,342,2023,04
AMIN,--U-2130000000C143------------,102,0,04 Apr 2023,107,102,105,3,190000,19857100,115,2023,04
AMMS,--U-3000000000D231------------,52,0,04 Apr 2023,52,48,51,-1,5943200,291155700,895,2023,04
AMOR,--U-2105000000G311------------,1150,0,04 Apr 2023,1160,1120,1160,10,29600,34295000,16,2023,04
