No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--S-183E806000D232------------,7025,0,24 Nov 2023,0,7050,7000,7025,0,348200,2443320000,314,570.7,7050,20000,7025,18900,1924688333,1924688333,390711732,99300,26500,11,77275,1
2,ABBA,Mahaka Media Tbk.,--U-4100000000E614-E---------X,69,0,24 Nov 2023,0,69,67,68,-1,3014500,205566600,182,150.2,68,869700,67,1973900,3935892857,3935892857,1342139464,0,297000,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-4105000000G412-----------X,5900,0,24 Nov 2023,0,0,0,5900,0,0,0,0,1347.0,5900,9500,0,0,620806680,620806680,31474899,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--S-1835403000A121------------,3390,0,24 Nov 2023,0,3400,3360,3390,0,892300,3015247000,654,90.4,3390,98700,3380,5000,2753165000,2753165000,568803889,304700,93800,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--SO1S75MD0000E743------------,810,815,24 Nov 2023,815,820,760,815,5,103189300,81613641500,9815,993.9,815,2960500,810,144000,17150000000,17150000000,6832560000,19700400,7568700,6,4890,1
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,164,0,24 Nov 2023,0,166,161,161,-3,9885900,1602761200,746,11.9,162,15000,161,158600,12675160000,12675160000,1560312196,539500,152000,0,0,0
7,ADCP,Adhi Commuter Properti Tbk.,--U-1135000000H111------------,54,0,24 Nov 2023,0,54,53,54,0,6358000,337228200,338,41.5,54,4324000,53,3140300,22222222200,22222222200,2222222220,0,0,0,0,0
8,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,9025,0,24 Nov 2023,0,9025,8775,8900,-125,347300,3081485000,485,462.3,8925,500,8875,13000,589896800,589896800,48961434,272700,14500,0,0,0
9,ADHI,Adhi Karya (Persero) Tbk.,--S-1809700000J211------------,400,0,24 Nov 2023,0,402,392,394,-6,14495100,5737755200,1606,339.0,394,1445500,392,1206800,8407608979,8407608979,2998994123,342900,953800,0,0,0
10,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,10575,0,24 Nov 2023,0,10650,10575,10600,25,40300,427987500,34,455.9,10625,29600,10600,8600,1000000000,1000000000,79200000,0,3700,0,0,0
