,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID
300,INPS,-3.7,242,02 Jan 2020,30 Dec 2020,310173028000,120640600,33315,91--
301,INRU,35.44,242,02 Jan 2020,30 Dec 2020,1554785500,1846600,424,38--
302,INTA,-61.85,242,02 Jan 2020,30 Dec 2020,29093470700,76487300,3899,91--
303,INTD,-70.29,242,02 Jan 2020,30 Dec 2020,785363300,4818100,1851,91--
304,INTP,-23.92,242,02 Jan 2020,30 Dec 2020,10688940870000,830908200,777667,31--
305,IPCC,-22.06,242,02 Jan 2020,30 Dec 2020,494683901200,1184141000,187829,72--
306,IPCM,103.43,242,02 Jan 2020,30 Dec 2020,14014802400,59792000,16748,74--
307,IPOL,72.04,242,02 Jan 2020,30 Dec 2020,42697911300,358195100,30170,35--
308,IPTV,-35.05,242,02 Jan 2020,30 Dec 2020,1340357129500,3891341100,1264445,95--
309,IRRA,146.15,242,02 Jan 2020,30 Dec 2020,3693623031300,3885347700,646624,91--
310,ISAT,73.54,242,02 Jan 2020,30 Dec 2020,6947116471000,2348682400,804793,73--
311,ISSP,-13.04,242,02 Jan 2020,30 Dec 2020,511535941200,3366928000,217365,33--
312,ITIC,-75.0,242,02 Jan 2020,30 Dec 2020,2437406458500,1315566000,390873,52--
313,ITMA,-2.78,242,02 Jan 2020,30 Dec 2020,239298215700,686776700,11486,99--
314,ITMG,20.7,242,02 Jan 2020,30 Dec 2020,8749524215000,879117000,803925,21--
315,ITTG,0.0,15,02 Jan 2020,22 Jan 2020,0,0,0,
316,JAST,-82.32,242,02 Jan 2020,30 Dec 2020,1803219236900,10190791600,558234,73--
317,JAWA,6.52,242,02 Jan 2020,30 Dec 2020,2289408500,27666700,6086,12--
318,JAYA,54.22,242,02 Jan 2020,30 Dec 2020,91093609700,746626500,127041,74--
319,JECC,-9.31,242,02 Jan 2020,30 Dec 2020,2190531000,359000,198,45--
320,JGLE,0.0,242,02 Jan 2020,30 Dec 2020,12270000,245400,46,94--
321,JIHD,-18.91,242,02 Jan 2020,30 Dec 2020,12358004700,22832600,922,94--
322,JKON,-20.0,242,02 Jan 2020,30 Dec 2020,8862014500,24765000,1367,62--
323,JKSW,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,33--
324,JMAS,-77.27,242,02 Jan 2020,30 Dec 2020,4210105600,20066500,6826,84--
325,JPFA,-4.56,242,02 Jan 2020,30 Dec 2020,8129573021500,6860130400,985770,36--
326,JRPT,0.0,242,02 Jan 2020,30 Dec 2020,446707202300,929593300,86916,61--
327,JSKY,9.52,242,02 Jan 2020,30 Dec 2020,2296591185200,11864871500,755101,46--
328,JSMR,-10.53,242,02 Jan 2020,30 Dec 2020,11255402071000,2928188700,920657,72--
329,JSPT,-17.07,242,02 Jan 2020,30 Dec 2020,403210000,431000,401,94--
330,JTPE,3.06,242,02 Jan 2020,30 Dec 2020,141427090500,163242500,8584,95--
331,KAEF,240.0,242,02 Jan 2020,30 Dec 2020,14163649495000,5464267700,1526959,53--
332,KARW,17.19,242,02 Jan 2020,30 Dec 2020,24574970400,353146900,28680,72--
333,KAYU,13.24,242,02 Jan 2020,30 Dec 2020,136094399400,1792060500,126488,91--
334,KBLI,-26.86,242,02 Jan 2020,30 Dec 2020,393229394500,998274400,104841,45--
335,KBLM,-28.95,242,02 Jan 2020,30 Dec 2020,21246017800,92118500,20215,45--
336,KBLV,49.64,242,02 Jan 2020,30 Dec 2020,3680524500,10375000,1859,95--
337,KBRI,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,38--
338,KDSI,-29.49,242,02 Jan 2020,30 Dec 2020,6665903000,7779400,2947,38--
339,KEEN,-27.27,242,02 Jan 2020,30 Dec 2020,195655307500,564507900,36445,71--
340,KEJU,44.15,242,02 Jan 2020,30 Dec 2020,69885625500,61443700,24184,51--
341,KIAS,-21.88,242,02 Jan 2020,30 Dec 2020,13554627200,214622600,5101,32--
342,KICI,4.95,242,02 Jan 2020,30 Dec 2020,314047100,1393300,1013,55--
343,KIJA,-26.71,242,02 Jan 2020,30 Dec 2020,820408167100,3963053500,220621,61--
344,KINO,-20.7,242,02 Jan 2020,30 Dec 2020,737677493000,258525100,68580,54--
345,KIOS,-52.26,242,02 Jan 2020,30 Dec 2020,529261200,2825600,2010,93--
346,KJEN,-44.42,242,02 Jan 2020,30 Dec 2020,16054896500,8132400,4796,74--
347,KKGI,12.71,242,02 Jan 2020,30 Dec 2020,10458871800,44810500,6270,21--
348,KLBF,-8.64,242,02 Jan 2020,30 Dec 2020,14969563865000,10458713700,1469950,53--
349,KMTR,5.7,242,02 Jan 2020,30 Dec 2020,2762816600,9315000,3132,39--
350,KOBX,-0.84,242,02 Jan 2020,30 Dec 2020,33966372600,315052300,54293,91--
351,KOIN,-8.18,242,02 Jan 2020,30 Dec 2020,1372819100,12468900,772,93--
352,KONI,-24.44,242,02 Jan 2020,30 Dec 2020,115568100,223300,321,91--
353,KOPI,-18.55,242,02 Jan 2020,30 Dec 2020,3457120500,6522800,2815,71--
354,KOTA,-59.52,242,02 Jan 2020,30 Dec 2020,1268369348600,2094666000,74640,61--
355,KPAL,-63.77,242,02 Jan 2020,30 Dec 2020,92172513600,1202103500,107040,41--
356,KPAS,4.62,242,02 Jan 2020,30 Dec 2020,101976612700,1276034200,92356,54--
357,KPIG,-22.06,242,02 Jan 2020,30 Dec 2020,157400022600,1365096300,365305,94--
358,KRAH,-73.58,242,02 Jan 2020,30 Dec 2020,6556807600,4470100,2203,41--
359,KRAS,40.79,242,02 Jan 2020,30 Dec 2020,5225788354300,14120071100,877108,33--
360,KREN,-83.2,242,02 Jan 2020,30 Dec 2020,1956369495600,11120828400,553100,98--
361,LAND,-82.13,242,02 Jan 2020,30 Dec 2020,10874667000,34613900,9288,61--
362,LAPD,0.0,242,02 Jan 2020,30 Dec 2020,1640000,32800,18,71--
363,LCGP,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,61--
364,LCKM,39.69,242,02 Jan 2020,30 Dec 2020,1618694800,4753400,1115,75--
365,LEAD,0.0,242,02 Jan 2020,30 Dec 2020,24739983900,470474900,10437,74--
366,LIFE,-21.48,242,02 Jan 2020,30 Dec 2020,17265557500,2728600,950,84--
367,LINK,-39.14,242,02 Jan 2020,30 Dec 2020,2278385289500,938995800,334840,95--
368,LION,-26.07,242,02 Jan 2020,30 Dec 2020,2450631600,9028000,2537,33--
369,LMAS,-66.67,242,02 Jan 2020,30 Dec 2020,147124338800,1337473300,129545,97--
370,LMPI,-4.49,242,02 Jan 2020,30 Dec 2020,4859614100,50867900,11591,55--
371,LMSH,-11.76,242,02 Jan 2020,30 Dec 2020,227834200,741600,847,33--
372,LPCK,39.9,242,02 Jan 2020,30 Dec 2020,488186173100,468413600,122784,61--
373,LPGI,-5.83,242,02 Jan 2020,30 Dec 2020,13424690000,3669200,2160,84--
374,LPIN,-14.08,242,02 Jan 2020,30 Dec 2020,2117430100,9172500,2289,42--
375,LPKR,-11.57,242,02 Jan 2020,30 Dec 2020,3237031683600,16583346400,537543,61--
376,LPLI,-16.67,242,02 Jan 2020,30 Dec 2020,693879200,8980400,1755,95--
377,LPPF,-69.71,242,02 Jan 2020,30 Dec 2020,8559646016000,5901876800,1097523,93--
378,LPPS,10.0,242,02 Jan 2020,30 Dec 2020,2223767100,27569000,3007,89--
379,LRNA,52.67,242,02 Jan 2020,30 Dec 2020,2378954300,14752800,3753,74--
380,LSIP,-7.41,242,02 Jan 2020,30 Dec 2020,6632875403000,6767663500,672537,12--
381,LTLS,-19.67,242,02 Jan 2020,30 Dec 2020,24260064300,54503500,12252,91--
382,LUCK,-57.25,242,02 Jan 2020,30 Dec 2020,915088379500,1962413500,538450,97--
383,MABA,0.0,242,02 Jan 2020,30 Dec 2020,30495000,609900,757,61--
384,MAGP,0.0,242,02 Jan 2020,30 Dec 2020,196430000,3928600,179,12--
385,MAIN,-26.37,242,02 Jan 2020,30 Dec 2020,1609930634600,2557243800,345303,36--
386,MAMI,0.0,242,02 Jan 2020,30 Dec 2020,2531860000,50637200,2955,94--
387,MAMIP,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,94--
388,MAPA,-54.15,242,02 Jan 2020,30 Dec 2020,954714767500,410045000,101323,93--
389,MAPB,-19.82,242,02 Jan 2020,30 Dec 2020,1786728500,1298000,1335,94--
390,MAPI,-25.12,242,02 Jan 2020,30 Dec 2020,4060077684700,5648840500,590187,93--
391,MARI,-52.63,242,02 Jan 2020,30 Dec 2020,173534710800,2706767900,74831,95--
392,MARK,85.84,242,02 Jan 2020,30 Dec 2020,742397361700,1057893200,149407,32--
393,MASA,116.3,242,02 Jan 2020,30 Dec 2020,14262995400,16979900,3014,42--
394,MAYA,-15.93,242,02 Jan 2020,30 Dec 2020,623797500,80500,264,81--
395,MBAP,35.86,242,02 Jan 2020,30 Dec 2020,145157640000,59894200,43147,21--
396,MBSS,-2.07,242,02 Jan 2020,30 Dec 2020,176466105500,424136500,66615,74--
397,MBTO,1.06,242,02 Jan 2020,30 Dec 2020,1695662700,21315100,3852,54--
398,MCAS,38.54,242,02 Jan 2020,30 Dec 2020,815825110000,430038900,87547,93--
399,MCOR,7.75,242,02 Jan 2020,30 Dec 2020,256218178900,1934911000,101520,81--
400,MDIA,12.0,242,02 Jan 2020,30 Dec 2020,18496852800,352261300,10379,95--
401,MDKA,127.1,242,02 Jan 2020,30 Dec 2020,36529574307000,23401838800,1823645,23--
402,MDKI,16.58,242,02 Jan 2020,30 Dec 2020,44086423200,235389400,24034,34--
403,MDLN,-76.17,242,02 Jan 2020,30 Dec 2020,783004601100,10816526000,218018,61--
404,MDRN,0.0,242,02 Jan 2020,30 Dec 2020,32860000,657200,141,91--
405,MEDC,-31.79,242,02 Jan 2020,30 Dec 2020,12148819288800,23652654700,1257503,22--
406,MEGA,13.39,242,02 Jan 2020,30 Dec 2020,12431175000,2010200,1913,81--
407,MERK,15.09,242,02 Jan 2020,30 Dec 2020,58319459500,18205900,22953,53--
408,META,1.82,242,02 Jan 2020,30 Dec 2020,336123789700,1641801300,66804,72--
409,MFIN,-23.85,242,02 Jan 2020,30 Dec 2020,20116291000,18290400,2935,82--
410,MFMI,-1.3,242,02 Jan 2020,30 Dec 2020,7743530200,11451300,9088,99--
411,MGNA,0.0,242,02 Jan 2020,30 Dec 2020,80000,1600,14,98--
412,MGRO,-9.44,242,02 Jan 2020,30 Dec 2020,442209902000,584564700,65331,12--
413,MICE,-13.87,242,02 Jan 2020,30 Dec 2020,3847868800,12477800,3684,91--
414,MIDI,67.39,242,02 Jan 2020,30 Dec 2020,219412557500,124708500,481,93--
415,MIKA,2.25,242,02 Jan 2020,30 Dec 2020,9678879223000,3916242100,510526,96--
416,MINA,-90.0,242,02 Jan 2020,30 Dec 2020,22195023700,181515300,19864,94--
417,MIRA,0.0,242,02 Jan 2020,30 Dec 2020,23600000,472000,220,74--
418,MITI,149.02,242,02 Jan 2020,30 Dec 2020,0,0,0,22--
419,MKNT,0.0,242,02 Jan 2020,30 Dec 2020,3985188200,79589500,71873,93--
420,MKPI,72.84,242,02 Jan 2020,30 Dec 2020,1683880000,101900,487,61--
421,MLBI,-37.42,242,02 Jan 2020,30 Dec 2020,144432642500,14189600,12841,51--
422,MLIA,-20.71,242,02 Jan 2020,30 Dec 2020,783437441100,1523999800,69644,32--
423,MLPL,-16.47,242,02 Jan 2020,30 Dec 2020,101035564300,1675526600,50097,98--
424,MLPT,58.48,242,02 Jan 2020,30 Dec 2020,61351446300,83585300,42036,97--
425,MMLP,50.51,242,02 Jan 2020,30 Dec 2020,431059137800,1907970200,89226,61--
426,MNCN,-30.06,242,02 Jan 2020,30 Dec 2020,18631035971500,19180974000,2687540,95--
427,MOLI,-8.6,242,02 Jan 2020,30 Dec 2020,4119950000,4171200,1412,34--
428,MPMX,-25.71,242,02 Jan 2020,30 Dec 2020,1129883486700,2356865300,261816,91--
429,MPOW,-35.45,242,02 Jan 2020,30 Dec 2020,11469193400,134723100,25857,71--
430,MPPA,-25.0,242,02 Jan 2020,30 Dec 2020,109871012200,995642400,77107,93--
431,MPRO,-24.35,242,02 Jan 2020,30 Dec 2020,378968500,336600,1022,61--
432,MRAT,10.46,242,02 Jan 2020,30 Dec 2020,5956263500,41595600,9032,54--
433,MREI,9.81,242,02 Jan 2020,30 Dec 2020,16740438000,3783600,528,84--
434,MSIN,-55.25,242,02 Jan 2020,30 Dec 2020,131828520200,430416000,126574,95--
435,MSKY,-45.17,242,02 Jan 2020,30 Dec 2020,12500622000,12161800,10778,95--
436,MTDL,-15.51,242,02 Jan 2020,30 Dec 2020,794434469500,498701600,134818,97--
437,MTFN,0.0,242,02 Jan 2020,30 Dec 2020,4532715000,90654300,5573,22--
438,MTLA,-25.86,242,02 Jan 2020,30 Dec 2020,5022008500,12085000,1797,61--
439,MTPS,-81.46,242,02 Jan 2020,30 Dec 2020,12497328000,40178200,11953,75--
440,MTRA,-27.81,242,02 Jan 2020,30 Dec 2020,200301400,745100,237,62--
441,MTSM,-2.68,242,02 Jan 2020,30 Dec 2020,129783900,645800,842,61--
442,MTWI,-3.12,242,02 Jan 2020,30 Dec 2020,12142550700,188966200,19290,84--
443,MYOH,0.39,242,02 Jan 2020,30 Dec 2020,56116458000,48470000,10533,21--
444,MYOR,32.2,242,02 Jan 2020,30 Dec 2020,2036014163500,906064400,325478,51--
445,MYRX,0.0,242,02 Jan 2020,30 Dec 2020,267695000,5353900,67,61--
446,MYRXP,0.0,242,02 Jan 2020,30 Dec 2020,20000,400,3,61--
447,MYTX,-10.71,242,02 Jan 2020,30 Dec 2020,543811800,10599800,1740,43--
448,NASA,-85.66,242,02 Jan 2020,30 Dec 2020,80369998300,174763600,2819,94--
449,NATO,-46.08,242,02 Jan 2020,30 Dec 2020,10938791553400,16922434500,463798,94--
450,NELY,0.71,242,02 Jan 2020,30 Dec 2020,1228650700,8704200,1936,74--
451,NFCX,-23.0,242,02 Jan 2020,30 Dec 2020,88202221000,47203700,7180,93--
452,NICK,-10.0,242,02 Jan 2020,30 Dec 2020,10486049200,41902200,1178,98--
453,NIKL,114.07,242,02 Jan 2020,30 Dec 2020,2121060269400,2658765100,542913,33--
454,NIPS,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,42--
455,NIRO,15.71,242,02 Jan 2020,30 Dec 2020,103685148800,739351300,3066,61--
456,NISP,-2.96,242,02 Jan 2020,30 Dec 2020,37742162000,48061800,12605,81--
457,NOBU,-7.3,242,02 Jan 2020,30 Dec 2020,2859718000,3106000,2181,81--
458,NRCA,-1.56,242,02 Jan 2020,30 Dec 2020,55643587200,164008000,22298,62--
459,NUSA,0.0,242,02 Jan 2020,30 Dec 2020,84900000,1698000,1045,94--
460,NZIA,-78.05,242,02 Jan 2020,30 Dec 2020,11460251800,32786200,8180,61--
461,OASA,-12.38,242,02 Jan 2020,30 Dec 2020,15809241400,45638900,468,75--
462,OCAP,-30.87,242,02 Jan 2020,30 Dec 2020,107863400,686000,589,98--
463,OKAS,-47.45,242,02 Jan 2020,30 Dec 2020,155845724900,1419720400,115542,91--
464,OMRE,-66.94,242,02 Jan 2020,30 Dec 2020,21912700,40000,98,61--
465,OPMS,66.0,242,02 Jan 2020,30 Dec 2020,126341477000,972689800,85454,91--
466,PADI,-81.2,242,02 Jan 2020,30 Dec 2020,7198445000,89509000,7684,83--
467,PALM,72.0,242,02 Jan 2020,30 Dec 2020,41316496300,127741400,29716,12--
468,PAMG,53.73,242,02 Jan 2020,30 Dec 2020,770827506000,7444916400,504237,61--
469,PANI,2.65,242,02 Jan 2020,30 Dec 2020,1029383300,11737700,3652,51--
470,PANR,-54.19,242,02 Jan 2020,30 Dec 2020,89922010000,846915000,75309,94--
471,PANS,-9.82,242,02 Jan 2020,30 Dec 2020,120679267000,129370200,34511,83--
472,PBID,46.43,242,02 Jan 2020,30 Dec 2020,52092233500,53450000,17468,35--
473,PBRX,-51.76,242,02 Jan 2020,30 Dec 2020,215026726100,848546600,59817,43--
474,PBSA,-15.0,242,02 Jan 2020,30 Dec 2020,26863661400,48292700,689,62--
475,PCAR,-49.55,242,02 Jan 2020,30 Dec 2020,12213952600,18266700,8013,51--
476,PDES,-50.11,242,02 Jan 2020,30 Dec 2020,433934900,1126900,1157,94--
477,PEGE,-38.18,242,02 Jan 2020,30 Dec 2020,671283100,4887400,2372,98--
478,PEHA,57.67,242,02 Jan 2020,30 Dec 2020,349354661000,192411400,86627,53--
479,PGAS,-23.73,242,02 Jan 2020,30 Dec 2020,43312731654000,36044173200,2715071,71--
480,PGLI,-26.99,242,02 Jan 2020,30 Dec 2020,780099200,3245700,1149,94--
481,PICO,-91.59,242,02 Jan 2020,30 Dec 2020,59322567300,233280500,45673,33--
482,PJAA,-39.09,242,02 Jan 2020,30 Dec 2020,32345150500,60407300,16473,94--
483,PKPK,-18.18,242,02 Jan 2020,30 Dec 2020,24979752900,397150000,32015,22--
484,PLAS,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,98--
485,PLIN,-25.76,242,02 Jan 2020,30 Dec 2020,4734168000,1899400,1755,61--
486,PMJS,-23.91,242,02 Jan 2020,30 Dec 2020,42735760400,281373500,61662,91--
487,PNBN,-20.22,242,02 Jan 2020,30 Dec 2020,1527337689500,1704995500,140414,81--
488,PNBS,66.0,242,02 Jan 2020,30 Dec 2020,693744084200,8712322300,241713,81--
489,PNIN,-21.0,242,02 Jan 2020,30 Dec 2020,113989325500,141003900,57816,84--
490,PNLF,-18.54,242,02 Jan 2020,30 Dec 2020,1678597035300,7870577700,303130,89--
491,PNSE,222.29,242,02 Jan 2020,30 Dec 2020,40919600,58200,201,94--
492,POLA,-6.11,242,02 Jan 2020,30 Dec 2020,14713179000,140675800,35958,82--
493,POLI,-46.31,242,02 Jan 2020,30 Dec 2020,5943951000,5754700,7872,61--
494,POLL,-59.55,242,02 Jan 2020,30 Dec 2020,604026568000,74328800,132213,61--
495,POLU,-68.75,242,02 Jan 2020,30 Dec 2020,2366858500,2593300,2537,43--
496,POLY,1.69,242,02 Jan 2020,30 Dec 2020,22925942800,389354400,22965,43--
497,POOL,-67.95,242,02 Jan 2020,30 Dec 2020,3297185900,57133800,5447,98--
498,PORT,-18.42,242,02 Jan 2020,30 Dec 2020,403134500,767700,958,74--
499,POSA,0.0,242,02 Jan 2020,30 Dec 2020,478180000,9563600,1129,61--
500,POWR,-29.0,242,02 Jan 2020,30 Dec 2020,1287029212500,1944825700,197146,71--
501,PPRE,9.17,242,02 Jan 2020,30 Dec 2020,1037235578900,5386313600,589035,75--
502,PPRO,38.24,242,02 Jan 2020,30 Dec 2020,4121825317400,46574347300,832525,61--
503,PRAS,-10.29,242,02 Jan 2020,30 Dec 2020,1812710500,13436800,5041,42--
504,PRDA,-10.22,242,02 Jan 2020,30 Dec 2020,83349974000,27020000,9388,96--
505,PRIM,-44.76,242,02 Jan 2020,30 Dec 2020,10134493200,33523800,4936,96--
506,PSAB,1.54,242,02 Jan 2020,30 Dec 2020,3941396770500,15954945600,762172,23--
507,PSDN,-15.03,242,02 Jan 2020,30 Dec 2020,2917827900,22352400,2827,51--
508,PSGO,-40.5,242,02 Jan 2020,30 Dec 2020,7671153400,61637000,12707,12--
509,PSKT,0.0,242,02 Jan 2020,30 Dec 2020,58170000,1163400,198,94--
510,PSSI,-5.95,242,02 Jan 2020,30 Dec 2020,22655134900,133827600,12862,74--
511,PTBA,5.64,242,02 Jan 2020,30 Dec 2020,25365844515500,11278918200,1992286,21--
512,PTIS,-17.53,242,02 Jan 2020,30 Dec 2020,227378300,1480300,1139,74--
513,PTPP,17.67,242,02 Jan 2020,30 Dec 2020,13270937523400,12553481900,1167659,62--
514,PTRO,20.25,242,02 Jan 2020,30 Dec 2020,433676438000,259723800,108416,21--
515,PTSN,-13.43,242,02 Jan 2020,30 Dec 2020,342733254600,1546333500,164507,46--
516,PTSP,-18.46,242,02 Jan 2020,30 Dec 2020,13684811500,3401100,104,94--
517,PUDP,-23.33,242,02 Jan 2020,30 Dec 2020,221071100,1008100,439,61--
518,PURE,-15.56,242,02 Jan 2020,30 Dec 2020,1412306003400,5517474700,443006,33--
519,PWON,-10.53,242,02 Jan 2020,30 Dec 2020,11377329322800,26424415800,1439721,61--
520,PYFA,392.42,242,02 Jan 2020,30 Dec 2020,637155024800,637772000,173243,53--
521,PZZA,-27.03,242,02 Jan 2020,30 Dec 2020,281879652100,413248200,97239,94--
522,RAJA,33.33,242,02 Jan 2020,30 Dec 2020,1037449630700,6742142500,448522,71--
523,RALS,-27.23,242,02 Jan 2020,30 Dec 2020,3266694759200,4898942800,562160,93--
524,RANC,30.54,242,02 Jan 2020,30 Dec 2020,94770981600,224821600,32091,93--
525,RBMS,-26.47,242,02 Jan 2020,30 Dec 2020,11389986300,187147300,14986,61--
526,RDTX,-5.41,242,02 Jan 2020,30 Dec 2020,10401597500,2020600,972,61--
527,REAL,-87.5,242,02 Jan 2020,30 Dec 2020,1352968584500,17257559700,1084590,61--
528,RELI,55.77,242,02 Jan 2020,30 Dec 2020,192204600,664100,663,83--
529,RICY,-23.49,242,02 Jan 2020,30 Dec 2020,3242161200,31737800,6756,43--
530,RIGS,26.42,242,02 Jan 2020,30 Dec 2020,19220520300,70868000,15792,74--
531,RIMO,0.0,242,02 Jan 2020,30 Dec 2020,59385000,1187700,81,61--
532,RISE,-29.92,242,02 Jan 2020,30 Dec 2020,50906151700,110032800,26690,61--
533,RMBA,3.03,242,02 Jan 2020,30 Dec 2020,13201406200,29938600,7360,52--
534,RODA,2.0,242,02 Jan 2020,30 Dec 2020,30541013800,535493500,26760,61--
535,ROTI,4.62,242,02 Jan 2020,30 Dec 2020,787382912000,641893400,30654,51--
536,RUIS,10.48,242,02 Jan 2020,30 Dec 2020,11337892700,41478000,5349,22--
537,SAFE,-8.74,242,02 Jan 2020,30 Dec 2020,12073898200,62359300,22470,74--
538,SAME,16.8,242,02 Jan 2020,30 Dec 2020,1899494302900,11015297800,390717,96--
539,SAPX,163.86,242,02 Jan 2020,30 Dec 2020,928359500,432900,800,74--
540,SATU,-42.53,242,02 Jan 2020,30 Dec 2020,1571311100,28132600,3209,61--
541,SCBD,0.0,75,02 Jan 2020,17 Apr 2020,0,0,0,
542,SCCO,14.44,242,02 Jan 2020,30 Dec 2020,7997667500,845900,1435,45--
543,SCMA,62.41,242,02 Jan 2020,30 Dec 2020,7219412241500,6140554000,637002,95--
544,SCPI,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,53--
545,SDMU,14.0,242,02 Jan 2020,30 Dec 2020,32729345000,417877400,29048,74--
546,SDPC,9.47,242,02 Jan 2020,30 Dec 2020,29475894000,233856800,34832,91--
547,SDRA,-10.84,242,02 Jan 2020,30 Dec 2020,1569738000,1945400,1436,81--
548,SFAN,23.72,242,02 Jan 2020,30 Dec 2020,80008159500,78162500,13816,99--
549,SGRO,-32.14,242,02 Jan 2020,30 Dec 2020,211552096000,135872800,21376,12--
550,SHID,-24.64,242,02 Jan 2020,30 Dec 2020,12221859000,4229800,430,94--
551,SHIP,-21.57,242,02 Jan 2020,30 Dec 2020,90188604600,143129700,30385,74--
552,SIDO,-36.86,242,02 Jan 2020,30 Dec 2020,2996182992500,3076629800,869046,53--
553,SILO,-20.86,242,02 Jan 2020,30 Dec 2020,278366418500,50404300,39643,96--
554,SIMA,0.0,242,02 Jan 2020,30 Dec 2020,340378100,6733200,698,99--
555,SIMP,-2.78,242,02 Jan 2020,30 Dec 2020,953375943600,2943708200,221877,12--
556,SINI,-77.58,242,02 Jan 2020,30 Dec 2020,1660519700,2619000,2785,37--
557,SIPD,76.47,242,02 Jan 2020,30 Dec 2020,18178154000,15140800,2386,36--
558,SKBM,-20.98,242,02 Jan 2020,30 Dec 2020,168886000,521700,855,51--
559,SKLT,-2.8,242,02 Jan 2020,30 Dec 2020,164225000,104600,280,51--
560,SKRN,32.73,242,02 Jan 2020,30 Dec 2020,167031437300,258021400,14026,62--
561,SKYB,-13.56,242,02 Jan 2020,30 Dec 2020,11022217300,164722500,17291,93--
562,SLIS,14.22,242,02 Jan 2020,30 Dec 2020,188468935000,37839800,11609,46--
563,SMAR,0.24,242,02 Jan 2020,30 Dec 2020,7174362000,2155200,2921,12--
564,SMBR,142.05,242,02 Jan 2020,30 Dec 2020,6092615214700,9345661200,978321,31--
565,SMCB,22.03,242,02 Jan 2020,30 Dec 2020,42104211000,37502400,13932,31--
566,SMDM,-13.45,242,02 Jan 2020,30 Dec 2020,449631700,4771600,2019,61--
567,SMDR,11.81,242,02 Jan 2020,30 Dec 2020,337161728100,1148850600,125587,74--
568,SMGR,3.54,242,02 Jan 2020,30 Dec 2020,13964027370000,1459782200,807259,31--
569,SMKL,-14.41,242,02 Jan 2020,30 Dec 2020,15199519700,78562700,16410,35--
570,SMMA,-25.12,242,02 Jan 2020,30 Dec 2020,708334972500,51087000,2059,89--
571,SMMT,-5.69,242,02 Jan 2020,30 Dec 2020,18978068000,169276700,21807,21--
572,SMRA,-19.9,242,02 Jan 2020,30 Dec 2020,7618162903100,11829680500,810666,61--
573,SMRU,0.0,242,02 Jan 2020,30 Dec 2020,84970000,1699400,129,21--
574,SMSM,-7.05,242,02 Jan 2020,30 Dec 2020,873725123000,699121000,236554,42--
575,SOCI,53.49,242,02 Jan 2020,30 Dec 2020,994923548000,5718865300,315226,74--
576,SONA,0.42,242,02 Jan 2020,30 Dec 2020,1245025500,203700,292,93--
577,SOSS,-3.0,242,02 Jan 2020,30 Dec 2020,4610753000,11999600,7577,99--
578,SOTS,-13.16,242,02 Jan 2020,30 Dec 2020,1112300700,5304700,792,94--
579,SPMA,-7.19,242,02 Jan 2020,30 Dec 2020,5046310000,17903200,3276,38--
580,SPTO,-30.36,242,02 Jan 2020,30 Dec 2020,174614270100,268354100,33626,91--
581,SQMI,62.93,242,02 Jan 2020,30 Dec 2020,1004373273000,4354950400,331965,91--
582,SRAJ,-23.88,242,02 Jan 2020,30 Dec 2020,3343368400,20861500,5129,96--
583,SRIL,0.77,242,02 Jan 2020,30 Dec 2020,2556685300600,11969331900,593869,43--
584,SRSN,-14.71,242,02 Jan 2020,30 Dec 2020,115504171700,1993712800,67680,34--
585,SRTG,-5.25,242,02 Jan 2020,30 Dec 2020,419914743000,122182600,44641,98--
586,SSIA,-12.21,242,02 Jan 2020,30 Dec 2020,4299363352800,9084276300,514081,62--
587,SSMS,47.93,242,02 Jan 2020,30 Dec 2020,3465582054500,4164993000,171338,12--
588,SSTM,7.55,242,02 Jan 2020,30 Dec 2020,1127060900,2219700,1285,43--
589,STAR,-30.72,242,02 Jan 2020,30 Dec 2020,35319139100,247528300,4320,43--
590,STTP,111.11,242,02 Jan 2020,30 Dec 2020,3618119000,516400,1077,51--
591,SUGI,0.0,242,02 Jan 2020,30 Dec 2020,0,0,0,91--
592,SULI,0.0,242,02 Jan 2020,30 Dec 2020,7234401200,140382200,4877,37--
593,SUPR,25.0,242,02 Jan 2020,30 Dec 2020,15538000,3900,32,75--
594,SURE,-14.24,242,02 Jan 2020,30 Dec 2020,43887781000,15369700,3325,22--
595,SWAT,8.74,242,02 Jan 2020,30 Dec 2020,46848949900,471158100,58855,38--
596,TALF,-4.41,242,02 Jan 2020,30 Dec 2020,153221200,597400,783,35--
597,TAMU,-87.18,242,02 Jan 2020,30 Dec 2020,320449226800,2513576200,124249,74--
598,TARA,-88.1,242,02 Jan 2020,30 Dec 2020,10344272500,51259200,9997,61--
599,TAXI,0.0,242,02 Jan 2020,30 Dec 2020,97685000,1953700,293,74--
600,TBIG,32.52,242,02 Jan 2020,30 Dec 2020,13289281158500,11134283300,747365,75--
601,TBLA,-6.03,242,02 Jan 2020,30 Dec 2020,833225683000,1165227100,159390,51--
