,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID
585,TRIS,20.91,245,02 Jan 2019,30 Dec 2019,15196491400,60889600,10013,
586,TRST,-5.0,245,02 Jan 2019,30 Dec 2019,2194837800,5651700,287,
587,TRUK,-20.47,245,02 Jan 2019,30 Dec 2019,95862899600,792540200,57847,
588,TRUS,3.68,245,02 Jan 2019,30 Dec 2019,585937400,1696500,3860,
589,TSPC,0.36,245,02 Jan 2019,30 Dec 2019,321560208500,200556400,51584,
590,TUGU,3.6,245,02 Jan 2019,30 Dec 2019,25822535000,9983600,2620,
591,TURI,-24.37,245,02 Jan 2019,30 Dec 2019,40461333500,39349800,1170,
592,ULTJ,24.44,245,02 Jan 2019,30 Dec 2019,333190436500,233095500,51852,
593,UNIC,-1.28,245,02 Jan 2019,30 Dec 2019,6700528500,1503000,3554,
594,UNIT,-30.62,245,02 Jan 2019,30 Dec 2019,799080300,3961200,1683,
595,UNSP,-5.61,245,02 Jan 2019,30 Dec 2019,28929672400,269126100,42842,
596,UNTR,-21.3,245,02 Jan 2019,30 Dec 2019,28492668477500,1150539100,1305688,
597,UNVR,-7.49,245,02 Jan 2019,30 Dec 2019,23458946227500,516339100,933407,
598,URBN,19.7,245,02 Jan 2019,30 Dec 2019,294792136500,134100300,15704,
599,VICO,7.69,245,02 Jan 2019,30 Dec 2019,19809410300,177748200,52342,
600,VINS,-2.38,245,02 Jan 2019,30 Dec 2019,8219770900,64002100,18600,
601,VIVA,-42.75,245,02 Jan 2019,30 Dec 2019,947405335400,7778211200,289906,
602,VOKS,34.0,245,02 Jan 2019,30 Dec 2019,303885146800,965211700,142202,
603,VRNA,20.69,245,02 Jan 2019,30 Dec 2019,7850294500,58859700,2502,
604,WAPO,-15.29,245,02 Jan 2019,30 Dec 2019,13971328900,149854100,40700,
605,WEGE,27.5,245,02 Jan 2019,30 Dec 2019,3416499151400,9887129500,462824,
606,WEHA,-2.63,245,02 Jan 2019,30 Dec 2019,74796865700,488524400,41420,
607,WICO,-10.83,245,02 Jan 2019,30 Dec 2019,784383900,1400900,683,
608,WIIM,19.15,245,02 Jan 2019,30 Dec 2019,1043144054700,3754545300,275151,
609,WIKA,20.24,245,02 Jan 2019,30 Dec 2019,11212754922000,5393202300,783270,
610,WINS,-45.45,245,02 Jan 2019,30 Dec 2019,35758824200,228708100,6257,
611,WOMF,-11.54,245,02 Jan 2019,30 Dec 2019,51362270200,147214900,21606,
612,WOOD,11.38,245,02 Jan 2019,30 Dec 2019,3148227706000,3910654100,210586,
613,WSBP,-19.15,245,02 Jan 2019,30 Dec 2019,5382627778600,13790544400,639810,
614,WSKT,-11.61,245,02 Jan 2019,30 Dec 2019,16590954695500,8989057200,951069,
615,WTON,19.68,245,02 Jan 2019,30 Dec 2019,3090463777900,5903469200,438097,
616,YELO,-80.56,245,02 Jan 2019,30 Dec 2019,224910410700,1331001500,209239,
617,YPAS,-29.49,245,02 Jan 2019,30 Dec 2019,252606600,508100,753,
618,YULE,48.72,245,02 Jan 2019,30 Dec 2019,880161100,4516500,1396,
619,ZBRA,76.0,245,02 Jan 2019,30 Dec 2019,5366378700,55971600,7397,
620,ZINC,-75.38,245,02 Jan 2019,30 Dec 2019,11463294788300,16543501900,535541,
621,ZONE,-2.75,245,02 Jan 2019,30 Dec 2019,62712190800,115368600,27378,
622,FOOD,-11.85,241,08 Jan 2019,30 Dec 2019,224687859400,885928700,127070,
623,BEEF,18.82,239,10 Jan 2019,30 Dec 2019,860404714300,2896392400,275583,
624,POLI,-8.87,239,10 Jan 2019,30 Dec 2019,17970988000,11476100,10429,
625,CLAY,1877.78,233,18 Jan 2019,30 Dec 2019,1114658494600,253173400,214224,
626,NATO,953.4,233,18 Jan 2019,30 Dec 2019,2661061102500,3521199800,399672,
627,JAYA,-71.18,210,21 Feb 2019,30 Dec 2019,603926420800,2581638200,473127,
628,COCO,359.6,192,20 Mar 2019,30 Dec 2019,824817362500,922220000,62397,
629,MTPS,178.12,178,10 Apr 2019,30 Dec 2019,878914933000,780613300,125456,
630,CPRI,-60.0,177,11 Apr 2019,30 Dec 2019,1520578272000,9195748000,551975,
631,HRME,719.05,176,12 Apr 2019,30 Dec 2019,1690782180200,1916933800,254702,
632,POSA,-66.67,159,10 May 2019,30 Dec 2019,2882093911900,13372831300,491364,
633,JAST,479.27,155,16 May 2019,30 Dec 2019,977876742100,632072200,112153,
634,FITT,-26.47,143,11 Jun 2019,30 Dec 2019,179448445500,1338180400,111386,
635,BOLA,88.57,139,17 Jun 2019,30 Dec 2019,64189277000,163400000,28877,
636,CCSI,3.2,138,18 Jun 2019,30 Dec 2019,462641963400,1643845300,182037,
637,SFAN,471.81,137,19 Jun 2019,30 Dec 2019,74525200300,100032200,25903,
638,POLU,733.33,132,26 Jun 2019,30 Dec 2019,27160511300,17552300,15924,
639,KJEN,919.8,129,01 Jul 2019,30 Dec 2019,101353920000,55287000,40023,
640,ITIC,1081.82,126,04 Jul 2019,30 Dec 2019,1906481215600,1405335800,207854,
641,KAYU,-54.67,126,04 Jul 2019,30 Dec 2019,991893497000,3801785800,270041,
642,PAMG,-33.0,125,05 Jul 2019,30 Dec 2019,1162659422700,3154799400,217970,
643,BLUE,303.85,124,08 Jul 2019,30 Dec 2019,36482585700,55622800,18493,
644,ENVY,143.24,124,08 Jul 2019,30 Dec 2019,4216561144000,2757085600,357331,
645,IPTV,110.42,124,08 Jul 2019,30 Dec 2019,2080611987200,4692243900,2289436,
646,EAST,-30.83,123,09 Jul 2019,30 Dec 2019,323299379900,2265014000,190617,
647,FUJI,0.0,123,09 Jul 2019,30 Dec 2019,64778494100,508501100,42310,
648,KOTA,317.5,123,09 Jul 2019,30 Dec 2019,720710093800,1211061100,34716,
649,LIFE,-49.59,123,09 Jul 2019,30 Dec 2019,124348985000,12725800,3832,
650,ARKA,785.59,122,10 Jul 2019,30 Dec 2019,66307677400,44479000,34908,
651,INOV,51.2,122,10 Jul 2019,30 Dec 2019,340056869400,823999000,104740,
652,SMKL,22.28,121,11 Jul 2019,30 Dec 2019,34484100400,128048100,22942,
653,HDIT,25.71,120,12 Jul 2019,30 Dec 2019,61206486500,76091500,13200,
654,KEEN,38.89,84,02 Sep 2019,30 Dec 2019,861763327100,1346612800,135819,
655,BAPI,-66.67,74,16 Sep 2019,30 Dec 2019,431066025600,5756640500,136400,
656,TFAS,8.33,73,17 Sep 2019,30 Dec 2019,153781110600,631278400,67735,
657,GGRP,-53.57,71,19 Sep 2019,30 Dec 2019,39513856000,45481700,15903,
658,OPMS,-25.93,69,23 Sep 2019,30 Dec 2019,830402215300,3015890500,246219,
659,NZIA,272.73,67,25 Sep 2019,30 Dec 2019,247493029100,259345600,62153,
660,SLIS,3630.43,59,07 Oct 2019,30 Dec 2019,182521716200,44082600,42145,
661,PURE,-10.0,57,09 Oct 2019,30 Dec 2019,2539229443700,3669346200,323021,
662,IRRA,73.8,53,15 Oct 2019,30 Dec 2019,728178940800,1115294900,193003,
663,DMMX,6.96,49,21 Oct 2019,30 Dec 2019,371624047200,1385520400,52938,
664,SINI,1427.78,35,08 Nov 2019,30 Dec 2019,9253257200,10075400,7033,
665,WOWS,-44.44,35,08 Nov 2019,30 Dec 2019,238555336700,861838900,79425,
666,ESIP,84.05,31,14 Nov 2019,30 Dec 2019,325805279700,699569700,134981,
667,TEBE,67.58,29,18 Nov 2019,30 Dec 2019,202329240500,109094300,30394,
668,KEJU,25.33,24,25 Nov 2019,30 Dec 2019,44983719000,33664800,20247,
669,PSGO,90.48,24,25 Nov 2019,30 Dec 2019,123757275900,574538900,32301,
670,AGAR,260.0,19,02 Dec 2019,30 Dec 2019,19885740700,41543100,12811,
671,IFSH,34.09,16,05 Dec 2019,30 Dec 2019,17413430500,27109000,8181,
672,REAL,300.0,15,06 Dec 2019,30 Dec 2019,84977624700,322778100,45730,
673,IFII,100.0,13,10 Dec 2019,30 Dec 2019,71021917400,215957400,32197,
674,PMJS,10.4,7,18 Dec 2019,30 Dec 2019,39864815600,211835100,26774,
675,UCID,24.67,5,20 Dec 2019,30 Dec 2019,362612293000,198027600,45446,
676,GLVA,33.63,4,23 Dec 2019,30 Dec 2019,37198445000,95089600,20888,
