,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID
296,HEAL,44.86,246,03 Jan 2022,30 Dec 2022,5840752000000,4296298200,1283135,F121
297,HELI,-14.11,246,03 Jan 2022,30 Dec 2022,1159349000,4147200,6039,K111
298,HERO,-18.48,246,03 Jan 2022,30 Dec 2022,11269988500,6947200,6309,D113
299,HEXA,14.67,246,03 Jan 2022,30 Dec 2022,720218994500,115624400,151209,C141
300,HITS,-4.69,246,03 Jan 2022,30 Dec 2022,420072577000,505965600,62078,A112
301,HKMU,-5.66,246,03 Jan 2022,30 Dec 2022,151465221000,2982551600,56035,B141
302,HMSP,-12.95,246,03 Jan 2022,30 Dec 2022,5138062490500,5299255000,672256,D311
303,HOKI,-43.09,246,03 Jan 2022,30 Dec 2022,322247582700,2223738100,310946,D222
304,HOME,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E512
305,HOMI,-79.2,246,03 Jan 2022,30 Dec 2022,1430668326600,2378588500,252065,H111
306,HOPE,-41.18,246,03 Jan 2022,30 Dec 2022,1649221344300,10808841000,1006589,C141
307,HOTL,0.0,246,03 Jan 2022,30 Dec 2022,91965100,1839300,272,E512
308,HRME,-1.89,246,03 Jan 2022,30 Dec 2022,75666048700,1365325500,104780,E512
309,HRTA,-4.72,246,03 Jan 2022,30 Dec 2022,262813170600,1260892800,100261,E411
310,HRUM,-84.31,246,03 Jan 2022,30 Dec 2022,34526015750000,11176992600,2317450,A121
311,IATA,84.62,246,03 Jan 2022,30 Dec 2022,8042850913100,45233535700,2249220,A121
312,IBFN,79.63,246,03 Jan 2022,30 Dec 2022,12729487200,190358300,11055,G211
313,IBST,-0.86,246,03 Jan 2022,30 Dec 2022,2558637500,322800,1618,J321
314,ICBP,14.94,246,03 Jan 2022,30 Dec 2022,15993889605000,1856959900,989652,D222
315,ICON,-41.18,246,03 Jan 2022,30 Dec 2022,144844214700,1737279900,344269,C224
316,IDEA,-17.59,246,03 Jan 2022,30 Dec 2022,72860274100,1060682800,63038,E521
317,IDPR,-6.32,246,03 Jan 2022,30 Dec 2022,58834830700,312220700,116974,J211
318,IFII,7.48,246,03 Jan 2022,30 Dec 2022,14933459200,95217500,26053,B151
319,IFSH,-55.14,246,03 Jan 2022,30 Dec 2022,7252992000,5203900,6587,B146
320,IGAR,5.91,246,03 Jan 2022,30 Dec 2022,40428722000,83598800,25787,B131
321,IIKP,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E321
322,IKAI,0.0,246,03 Jan 2022,30 Dec 2022,9582036200,191484600,2490,E512
323,IKAN,-37.89,246,03 Jan 2022,30 Dec 2022,361658523700,4226075300,494033,D231
324,IKBI,-12.5,246,03 Jan 2022,30 Dec 2022,849645600,3925500,2968,C131
325,IMAS,-0.57,246,03 Jan 2022,30 Dec 2022,312565953500,364696500,97070,E745
326,IMJS,-24.76,246,03 Jan 2022,30 Dec 2022,496562132000,1334656500,199180,G211
327,IMPC,38.04,246,03 Jan 2022,30 Dec 2022,3915016949000,1132385400,157140,C121
328,INAF,-48.43,246,03 Jan 2022,30 Dec 2022,96817860500,68394700,46553,F211
329,INAI,-9.59,246,03 Jan 2022,30 Dec 2022,1063172800,3601500,3021,B141
330,INCF,-79.35,246,03 Jan 2022,30 Dec 2022,693079059700,9094335500,514867,B153
331,INCI,21.43,246,03 Jan 2022,30 Dec 2022,25193886500,36924200,20667,B111
332,INCO,51.71,246,03 Jan 2022,30 Dec 2022,39143814768000,6017115500,1722676,B146
333,INDF,6.32,246,03 Jan 2022,30 Dec 2022,14897044175000,2310940100,954683,D222
334,INDO,-10.78,246,03 Jan 2022,30 Dec 2022,768301646200,6274016100,676407,H112
335,INDR,35.17,246,03 Jan 2022,30 Dec 2022,575120689500,71238600,91697,E413
336,INDS,-18.62,246,03 Jan 2022,30 Dec 2022,5088419000,2381800,2849,E111
337,INDX,112.8,246,03 Jan 2022,30 Dec 2022,1590179667500,5620754000,1245851,C232
338,INDY,76.7,246,03 Jan 2022,30 Dec 2022,20060098951500,7936475800,1708345,A121
339,INKP,11.5,246,03 Jan 2022,30 Dec 2022,13908057982500,1647253100,951863,B152
340,INOV,-53.33,246,03 Jan 2022,30 Dec 2022,312956743900,1229700600,196998,E413
341,INPC,-44.09,246,03 Jan 2022,30 Dec 2022,133425968300,1330994300,209433,G111
342,INPP,-31.38,246,03 Jan 2022,30 Dec 2022,2553144100,6372500,3016,H111
343,INPS,-34.08,246,03 Jan 2022,30 Dec 2022,17501538000,15054200,11562,A112
344,INRU,-5.04,246,03 Jan 2022,30 Dec 2022,5906953000,8257400,7271,B152
345,INTA,8.82,246,03 Jan 2022,30 Dec 2022,65908435100,940753800,68439,C141
346,INTD,-36.82,246,03 Jan 2022,30 Dec 2022,21001463200,78453300,44422,B152
347,INTP,-18.18,246,03 Jan 2022,30 Dec 2022,10011285382500,1007350700,640563,B121
348,IPAC,-0.88,246,03 Jan 2022,30 Dec 2022,994544400,7613900,3854,H111
349,IPCC,10.68,246,03 Jan 2022,30 Dec 2022,424966956200,749597800,144962,J113
350,IPCM,-6.8,246,03 Jan 2022,30 Dec 2022,172735540200,590036000,151959,J113
351,IPOL,1.18,246,03 Jan 2022,30 Dec 2022,126709542700,789047600,39930,B131
352,IPPE,-33.51,246,03 Jan 2022,30 Dec 2022,4280604831600,13489283100,1439799,D232
353,IPTV,-61.31,246,03 Jan 2022,30 Dec 2022,4472184369700,34884166700,1750052,E613
354,IRRA,-45.32,246,03 Jan 2022,30 Dec 2022,2010077102500,1322307100,308060,F112
355,ISAT,-0.4,246,03 Jan 2022,30 Dec 2022,8957635347500,1409879100,707832,J321
356,ISSP,-38.19,246,03 Jan 2022,30 Dec 2022,1112897073800,3092661200,430339,B144
357,ITIC,-4.38,246,03 Jan 2022,30 Dec 2022,53639457200,187153400,52057,D311
358,ITMA,8.67,246,03 Jan 2022,30 Dec 2022,344113001700,374739600,139193,A132
359,ITMG,91.3,246,03 Jan 2022,30 Dec 2022,34920057962500,1055899300,1490492,A121
360,JAST,-61.82,246,03 Jan 2022,30 Dec 2022,745644592800,4693496900,696168,J311
361,JAWA,-61.11,246,03 Jan 2022,30 Dec 2022,493559807100,2306924000,373914,D232
362,JAYA,-44.1,246,03 Jan 2022,30 Dec 2022,739263839100,4703236800,604378,K211
363,JECC,-18.35,246,03 Jan 2022,30 Dec 2022,2446449000,515000,2132,C131
364,JGLE,0.0,246,03 Jan 2022,30 Dec 2022,195995000,3919900,579,E514
365,JIHD,-19.27,246,03 Jan 2022,30 Dec 2022,20356513800,63411000,14890,E512
366,JKON,-4.03,246,03 Jan 2022,30 Dec 2022,2418943364900,16420138700,1115317,J211
367,JKSW,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,B121
368,JMAS,-39.66,246,03 Jan 2022,30 Dec 2022,192359552500,1434884900,221474,G413
369,JPFA,-24.71,246,03 Jan 2022,30 Dec 2022,6938292682000,4576217200,1191913,D231
370,JRPT,-3.85,246,03 Jan 2022,30 Dec 2022,247656556200,519493000,58378,H111
371,JSKY,-50.48,246,03 Jan 2022,30 Dec 2022,202055922000,2290400000,208211,A211
372,JSMR,-23.39,246,03 Jan 2022,30 Dec 2022,5128057754000,1456272900,550626,J112
373,JSPT,11.26,246,03 Jan 2022,30 Dec 2022,44962000,55500,198,E512
374,JTPE,-74.98,246,03 Jan 2022,30 Dec 2022,84266955900,253401900,14121,C221
375,KAEF,-55.35,246,03 Jan 2022,30 Dec 2022,602267459000,348445800,198671,F211
376,KARW,-36.5,246,03 Jan 2022,30 Dec 2022,520701498100,2888728800,654156,J113
377,KAYU,0.0,246,03 Jan 2022,30 Dec 2022,9052029100,176624300,11659,B151
378,KBAG,-19.35,246,03 Jan 2022,30 Dec 2022,576748877400,11112808700,327411,H111
379,KBLI,12.14,246,03 Jan 2022,30 Dec 2022,94484643400,304520900,40514,C131
380,KBLM,7.96,246,03 Jan 2022,30 Dec 2022,251127433700,912278200,348319,C131
381,KBLV,-82.63,246,03 Jan 2022,30 Dec 2022,487534236900,1378078800,182468,J311
382,KBRI,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,B152
383,KDSI,5.02,246,03 Jan 2022,30 Dec 2022,76942503500,74076000,12353,B131
384,KEEN,45.74,246,03 Jan 2022,30 Dec 2022,1689003243300,2358746900,251412,J411
385,KEJU,20.68,246,03 Jan 2022,30 Dec 2022,44800636000,34213100,11076,D221
386,KIAS,0.0,246,03 Jan 2022,30 Dec 2022,420320000,8406400,1407,C121
387,KICI,-28.47,246,03 Jan 2022,30 Dec 2022,39716820900,167076700,41665,E213
388,KIJA,-12.05,246,03 Jan 2022,30 Dec 2022,131452274200,840647800,83783,H111
389,KINO,-24.38,246,03 Jan 2022,30 Dec 2022,1280580609000,410587800,197983,D421
390,KIOS,-66.67,246,03 Jan 2022,30 Dec 2022,5425985573800,13086829500,1706093,I111
391,KJEN,-83.55,246,03 Jan 2022,30 Dec 2022,984116865000,4665393200,616235,K211
392,KKGI,51.52,246,03 Jan 2022,30 Dec 2022,857574697000,1467246100,306998,A121
393,KLBF,29.41,246,03 Jan 2022,30 Dec 2022,17664095497500,10156818700,1038098,F211
394,KMDS,32.49,246,03 Jan 2022,30 Dec 2022,25267635000,44472800,11238,D112
395,KMTR,-22.75,246,03 Jan 2022,30 Dec 2022,5838248800,18791200,7044,B153
396,KOBX,47.9,246,03 Jan 2022,30 Dec 2022,571777872000,1506370600,328820,C141
397,KOIN,-20.63,246,03 Jan 2022,30 Dec 2022,936003600,6353200,2619,C121
398,KONI,207.07,246,03 Jan 2022,30 Dec 2022,22024545500,9845500,23615,C223
399,KOPI,-3.88,246,03 Jan 2022,30 Dec 2022,4757844300,7729200,7233,A112
400,KOTA,-36.71,246,03 Jan 2022,30 Dec 2022,246860314800,3663259400,137718,H111
401,KPAL,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,C141
402,KPAS,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,D421
403,KPIG,-24.47,246,03 Jan 2022,30 Dec 2022,3101341745300,29135272400,1078903,E512
404,KRAH,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,C143
405,KRAS,-20.87,246,03 Jan 2022,30 Dec 2022,1242099534000,3164162600,316650,B144
406,KREN,-47.92,246,03 Jan 2022,30 Dec 2022,268489553000,4315372700,166706,I111
407,KUAS,-23.61,246,03 Jan 2022,30 Dec 2022,443784421300,5508869100,503636,C121
408,LABA,-1.02,246,03 Jan 2022,30 Dec 2022,455556694900,3115247500,339380,C143
409,LAND,-43.18,246,03 Jan 2022,30 Dec 2022,2031364401800,13771603700,1311485,H111
410,LAPD,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,J411
411,LCGP,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,H111
412,LCKM,5.44,246,03 Jan 2022,30 Dec 2022,428333800,1424700,2225,J321
413,LEAD,21.43,246,03 Jan 2022,30 Dec 2022,946874820200,11568110100,534885,A112
414,LFLO,-40.62,246,03 Jan 2022,30 Dec 2022,9339875300,87310600,21392,E211
415,LIFE,-16.19,246,03 Jan 2022,30 Dec 2022,9095187500,1517200,600,G413
416,LINK,-34.5,246,03 Jan 2022,30 Dec 2022,3034699366000,679584200,171764,J311
417,LION,147.08,246,03 Jan 2022,30 Dec 2022,9940663600,23200000,16129,C223
418,LMAS,-48.45,246,03 Jan 2022,30 Dec 2022,239268610100,3337602600,243171,I121
419,LMPI,-40.51,246,03 Jan 2022,30 Dec 2022,133597690700,650495900,131887,E213
420,LMSH,-18.0,246,03 Jan 2022,30 Dec 2022,1100576500,1608100,3442,B144
421,LPCK,-17.01,246,03 Jan 2022,30 Dec 2022,576390194500,468348900,82431,H111
422,LPGI,19.39,246,03 Jan 2022,30 Dec 2022,50493474500,6499400,4340,G412
423,LPIN,-66.81,246,03 Jan 2022,30 Dec 2022,312420072300,492176900,139484,E111
424,LPKR,-43.97,246,03 Jan 2022,30 Dec 2022,1217965303600,10235700500,586452,H111
425,LPLI,0.0,246,03 Jan 2022,30 Dec 2022,13521375800,48166100,9182,H111
426,LPPF,14.46,246,03 Jan 2022,30 Dec 2022,4745715093000,1013238700,491900,E731
427,LPPS,-27.68,246,03 Jan 2022,30 Dec 2022,14376994900,153705100,28160,G512
428,LRNA,-6.93,246,03 Jan 2022,30 Dec 2022,3673351500,18489700,10810,K132
429,LSIP,-14.35,246,03 Jan 2022,30 Dec 2022,5481777631000,4213473600,708500,D232
430,LTLS,94.41,246,03 Jan 2022,30 Dec 2022,221688608000,181843800,77225,B111
431,LUCK,-65.41,246,03 Jan 2022,30 Dec 2022,869972022000,2514674700,488480,I221
432,LUCY,251.79,246,03 Jan 2022,30 Dec 2022,331128323100,2372203400,136164,E515
433,MABA,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E512
434,MAGP,0.0,246,03 Jan 2022,30 Dec 2022,11945000,238900,164,D232
435,MAIN,-26.87,246,03 Jan 2022,30 Dec 2022,227759896800,359062300,85342,D231
436,MAMI,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E512
437,MAMIP,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E512
438,MAPA,51.57,246,03 Jan 2022,30 Dec 2022,690030761000,219182300,105589,E741
439,MAPB,17.7,246,03 Jan 2022,30 Dec 2022,6132555500,3549000,3683,E515
440,MAPI,103.52,246,03 Jan 2022,30 Dec 2022,5583701553500,5572307800,775780,E741
441,MARI,-73.11,246,03 Jan 2022,30 Dec 2022,2439379476000,11512054300,870535,E612
442,MARK,-38.14,246,03 Jan 2022,30 Dec 2022,3598095637500,3768043900,676122,C143
443,MASA,-63.91,246,03 Jan 2022,30 Dec 2022,10225828500,3171400,6069,E112
444,MASB,-0.56,246,03 Jan 2022,30 Dec 2022,35485911000,10082100,2748,G111
445,MAYA,-21.21,246,03 Jan 2022,30 Dec 2022,289482953200,454830400,74348,G111
446,MBAP,111.81,246,03 Jan 2022,30 Dec 2022,605856796000,85803700,120304,A121
447,MBSS,9.63,246,03 Jan 2022,30 Dec 2022,389306729500,350707700,124644,A122
448,MBTO,-13.01,246,03 Jan 2022,30 Dec 2022,24388621800,186399100,56369,D421
449,MCAS,-15.75,246,03 Jan 2022,30 Dec 2022,1157402960000,106053800,110299,I111
450,MCOL,88.51,246,03 Jan 2022,30 Dec 2022,1512843290000,269233700,105349,A121
451,MCOR,-31.03,246,03 Jan 2022,30 Dec 2022,162402006300,1724787300,94909,G111
452,MDIA,4.0,246,03 Jan 2022,30 Dec 2022,58831781200,1103005400,41604,E612
453,MDKA,5.91,246,03 Jan 2022,30 Dec 2022,67090210689500,15591273600,2568972,B143
454,MDKI,-9.31,246,03 Jan 2022,30 Dec 2022,40784084500,205691900,38224,B111
455,MDLN,10.81,246,03 Jan 2022,30 Dec 2022,1845266904500,17970167100,937908,H111
456,MDRN,0.0,246,03 Jan 2022,30 Dec 2022,470215000,9404300,1529,C223
457,MEDC,117.81,246,03 Jan 2022,30 Dec 2022,17518619369600,23384052100,1630720,A111
458,MEGA,-37.76,246,03 Jan 2022,30 Dec 2022,70065782000,9697200,20062,G111
459,MERK,28.73,246,03 Jan 2022,30 Dec 2022,72903572000,16310300,17597,F211
460,META,6.14,246,03 Jan 2022,30 Dec 2022,1741704737900,11110548400,782559,J112
461,MFIN,51.83,246,03 Jan 2022,30 Dec 2022,19108296500,12887900,5276,G211
462,MFMI,-19.59,246,03 Jan 2022,30 Dec 2022,2836490500,3550100,5121,C224
463,MGLV,-69.8,246,03 Jan 2022,30 Dec 2022,51879566000,437323000,53205,E211
464,MGNA,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,G512
465,MGRO,-0.59,246,03 Jan 2022,30 Dec 2022,1124342469500,1315945100,97604,D232
466,MICE,33.08,246,03 Jan 2022,30 Dec 2022,48498113600,102594500,23438,E213
467,MIDI,34.39,246,03 Jan 2022,30 Dec 2022,4813807000,1979000,4292,D113
468,MIKA,41.15,246,03 Jan 2022,30 Dec 2022,9326219305000,3639143700,549534,F121
469,MINA,60.0,246,03 Jan 2022,30 Dec 2022,84091003400,1122245100,44972,E512
470,MIRA,0.0,246,03 Jan 2022,30 Dec 2022,206435000,4128700,771,K211
471,MITI,-26.72,246,03 Jan 2022,30 Dec 2022,986887021700,4072379000,574281,A112
472,MKNT,0.0,246,03 Jan 2022,30 Dec 2022,6848150000,136963000,43832,E711
473,MKPI,56.47,246,03 Jan 2022,30 Dec 2022,132710392500,5802400,1256,H111
474,MLBI,14.74,246,03 Jan 2022,30 Dec 2022,148559430000,16651500,23935,D211
475,MLIA,-76.24,246,03 Jan 2022,30 Dec 2022,3245752725000,2830299800,201542,C121
476,MLPL,-69.73,246,03 Jan 2022,30 Dec 2022,5017474959800,23778541300,1432494,C311
477,MLPT,-42.17,246,03 Jan 2022,30 Dec 2022,445563759000,122512100,49963,I121
478,MMLP,-16.11,246,03 Jan 2022,30 Dec 2022,1290589935400,2534048900,290880,H111
479,MNCN,-17.78,246,03 Jan 2022,30 Dec 2022,5347430234500,5883712100,670542,E612
480,MOLI,-51.4,246,03 Jan 2022,30 Dec 2022,13681220400,48890900,19488,B111
481,MPMX,-2.18,246,03 Jan 2022,30 Dec 2022,4424252258500,3964566700,829838,E745
482,MPOW,-19.81,246,03 Jan 2022,30 Dec 2022,478642793700,4147344200,716125,J411
483,MPPA,-70.51,246,03 Jan 2022,30 Dec 2022,8071057292800,30905031000,2110707,D113
484,MPRO,77.65,246,03 Jan 2022,30 Dec 2022,2165873000,2154800,4209,H111
485,MRAT,177.17,246,03 Jan 2022,30 Dec 2022,294275504200,864608000,299722,D421
486,MREI,1.89,246,03 Jan 2022,30 Dec 2022,12976643500,3146400,5524,G414
487,MSIN,94.35,246,03 Jan 2022,30 Dec 2022,3170156720000,735159700,367843,E621
488,MSKY,-62.67,246,03 Jan 2022,30 Dec 2022,830661533700,2169732200,397410,E613
489,MTDL,-24.18,246,03 Jan 2022,30 Dec 2022,1614470950500,2402025000,410068,I221
490,MTEL,-3.61,246,03 Jan 2022,30 Dec 2022,8182475917500,10903742300,1041930,J321
491,MTFN,0.0,246,03 Jan 2022,30 Dec 2022,316325000,6326500,1075,A112
492,MTLA,-16.09,246,03 Jan 2022,30 Dec 2022,46486620800,130358800,18915,H111
493,MTPS,-11.93,246,03 Jan 2022,30 Dec 2022,308508173300,3018942100,335529,J211
494,MTRA,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,J211
495,MTSM,-49.35,246,03 Jan 2022,30 Dec 2022,8263535400,32159500,23121,H111
496,MTWI,-17.5,246,03 Jan 2022,30 Dec 2022,934261770200,5635131300,1109872,G412
497,MYOH,-9.14,246,03 Jan 2022,30 Dec 2022,15243433500,8969900,6332,A132
498,MYOR,22.55,246,03 Jan 2022,30 Dec 2022,3829373017500,2002095700,708173,D222
499,MYRX,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,H111
500,MYRXP,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,H111
501,MYTX,-34.94,246,03 Jan 2022,30 Dec 2022,26375322200,315857400,41042,E413
502,NASA,-18.03,246,03 Jan 2022,30 Dec 2022,63784718400,1107793700,67503,E512
503,NASI,-54.91,246,03 Jan 2022,30 Dec 2022,1818518902200,6530806600,1424328,D222
504,NATO,-31.76,246,03 Jan 2022,30 Dec 2022,38696749956500,65223519000,591415,E512
505,NELY,0.65,246,03 Jan 2022,30 Dec 2022,467298871700,1317317800,332127,K211
506,NFCX,-10.61,246,03 Jan 2022,30 Dec 2022,1569828023000,164249000,46694,I111
507,NICK,-76.4,246,03 Jan 2022,30 Dec 2022,45315176400,116884700,41787,G512
508,NICL,124.64,246,03 Jan 2022,30 Dec 2022,1604725417800,16600381300,1041698,B146
509,NIKL,-33.33,246,03 Jan 2022,30 Dec 2022,128285240000,140598100,67166,B146
510,NIPS,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E111
511,NIRO,-4.67,246,03 Jan 2022,30 Dec 2022,137233026900,990062900,2870,H111
512,NISP,11.19,246,03 Jan 2022,30 Dec 2022,1193821078000,1728456600,136342,G111
513,NOBU,-22.54,246,03 Jan 2022,30 Dec 2022,143204659000,222896300,50260,G111
514,NPGF,-45.05,246,03 Jan 2022,30 Dec 2022,482076498500,5735832800,438825,B112
515,NRCA,4.14,246,03 Jan 2022,30 Dec 2022,45020479200,148953400,38586,J211
516,NUSA,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,E512
517,NZIA,125.48,246,03 Jan 2022,30 Dec 2022,346869512100,1535104900,429599,H111
518,OASA,-17.75,246,03 Jan 2022,30 Dec 2022,417160014000,518463800,152053,J321
519,OBMD,47.62,246,03 Jan 2022,30 Dec 2022,835384483900,3426876500,482240,B113
520,OCAP,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,G511
521,OILS,-37.65,246,03 Jan 2022,30 Dec 2022,240917778500,989076400,187041,D232
522,OKAS,22.09,246,03 Jan 2022,30 Dec 2022,893598072600,6431350300,573677,B111
523,OMRE,-4.14,246,03 Jan 2022,30 Dec 2022,3553630700,4427100,5073,H111
524,OPMS,-36.69,246,03 Jan 2022,30 Dec 2022,489733938300,3573311100,583802,B144
525,PADI,0.0,246,03 Jan 2022,30 Dec 2022,1229820000,24596400,684,G312
526,PALM,-27.01,246,03 Jan 2022,30 Dec 2022,1704810529500,2018154500,423511,D232
527,PAMG,-35.58,246,03 Jan 2022,30 Dec 2022,104004013200,1124292900,136875,H111
528,PANI,-44.93,246,03 Jan 2022,30 Dec 2022,1777462899000,1318135800,355680,D222
529,PANR,147.64,246,03 Jan 2022,30 Dec 2022,577416577800,2025866200,461458,E513
530,PANS,50.59,246,03 Jan 2022,30 Dec 2022,162898594000,101262900,61819,G312
531,PBID,-1.87,246,03 Jan 2022,30 Dec 2022,252522954500,152379700,40899,B131
532,PBRX,-29.87,246,03 Jan 2022,30 Dec 2022,1619595122300,12689270800,750859,E411
533,PBSA,-58.36,246,03 Jan 2022,30 Dec 2022,39378550400,124428600,26456,J211
534,PCAR,-69.15,246,03 Jan 2022,30 Dec 2022,298299724200,1790988500,265814,D112
535,PDES,1.32,246,03 Jan 2022,30 Dec 2022,71635232000,284518400,55310,E513
536,PEGE,-64.1,246,03 Jan 2022,30 Dec 2022,46651781400,52828600,13779,G511
537,PEHA,-38.01,246,03 Jan 2022,30 Dec 2022,36261795500,38932000,13185,F211
538,PGAS,28.0,246,03 Jan 2022,30 Dec 2022,38704810976000,23425359000,2611144,A112
539,PGJO,-1.3,246,03 Jan 2022,30 Dec 2022,11043573000,145283100,13111,I111
540,PGLI,-29.6,246,03 Jan 2022,30 Dec 2022,24534066700,81947800,26341,E512
541,PGUN,107.47,246,03 Jan 2022,30 Dec 2022,34762574500,51502600,13330,D232
542,PICO,161.05,246,03 Jan 2022,30 Dec 2022,990563027700,2733717800,935806,B131
543,PJAA,28.57,246,03 Jan 2022,30 Dec 2022,42860848400,68788900,22905,E514
544,PKPK,31.63,246,03 Jan 2022,30 Dec 2022,761229906000,3438139800,418826,A132
545,PLAN,-25.0,246,03 Jan 2022,30 Dec 2022,14422644500,385332700,32814,E512
546,PLAS,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,G511
547,PLIN,-15.1,246,03 Jan 2022,30 Dec 2022,3169668000,1475000,2155,H111
548,PMJS,6.99,246,03 Jan 2022,30 Dec 2022,30055811800,180075900,40078,E745
549,PMMP,-15.29,246,03 Jan 2022,30 Dec 2022,1184805899000,2887061800,253951,D222
550,PNBN,100.0,246,03 Jan 2022,30 Dec 2022,5440690796000,3450701200,391173,G111
551,PNBS,-25.88,246,03 Jan 2022,30 Dec 2022,2575594886900,31344052800,1166423,G111
552,PNGO,-9.97,246,03 Jan 2022,30 Dec 2022,11626308500,8430900,5914,B153
553,PNIN,83.09,246,03 Jan 2022,30 Dec 2022,2905526675500,2256419800,336471,G412
554,PNLF,108.14,246,03 Jan 2022,30 Dec 2022,12082332068200,29142075700,1072741,G413
555,PNSE,-37.14,246,03 Jan 2022,30 Dec 2022,363019200,622700,1349,E512
556,POLA,-54.21,246,03 Jan 2022,30 Dec 2022,244850566000,2134679100,277212,G211
557,POLI,-45.42,246,03 Jan 2022,30 Dec 2022,164867298500,185205800,52961,H111
558,POLL,-81.86,246,03 Jan 2022,30 Dec 2022,514129559200,983072600,213921,H111
559,POLU,-33.18,246,03 Jan 2022,30 Dec 2022,6419525000,11056500,13709,E411
560,POLY,-32.93,246,03 Jan 2022,30 Dec 2022,537602888100,5722291400,386135,E413
561,POOL,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,G511
562,PORT,26.15,246,03 Jan 2022,30 Dec 2022,3674485500,4282600,5995,J113
563,POSA,0.0,246,03 Jan 2022,30 Dec 2022,0,0,0,H111
564,POWR,7.32,246,03 Jan 2022,30 Dec 2022,541311892000,805956200,181647,J411
565,PPGL,0.0,246,03 Jan 2022,30 Dec 2022,83904418400,587861100,78455,K211
566,PPRE,-28.74,246,03 Jan 2022,30 Dec 2022,272986389600,1685139700,212947,J211
567,PPRO,-13.79,246,03 Jan 2022,30 Dec 2022,446707071200,8449690300,211277,H111
568,PRAS,-40.16,246,03 Jan 2022,30 Dec 2022,179970763700,689848800,155060,E111
569,PRDA,-39.13,246,03 Jan 2022,30 Dec 2022,966836876500,147554500,134736,F121
570,PRIM,-56.75,246,03 Jan 2022,30 Dec 2022,112074708600,331809400,88613,F121
571,PSAB,-23.02,246,03 Jan 2022,30 Dec 2022,263039277200,1945320000,267944,B143
572,PSDN,-45.75,246,03 Jan 2022,30 Dec 2022,50862112500,424852800,60923,D222
573,PSGO,-32.41,246,03 Jan 2022,30 Dec 2022,448616733200,2208158500,234202,D232
574,PSKT,32.0,246,03 Jan 2022,30 Dec 2022,2444936142000,27004769100,1148967,E512
575,PSSI,48.01,246,03 Jan 2022,30 Dec 2022,409879819200,697308500,184162,A122
576,PTBA,36.16,246,03 Jan 2022,30 Dec 2022,37523868433000,9874326300,2031421,A121
577,PTDU,-69.47,246,03 Jan 2022,30 Dec 2022,1162583949500,11001134500,851374,J211
578,PTIS,27.66,246,03 Jan 2022,30 Dec 2022,26686727100,90102900,37081,A122
579,PTPP,-27.78,246,03 Jan 2022,30 Dec 2022,5168035951000,5430487000,748985,J211
580,PTPW,24.14,246,03 Jan 2022,30 Dec 2022,82430890500,87930800,72861,J211
581,PTRO,99.54,246,03 Jan 2022,30 Dec 2022,738794207000,253920300,110352,A132
582,PTSN,-17.95,246,03 Jan 2022,30 Dec 2022,54110505200,239883200,45147,I211
583,PTSP,-50.0,246,03 Jan 2022,30 Dec 2022,1053259500,209300,1136,E515
584,PUDP,4.14,246,03 Jan 2022,30 Dec 2022,2102153800,6093000,5135,H111
585,PURA,-21.88,246,03 Jan 2022,30 Dec 2022,317474717600,5502125900,183738,K211
586,PURE,-35.44,246,03 Jan 2022,30 Dec 2022,101490692500,1375586700,120096,B146
587,PURI,-42.13,246,03 Jan 2022,30 Dec 2022,7343314500,17507700,17621,H111
588,PWON,-1.72,246,03 Jan 2022,30 Dec 2022,4694284282200,9788683200,803601,H111
589,PYFA,-14.78,246,03 Jan 2022,30 Dec 2022,31053968000,31001500,11606,F211
590,PZZA,-20.59,246,03 Jan 2022,30 Dec 2022,118935496500,211361900,49062,E515
591,RAJA,474.18,246,03 Jan 2022,30 Dec 2022,9323225643500,14424709400,1166574,A112
592,RALS,-12.98,246,03 Jan 2022,30 Dec 2022,1155234522000,1848425300,247541,E731
593,RANC,-54.72,246,03 Jan 2022,30 Dec 2022,32159963000,25536500,21306,D113
594,RBMS,-39.02,246,03 Jan 2022,30 Dec 2022,930255589600,10906066900,625357,H111
