No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--S1K--1,13300,0,24 Jan 2019,0,13400,13000,13200,-100,867500,11444112500,1022,1072.3,13200,3000,13175,3200,1924688333,1924688333,1924688333,61900,65700,79100,1065395000,5
2,ABBA,Mahaka Media Tbk.,--U9---2,106,0,24 Jan 2019,0,109,103,105,-1,9209500,966079100,727,184.2,105,418500,104,1220500,2755125000,2755125000,2755125000,300000,10000,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,3360,0,24 Jan 2019,0,0,0,3360,0,0,0,0,767.1,0,0,3360,100,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U9---1,2250,0,24 Jan 2019,0,2240,2240,2240,-10,100,224000,1,59.7,2220,7000,1905,100,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--S9K--1,1790,0,24 Jan 2019,0,1790,1780,1785,-5,18548100,33128513000,3233,2176.8,1790,133400,1785,1992000,17150000000,17150000000,17150000000,16718600,17893100,6991900,12495960300,22
6,ACST,Acset Indonusa Tbk.,--U6---1,1535,0,24 Jan 2019,0,1540,1510,1520,-15,271900,412160000,155,63.8,1520,22100,1515,6700,700000000,700000000,700000000,8400,68400,0,0,0
7,ADES,Akasha Wira International Tbk.,--U5---2,915,0,24 Jan 2019,0,930,910,925,10,16600,15227500,31,48.1,925,4000,920,2600,589896800,589896800,589896800,0,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--S6LKO1,1720,1725,24 Jan 2019,1730,1740,1695,1700,-20,7010100,12026492500,1764,1335.1,1705,2800,1700,815000,3560849376,3560849376,3560849376,1385000,268400,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,9300,0,24 Jan 2019,0,9500,9300,9475,175,624100,5905562500,207,407.5,9500,2800,9475,2100,1000000000,1000000000,1000000000,10000,49400,0,0,0
10,ADMG,Polychem Indonesia Tbk,--M3---1,342,0,24 Jan 2019,0,346,340,340,-2,1628900,556897600,188,30.3,342,204600,340,229900,3889179559,3889179559,3889179559,0,0,0,0,0
11,ADRO,Adaro Energy Tbk.,--S2BXO1,1380,1385,24 Jan 2019,1385,1405,1380,1380,0,55564000,77138881000,5755,125.5,1385,120100,1380,1257900,31985962000,31985962000,31985962000,21304700,13320800,2000,3040000,1
12,AGII,Aneka Gas Industri Tbk.,--U3---1,640,0,24 Jan 2019,0,675,640,655,15,2819600,1861853500,414,59.5,655,321600,650,3100,3066660000,3066660000,3066660000,2343400,2507800,0,0,0
13,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M8K--1,338,0,24 Jan 2019,0,340,334,336,-2,2992600,1007954800,329,548.9,338,209100,336,78900,21129857328,21129857328,21129857328,0,0,0,0,0
14,AGRS,Bank Agris Tbk.,--U8---2,396,0,24 Jan 2019,0,398,374,388,-8,147700,57429600,98,352.7,388,17400,380,3100,5203614878,5203614878,5203614878,0,21200,0,0,0
15,AHAP,Asuransi Harta Aman Pratama Tbk.,--U8---2,67,0,24 Jan 2019,0,69,65,69,2,240700,16123900,25,260.2,68,7600,65,38000,2940000000,2940000000,2940000000,0,92500,0,0,0
16,AIMS,Akbar Indo Makmur Stimec Tbk,--U9---2,180,0,24 Jan 2019,0,0,0,180,0,0,0,0,144.0,0,0,0,0,220000000,220000000,220000000,0,0,0,0,0
17,AISA,Tiga Pilar Sejahtera Food Tbk.,--U5---1,168,0,24 Jan 2019,0,0,0,168,0,0,0,0,20.4,0,0,0,0,3218600000,3218600000,3218600000,0,0,0,0,0
18,AKKU,Anugerah Kagum Karya Utama Tbk.,--U9---2,50,0,24 Jan 2019,0,50,50,50,0,1100,55000,4,75.9,50,9230700,0,0,6449463636,6449463636,6449463636,0,0,0,0,0
19,AKPI,Argha Karya Prima Industry Tbk.,--U3---2,720,0,24 Jan 2019,0,720,650,650,-70,2100,1449000,4,85.7,700,400,655,100,680000000,680000000,680000000,0,0,0,0,0
20,AKRA,AKR Corporindo Tbk.,--S9XXO1,4490,4520,24 Jan 2019,4510,4770,4510,4690,200,9337900,43375549000,3783,3737.9,4690,73600,4680,75300,4014694920,4014694920,4014694920,1899200,3924700,4565400,20561415700,8
