No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,XDS1K--1,10525,0,10 May 2019,0,10625,10400,10500,-25,862900,9062680000,661,853.0,10500,32300,10475,5900,1924688333,1924688333,1924688333,2700,463800,0,0,0
2,ABBA,Mahaka Media Tbk.,--U9---2,132,0,10 May 2019,0,136,123,129,-3,12451100,1611046500,898,226.3,129,55900,128,424300,2755125000,2755125000,2755125000,856200,577700,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,6900,0,10 May 2019,0,0,0,6900,0,0,0,0,1575.3,6500,100,0,0,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,CDU9---1,1905,0,10 May 2019,0,1955,1915,1955,50,400,778000,4,52.1,1955,100,1920,100,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--S9KB-1,1605,0,10 May 2019,0,1630,1605,1610,5,12935100,20867522000,3083,1963.4,1615,20600,1610,5258200,17150000000,17150000000,17150000000,9434100,8583300,1566666,2527031730,2
6,ACST,Acset Indonusa Tbk.,--U6---1,1400,0,10 May 2019,0,1415,1400,1405,5,73600,103541000,34,59.0,1420,5000,1405,1100,700000000,700000000,700000000,23200,0,23200,32480000,1
7,ADES,Akasha Wira International Tbk.,--U5---2,1045,0,10 May 2019,0,1045,1040,1040,-5,2500,2605000,13,54.0,1040,1700,1035,500,589896800,589896800,589896800,0,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--S6LKO1,1540,1550,10 May 2019,1550,1565,1505,1550,10,6165400,9455458500,1917,1217.3,1555,75000,1550,817400,3560849376,3560849376,3560849376,1262400,399900,1070082,1786527100,4
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,9850,0,10 May 2019,0,10000,9850,9975,125,126000,1242842500,55,429.0,9975,10000,9875,500,1000000000,1000000000,1000000000,5600,21700,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U3---1,252,0,10 May 2019,0,258,246,250,-2,1915700,479246200,189,22.3,252,24000,250,325500,3889179559,3889179559,3889179559,0,0,0,0,0
11,ADRO,Adaro Energy Tbk.,--S2BXO1,1280,1250,10 May 2019,1250,1275,1250,1265,-15,45642400,57537116000,4268,115.0,1265,1651000,1260,282500,31985962000,31985962000,31985962000,19247600,24848200,153715,208313975,4
12,AGII,Aneka Gas Industri Tbk.,--S3---1,545,0,10 May 2019,0,555,540,540,-5,278700,152188500,58,49.1,545,42600,540,61100,3066660000,3066660000,3066660000,2500,0,0,0,0
13,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M8K--1,308,0,10 May 2019,0,310,304,308,0,1907900,584895200,194,503.2,308,82000,306,37400,21129857328,21129857328,21129857328,0,0,200000,60000000,1
14,AGRS,Bank Agris Tbk.,--U8---2,324,0,10 May 2019,0,324,310,322,-2,2800,889800,11,292.7,322,8000,320,1400,5203614878,5203614878,5203614878,0,0,0,0,0
15,AHAP,Asuransi Harta Aman Pratama Tbk.,--U8---2,57,0,10 May 2019,0,59,56,59,2,22100,1277200,10,222.4,58,100,56,20800,2940000000,2940000000,2940000000,0,0,0,0,0
16,AIMS,Akbar Indo Makmur Stimec Tbk,--U9---2,180,0,10 May 2019,0,0,0,180,0,0,0,0,144.0,0,0,0,0,220000000,220000000,220000000,0,0,0,0,0
17,AISA,Tiga Pilar Sejahtera Food Tbk.,--U5---1,168,0,10 May 2019,0,0,0,168,0,0,0,0,20.4,0,0,0,0,3218600000,3218600000,3218600000,0,0,0,0,0
18,AKKU,Anugerah Kagum Karya Utama Tbk.,--U9---2,50,0,10 May 2019,0,0,0,50,0,0,0,0,75.9,50,3262500,0,0,6449463636,6449463636,6449463636,0,0,0,0,0
19,AKPI,Argha Karya Prima Industry Tbk.,--U3---2,545,0,10 May 2019,0,580,580,580,35,100,58000,1,76.5,580,1100,535,100,680000000,680000000,680000000,0,0,0,0,0
20,AKRA,AKR Corporindo Tbk.,--S9XXO1,4250,4230,10 May 2019,4230,4230,4110,4150,-100,4490400,18685709000,1764,3307.5,4150,177700,4140,156700,4014694920,4014694920,4014694920,1362700,885400,1610441,6903954950,2
21,AKSI,Majapahit Inti Corpora Tbk.,--U7---2,318,0,10 May 2019,0,316,256,276,-42,1700,496600,10,138.0,298,100,276,4000,720000000,720000000,720000000,0,0,0,0,0
22,ALDO,Alkindo Naratama Tbk.,--U3---2,284,0,10 May 2019,0,320,284,294,10,51900,15049200,15,215.5,308,500,294,3700,1100000000,1100000000,1100000000,0,0,0,0,0
23,ALKA,Alakasa Industrindo Tbk,--U3---2,380,0,10 May 2019,0,380,340,344,-36,400,144400,3,57.9,384,800,352,1100,507665055,507665055,507665055,0,0,0,0,0
24,ALMI,Alumindo Light Metal Industry Tbk.,--U3---2,442,0,10 May 2019,0,460,450,450,8,138400,62580000,10,69.2,450,1600,420,20000,616000000,616000000,616000000,0,0,0,0,0
25,ALTO,Tri Banyan Tirta Tbk.,--U5---1,396,0,10 May 2019,0,390,390,390,-6,512400,199836000,11,194.8,394,300,390,4600,2191870558,2191870558,2191870558,0,0,0,0,0
26,AMAG,Asuransi Multi Artha Guna Tbk.,--U8---2,300,0,10 May 2019,0,0,0,300,0,0,0,0,285.7,300,2000,262,400,5001552516,5001552516,5001552516,0,0,0,0,0
27,AMFG,Asahimas Flat Glass Tbk.,--U3---1,5050,0,10 May 2019,0,5250,5000,5250,200,1400,7125000,3,214.3,5250,300,5000,200,434000000,434000000,434000000,0,0,0,0,0
28,AMIN,Ateliers Mecaniques D Indonesie Tbk.,--U4---2,480,0,10 May 2019,0,464,426,426,-54,400,180400,4,332.8,426,2400,396,5000,1080000000,240000000,1080000000,0,0,0,0,0
29,AMRT,Sumber Alfaria Trijaya Tbk.,--S9---1,930,0,10 May 2019,0,950,925,930,0,192500,179106500,108,2373.1,930,9000,920,14900,41524501700,38614252900,41524501700,84200,0,0,0,0
30,ANDI,Andira Agro Tbk.,--U1---2,1715,0,10 May 2019,0,1725,1680,1680,-35,66900,113000000,60,840.0,1680,4100,1675,30100,1870000000,1870000000,1870000000,0,100,0,0,0
31,ANJT,Austindo Nusantara Jaya Tbk.,--U1---1,920,0,10 May 2019,0,915,910,915,-5,8900,8140000,6,76.3,915,22300,910,900,3354175000,3354175000,3354175000,0,0,0,0,0
32,ANTM,Aneka Tambang Tbk.,XDS2BXO1,730,740,10 May 2019,745,750,720,745,15,57424000,42331697000,3707,491.2,750,3619100,745,58900,24030764725,24030764725,24030764725,4168700,7814000,3536769,3265543405,4
33,APEX,Apexindo Pratama Duta Tbk.,--U2---2,765,0,10 May 2019,0,950,685,685,-80,9300,8628500,16,43.9,880,1000,710,3300,2659850000,2659850000,2659850000,0,0,0,0,0
34,APIC,Pacific Strategic Financial Tbk.,--U8---2,545,0,10 May 2019,0,545,540,545,0,10319800,5572969500,1867,579.7,545,59100,540,166600,11765966447,11765966447,11765966447,0,0,71000000,35800000000,4
35,APII,Arita Prima Indonesia Tbk.,--U9---2,167,0,10 May 2019,0,171,167,167,0,6400,1071100,7,75.9,170,900,167,4500,1075760000,1075760000,1075760000,0,0,0,0,0
36,APLI,Asiaplast Industries Tbk.,--U3---1,87,0,10 May 2019,0,87,82,82,-5,1500,126000,8,68.3,87,134100,83,100,1362671400,1362671400,1362671400,0,0,0,0,0
37,APLN,Agung Podomoro Land Tbk.,--M6K--1,162,0,10 May 2019,0,166,162,165,3,6227500,1020260600,258,45.2,166,310400,165,547200,19364561700,19364561700,19364561700,1059400,43300,0,0,0
38,APOL,Arpeni Pratama Ocean Line Tbk.,--U7---1,58,0,10 May 2019,0,0,0,58,0,0,0,0,18.6,0,0,0,0,10746194970,10746194970,10746194970,0,0,0,0,0
39,ARGO,Argo Pantes Tbk,--U4---2,825,0,10 May 2019,0,0,0,825,0,0,0,0,20.7,0,0,0,0,335557450,335557450,335557450,0,0,0,0,0
40,ARII,Atlas Resources Tbk.,--U2---2,800,0,10 May 2019,0,795,795,795,-5,11000,8745000,1,53.0,795,39000,780,700,3000000000,3000000000,3000000000,0,0,0,0,0
41,ARMY,Armidian Karyatama Tbk.,--U6---2,302,0,10 May 2019,0,306,300,306,4,424140800,129786801800,280,102.0,306,1435100,300,7500,9006250000,9006250000,9006250000,9000,0,59492400,14054147200,4
42,ARNA,Arwana Citramulia Tbk.,--S3---1,505,0,10 May 2019,0,515,490,510,5,461400,230644500,82,3466.3,510,3300,500,46000,7341430976,7341430976,7341430976,7700,288000,0,0,0
43,ARTA,Arthavest Tbk,--U9---2,330,0,10 May 2019,0,330,330,330,0,1300,429000,3,191.4,360,300,330,1000,446674175,446674175,446674175,0,0,0,0,0
44,ARTI,Ratu Prabu Energi Tbk,--U2---1,50,0,10 May 2019,0,50,50,50,0,248200,12410000,6,12.3,50,122734800,0,0,7840000000,7840000000,7840000000,0,0,982200,14733000,1
45,ARTO,Bank Artos Indonesia Tbk.,--U8---2,157,0,10 May 2019,0,157,157,157,0,2000,314000,1,118.9,157,8000,141,50100,1194187500,1194187500,1194187500,0,0,0,0,0
46,ASBI,Asuransi Bintang Tbk.,--U8---2,294,0,10 May 2019,0,310,310,310,16,100,31000,1,235.3,310,100,292,300,348386472,348386472,348386472,0,0,0,0,0
47,ASDM,Asuransi Dayin Mitra Tbk.,--U8---1,1020,0,10 May 2019,0,0,0,1020,0,0,0,0,301.3,1080,16000,1010,2900,192000000,192000000,192000000,0,0,0,0,0
48,ASGR,Astra Graphia Tbk.,XDU9---1,1205,0,10 May 2019,0,1205,1190,1205,0,25000,29986000,37,249.8,1220,9000,1205,1300,1348780500,1348780500,1348780500,2000,0,0,0,0
49,ASII,Astra International Tbk.,XDS4BXO1,7150,7200,10 May 2019,7225,7225,7075,7175,25,37086400,264898437500,5849,5131.0,7175,3360500,7150,55500,40483553140,40483553140,40483553140,28547700,14615500,2773015,19820448650,6
50,ASJT,Asuransi Jasa Tania Tbk.,--U8---2,212,0,10 May 2019,0,264,206,216,4,311400,69191000,103,144.0,216,800,214,9200,600000000,600000000,600000000,0,0,0,0,0
51,ASMI,Asuransi Kresna Mitra Tbk.,--U8---1,710,0,10 May 2019,0,710,710,710,0,1575100,1118321000,126,1314.8,710,35000,705,52400,8958380460,8958380460,8958380460,0,0,279618700,184577438200,146
52,ASRI,Alam Sutera Realty Tbk.,--S6K--1,324,0,10 May 2019,0,326,316,322,-2,8328600,2660492400,688,306.7,322,451600,320,10100,19649411888,19649411888,19649411888,4310500,384100,0,0,0
53,ASRM,Asuransi Ramayana Tbk.,CDU8---2,2160,0,10 May 2019,0,2180,2150,2150,-10,7600,16348000,8,769.6,2150,13000,2050,5000,214559422,214559422,214559422,0,0,0,0,0
54,ASSA,Adi Sarana Armada Tbk.,--S7---1,800,0,10 May 2019,0,800,770,775,-25,5613800,4370979500,375,198.7,775,1724700,770,812600,3397500000,3397500000,3397500000,1257800,17700,0,0,0
55,ATIC,Anabatic Technologies Tbk.,--U9---1,805,0,10 May 2019,0,800,800,800,-5,100,80000,1,114.3,800,14200,760,100,1875010000,1871260000,1875010000,0,0,0,0,0
56,ATPK,Bara Jaya Internasional Tbk.,--U2---2,194,0,10 May 2019,0,0,0,194,0,0,0,0,112.7,0,0,0,0,5760245414,5760245414,5760245414,0,0,0,0,0
57,AUTO,Astra Otoparts Tbk.,XDM4---1,1500,0,10 May 2019,0,1520,1490,1500,0,463300,694983500,124,1356.6,1500,14700,1495,65500,4819733000,4819733000,4819733000,375900,281200,0,0,0
58,BABP,Bank MNC Internasional Tbk.,--U8---2,50,0,10 May 2019,0,50,50,50,0,3100,155000,8,57.4,50,4250700,0,0,23190803147,23190803147,23190803147,0,0,0,0,0
59,BACA,Bank Capital Indonesia Tbk.,--U8---2,320,0,10 May 2019,0,322,314,322,2,355000,113992800,32,237.4,324,123200,282,200,6999757684,6999757684,6999757684,500,100,2500000,785000000,1
60,BAJA,Saranacentral Bajatama Tbk.,--U3---2,100,0,10 May 2019,0,103,100,101,1,35400,3544600,13,40.4,101,900,100,11700,1800000000,1800000000,1800000000,0,0,0,0,0
61,BALI,Bali Towerindo Sentra Tbk.,--U7---2,1535,0,10 May 2019,0,1800,1800,1800,265,200,360000,2,2250.0,1800,1000,1300,1000,3934592500,3934592500,3934592500,0,0,0,0,0
62,BAPA,Bekasi Asri Pemula Tbk.,--M6---1,92,0,10 May 2019,0,94,91,93,1,128500,11919200,52,62.0,93,30800,92,6600,661784520,661784520,661784520,0,69000,0,0,0
63,BATA,Sepatu Bata Tbk.,--U4---1,590,0,10 May 2019,0,600,580,595,5,4500,2658500,7,7717.3,595,2000,590,100,1300000000,1300000000,1300000000,0,1400,0,0,0
64,BAYU,Bayu Buana Tbk,--U9---2,2080,0,10 May 2019,0,2090,2080,2090,10,1500,3130000,3,257.8,2080,1500,2000,100,353220780,353220780,353220780,0,0,0,0,0
65,BBCA,Bank Central Asia Tbk.,--S8B3O1,28150,28050,10 May 2019,28050,28400,28000,28050,-100,15226100,428017587500,7191,16028.6,28075,10000,28050,475000,24408459120,24408459120,24408459120,14396000,7068500,1024892,28897582325,41
66,BBHI,Bank Harda Internasional Tbk.,--U8---2,160,0,10 May 2019,0,163,160,162,2,102300,16529000,15,129.6,163,7500,162,1000,4142587477,4142587477,4142587477,0,0,0,0,0
67,BBKP,Bank Bukopin Tbk.,--S8K--1,282,0,10 May 2019,0,284,278,282,0,5722600,1604930600,405,83.7,282,785000,280,639700,11535389661,11535389661,11535389661,568600,500000,50000,15000000,1
68,BBLD,Buana Finance Tbk.,--U8---2,452,0,10 May 2019,0,550,470,530,78,1100,539800,7,210.6,530,300,470,500,1645796054,1645796054,1645796054,0,0,0,0,0
69,BBMD,Bank Mestika Dharma Tbk.,--U8---1,1520,0,10 May 2019,0,0,0,1520,0,0,0,0,110.1,1700,100,0,0,4049189100,4049189100,4049189100,0,0,0,0,0
70,BBNI,Bank Negara Indonesia (Persero) Tbk.,--S8B3O1,8575,8650,10 May 2019,8650,8825,8575,8600,25,22575600,195582345000,5837,41.4,8650,25000,8600,797900,18462169893,18462169893,18462169893,16836900,10288300,21628,191940800,2
