No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--S1K--1,13750,0,07 Feb 2019,0,13925,13600,13625,-125,704500,9650177500,778,1106.9,13675,200,13625,34100,1924688333,1924688333,1924688333,73000,38200,541800,7399120200,4
2,ABBA,Mahaka Media Tbk.,--U9---2,106,0,07 Feb 2019,0,108,103,103,-3,12487600,1304004900,2112,180.7,105,579400,103,794300,2755125000,2755125000,2755125000,460000,10000,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,5150,0,07 Feb 2019,0,0,0,5150,0,0,0,0,1175.7,0,0,0,0,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U9---1,2200,0,07 Feb 2019,0,0,0,2200,0,0,0,0,58.7,2100,9900,1855,200,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--S9K--1,1760,0,07 Feb 2019,0,1800,1730,1750,-10,3390400,5934154500,1615,2134.1,1750,81100,1745,31900,17150000000,17150000000,17150000000,1967200,1249700,301000,524455000,29
6,ACST,Acset Indonusa Tbk.,--U6---1,1590,0,07 Feb 2019,0,1650,1590,1610,20,945100,1528215500,281,67.6,1610,36800,1605,10000,700000000,700000000,700000000,1000,50000,0,0,0
7,ADES,Akasha Wira International Tbk.,--U5---2,1080,0,07 Feb 2019,0,1125,1080,1090,10,151000,166525000,97,56.6,1100,10000,1090,24200,589896800,589896800,589896800,0,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--S6LKO1,1675,1680,07 Feb 2019,1685,1690,1670,1680,5,6256800,10499341000,1510,1319.4,1680,168800,1675,563500,3560849376,3560849376,3560849376,821600,645700,17501500,36315612500,1
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,9800,0,07 Feb 2019,0,9850,9700,9800,0,205500,2014945000,39,421.5,9800,4500,9775,1300,1000000000,1000000000,1000000000,10600,7200,0,0,0
10,ADMG,Polychem Indonesia Tbk,--M3---1,364,0,07 Feb 2019,0,372,362,362,-2,4863600,1784380800,413,32.3,362,90400,360,204900,3889179559,3889179559,3889179559,497600,0,0,0,0
