No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-183PM2000012--------------,9700,0,30 Jul 2020,0,10225,9700,9700,0,4630200,45653320000,4567,788.0,9725,5000,9700,282200,1924688333,1924688333,1924688333,310900,55600,0,0,0
2,ABBA,Mahaka Media Tbk.,--U-210000000095--------------,50,0,30 Jul 2020,0,50,50,50,0,25900,1295000,14,87.7,50,3678800,0,0,2755125000,2755125000,2755125000,0,0,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-210500000084--------------,7025,0,30 Jul 2020,0,7025,7025,7025,0,100,702500,1,1603.8,7025,400,0,0,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-110500000098--------------,1075,0,30 Jul 2020,0,1075,1075,1075,0,700,752500,4,28.7,1080,1000,1065,500,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--M-1UKEM2000093--------------,1740,0,30 Jul 2020,0,1795,1740,1750,10,13366200,23541186500,4552,2134.1,1750,289600,1745,22800,17150000000,17150000000,17150000000,8945300,4486500,251915,420975250,9
6,ACST,Acset Indonusa Tbk.,--U-113000000062--------------,282,0,30 Jul 2020,0,284,264,266,-16,2360400,632365200,358,11.2,268,18000,266,91600,700000000,700000000,700000000,51100,0,20,5720,1
7,ADES,Akasha Wira International Tbk.,--U-213000000051--------------,1000,0,30 Jul 2020,0,1030,970,990,-10,197200,196310000,167,51.4,990,9900,980,2200,589896800,589896800,589896800,4200,4000,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--M-18AFK0000062--------------,630,0,30 Jul 2020,0,635,600,600,-30,33301500,20248565500,3308,471.2,605,1137100,600,89100,3560849376,3560849376,3560849376,267600,90200,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F00000082--------------,7975,0,30 Jul 2020,0,7975,7825,7900,-75,158100,1248500000,248,339.8,7900,1200,7875,3900,1000000000,1000000000,1000000000,7800,67300,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U-113000000034--------------,123,0,30 Jul 2020,0,124,115,115,-8,6287500,733942800,369,10.3,115,475500,0,0,3889179559,3889179559,3889179559,0,0,0,0,0
11,ADRO,Adaro Energy Tbk.,--M-1XDCU1000021--------------,1085,0,30 Jul 2020,0,1100,1075,1085,0,41227100,44685951500,5027,98.6,1085,881600,1080,457300,31985962000,31985962000,31985962000,9730900,20016900,445905,486034925,9
12,AGAR,Asia Sejahtera Mina Tbk.,--U-213000000091--------------,510,0,30 Jul 2020,0,510,498,498,-12,700,351200,4,452.7,498,14400,0,0,1000000000,1000000000,1000000000,0,0,0,0,0
13,AGII,Aneka Gas Industri Tbk.,--M-113500000034--------------,545,0,30 Jul 2020,0,565,545,545,0,52900,28924000,42,49.5,550,1100,545,21800,3066660000,3066660000,3066660000,0,0,0,0,0
14,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M-115500000081--------------,240,0,30 Jul 2020,0,248,228,232,-8,75788800,17994525600,4322,379.0,232,533700,230,3399200,21129857328,21129857328,21129857328,650700,408200,0,0,0
15,AGRS,Bank IBK Indonesia Tbk.,--U-210500000081--------------,161,0,30 Jul 2020,0,160,150,155,-6,368800,56228100,92,140.9,156,1400,155,2800,11154923542,11154923542,11728776913,0,0,0,0,0
16,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-210000000084--------------,54,0,30 Jul 2020,0,60,51,53,-1,168200,8765400,57,199.8,53,75300,52,5000,2940000000,2940000000,2940000000,0,0,0,0,0
17,AIMS,Akbar Indo Makmur Stimec Tbk,--U-210000000091------S-------,180,0,30 Jul 2020,0,0,0,180,0,0,0,0,144.0,0,0,0,0,220000000,220000000,220000000,0,0,0,0,0
18,AISA,Tiga Pilar Sejahtera Food Tbk.,--U-110000000051---E----------,168,0,30 Jul 2020,0,0,0,168,0,0,0,0,20.4,0,0,0,0,4787500000,4787500000,4787500000,0,0,0,0,0
19,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-213000000094--------------,50,0,30 Jul 2020,0,0,0,50,0,0,0,0,75.9,50,1847500,0,0,6449463636,6449463636,6449463636,0,0,0,0,0
20,AKPI,Argha Karya Prima Industry Tbk.,--U-213000000035--------------,286,0,30 Jul 2020,0,292,290,292,6,24200,7018200,4,38.5,304,300,292,1200,680000000,680000000,680000000,0,0,0,0,0
21,AKRA,AKR Corporindo Tbk.,CDM-1S3XM0000091--------------,2850,0,30 Jul 2020,0,2930,2850,2880,30,32917500,94802823000,4525,2295.4,2890,36600,2880,278200,4014694920,4014694920,4014694920,857500,519300,684850,1951824000,3
22,AKSI,Maming Enam Sembilan Mineral Tbk.,--U-213000000074--------------,216,0,30 Jul 2020,0,270,254,270,54,641400,172066800,171,135.0,0,0,270,355000,720000000,720000000,720000000,11300,11300,0,0,0
23,ALDO,Alkindo Naratama Tbk.,--U-213000000038--------------,398,0,30 Jul 2020,0,398,390,390,-8,1100,437000,2,285.8,390,9500,0,0,1100000000,1100000000,1100000000,0,0,0,0,0
24,ALKA,Alakasa Industrindo Tbk,--U-213000000033--------------,376,0,30 Jul 2020,0,370,360,360,-16,3000,1085000,4,60.6,370,800,360,1400,507665055,507665055,507665055,0,0,0,0,0
25,ALMI,Alumindo Light Metal Industry Tbk.,--U-210000000033---E----------,214,0,30 Jul 2020,0,214,202,206,-8,9500,1995000,10,31.7,212,5000,206,1800,616000000,616000000,616000000,0,0,0,0,0
26,ALTO,Tri Banyan Tirta Tbk.,--U-110000000051--------------,342,0,30 Jul 2020,0,340,340,340,-2,500,170000,1,169.9,340,19500,0,0,2191870558,2191870558,2191870558,0,0,0,0,0
27,AMAG,Asuransi Multi Artha Guna Tbk.,--U-210500000084--------------,266,0,30 Jul 2020,0,260,248,248,-18,2550100,633353200,368,236.2,250,58900,248,291800,5001552516,5001552516,5001552516,0,917400,0,0,0
28,AMAN,Makmur Berkah Amanda Tbk.,--U-113000000061--------------,195,0,30 Jul 2020,0,196,195,196,1,208600,40679100,8,178.2,196,122900,195,122100,3873500000,715000000,3873500000,0,0,0,0,0
