No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-1M3EM00000D232------------,9525,0,21 Apr 2021,0,9825,9500,9800,275,2330000,22640987500,1790,796.1,9800,5000,9775,9500,1924688333,1924688333,1924688333,43200,841300,58300,560227100,5
2,ABBA,Mahaka Media Tbk.,--U-2100000000E614-E----------,292,0,21 Apr 2021,0,0,0,292,0,0,0,0,512.3,0,0,0,0,2755125000,2755125000,2755125000,0,0,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,7050,0,21 Apr 2021,0,0,0,7050,0,0,0,0,1609.5,7025,400,0,0,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,785,0,21 Apr 2021,0,785,770,785,0,88000,68929500,17,20.9,785,32800,775,600,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--MO1U7PMN0000E743------------,1525,1525,21 Apr 2021,1520,1525,1475,1485,-40,8010300,11951346000,2760,1811.0,1490,1600,1485,18300,17150000000,17150000000,17150000000,3758300,3220900,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1105000000J211------------,282,0,21 Apr 2021,0,310,280,300,18,68088500,20416637600,5591,22.2,302,1366700,300,465500,6425160000,6425160000,6425160000,7117100,1900100,1000,286000,1
7,ADES,Akasha Wira International Tbk.,--U-2130000000D212------------,1670,0,21 Apr 2021,0,1700,1650,1685,15,102500,173049000,85,87.5,1685,1000,1655,300,589896800,589896800,589896800,0,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--M-1135400000J211------------,1085,0,21 Apr 2021,0,1110,1070,1105,20,5915800,6441208000,1506,867.8,1105,637600,1100,264500,3560849376,3560849376,3560849376,244200,759300,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,8200,0,21 Apr 2021,0,8225,8150,8175,-25,95900,785237500,236,351.6,8200,10300,8175,14500,1000000000,1000000000,1000000000,14500,200,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,167,0,21 Apr 2021,0,168,163,165,-2,620100,102429200,195,14.7,166,79800,165,106500,3889179559,3889179559,3889179559,0,0,0,0,0
