No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,XDM-1M3EM00000D232------------,10325,0,14 Oct 2021,0,10675,10350,10375,50,3658800,38478340000,3205,842.8,10375,13300,10350,54900,1924688333,1924688333,1464495353,504200,470400,0,0,0
2,ABBA,Mahaka Media Tbk.,--U-2105000000E614-E----------,380,0,14 Oct 2021,0,452,356,430,50,110095600,46239442400,12208,754.4,430,560800,428,377900,2755125000,2755125000,2139630075,4429600,4360500,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6950,0,14 Oct 2021,0,0,0,6950,0,0,0,0,1586.7,6725,500,0,0,620806680,620806680,504405428,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,1495,0,14 Oct 2021,0,1500,1455,1485,-10,10135600,15063692000,740,39.6,1490,400,1485,199300,2753165000,2753165000,2013114248,7254700,1092800,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--MO1S3PMN0000E743------------,1410,1410,14 Oct 2021,1415,1450,1410,1420,10,22294500,31833985000,4466,1731.7,1425,14000,1420,8100,17150000000,17150000000,14056140000,8229400,14435400,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,266,0,14 Oct 2021,0,290,266,278,12,102201500,28584105600,6258,20.5,278,1433300,276,495000,12675160000,12675160000,9550733060,1123600,12052900,0,0,0
7,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,2570,0,14 Oct 2021,0,2570,2510,2550,-20,431400,1096373000,231,132.5,2570,16600,2550,54500,589896800,589896800,427616190,141300,10000,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--M-1835V50000J211------------,1150,0,14 Oct 2021,0,1200,1150,1180,30,44452600,52540347500,7769,926.7,1180,410900,1175,545200,3560849376,3560849376,3016039421,2272700,4668100,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,7925,0,14 Oct 2021,0,8050,7925,7925,0,341900,2730395000,435,340.9,8025,3000,7925,21400,1000000000,1000000000,723800000,25000,0,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,216,0,14 Oct 2021,0,230,216,222,6,14748600,3287516600,1845,19.8,224,80800,222,18300,3889179559,3889179559,2878381792,44000,1620300,0,0,0
11,ADRO,Adaro Energy Tbk.,--MO1XD5U60000A121------------,1860,1855,14 Oct 2021,1850,1885,1840,1855,-5,129722500,241019639000,14756,168.6,1860,384800,1855,7666700,31985962000,31985962000,26583533018,13992200,54766700,0,0,0
12,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231------------,354,0,14 Oct 2021,0,360,346,350,-4,33400,11711800,40,318.2,352,6800,350,5800,1000000000,1000000000,775100000,0,0,0,0,0
13,AGII,Aneka Gas Industri Tbk.,--M-1835400000B111------------,1555,0,14 Oct 2021,0,1575,1515,1535,-20,7951800,12238863000,2779,139.5,1535,270900,1530,26200,3066660000,3066660000,2324834946,1932100,2488100,0,0,0
14,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--U-1100000000G111------------,1850,0,14 Oct 2021,0,1900,1830,1865,15,105969200,197192829500,17591,3047.0,1870,373500,1865,1424600,21476054860,21476054860,15945970734,18226800,46086700,0,0,0
15,AGRS,Bank IBK Indonesia Tbk.,--U-2105000000G111------------,198,0,14 Oct 2021,0,202,195,197,-1,6267000,1238630000,858,244.6,198,75900,197,95800,17481603282,17481603282,12441657056,672400,86400,0,0,0
16,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-2100000000G412------------,64,0,14 Oct 2021,0,67,63,65,1,7520300,488692000,663,245.1,65,433800,64,535100,2940000000,2940000000,2216466000,7800,0,0,0,0
17,AIMS,Akbar Indo Makmur Stimec Tbk,--U-2130000000A121------------,364,0,14 Oct 2021,0,398,364,378,14,642500,249278400,223,302.4,378,40200,376,800,220000000,220000000,165616000,0,0,0,0,0
18,AISA,FKS Food Sejahtera Tbk.,--U-1105000000D222--------G---,240,0,14 Oct 2021,0,244,232,238,-2,23373200,5537075400,1616,29.0,240,1518800,238,1297300,9311800000,9311800000,7534177380,290200,3752200,0,0,0
19,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-2130000000E512------------,50,0,14 Oct 2021,0,50,50,50,0,14600,730000,22,75.9,50,9640600,0,0,6449463636,6449463636,5013813031,0,0,0,0,0
20,AKPI,Argha Karya Prima Industry Tbk.,--U-2130000000B113------------,645,0,14 Oct 2021,0,660,630,630,-15,11400,7419500,19,83.1,650,100,630,12700,612248000,612248000,436655274,0,0,0,0,0
