No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,XDM-1M3EM00000D232------------,10375,0,15 Oct 2021,0,10500,10200,10425,50,2314300,23890995000,2021,846.9,10450,85500,10425,2300,1924688333,1924688333,1464495353,193400,319600,5000,52125000,1
2,ABBA,Mahaka Media Tbk.,--U-2105000000E614-E----------,430,0,15 Oct 2021,0,440,412,424,-6,25575400,10935299600,3599,743.9,424,224200,422,234100,2755125000,2755125000,2139630075,1107000,697200,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6950,0,15 Oct 2021,0,0,0,6950,0,0,0,0,1586.7,6875,500,0,0,620806680,620806680,504405428,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,1485,0,15 Oct 2021,0,1520,1475,1500,15,8793900,13196435000,570,40.0,1505,300,1500,1167400,2753165000,2753165000,2013114248,5536200,437500,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--MO1S3PMN0000E743------------,1420,1445,15 Oct 2021,1445,1445,1400,1405,-15,16724600,23543756500,3949,1713.4,1410,219500,1405,79300,17150000000,17150000000,14056140000,6043700,9877400,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,278,0,15 Oct 2021,0,284,276,282,4,43992100,12343281800,2195,20.8,282,1845600,280,2694000,12675160000,12675160000,9550733060,6019400,3820500,0,0,0
7,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,2550,0,15 Oct 2021,0,2570,2540,2550,0,151200,385265000,108,132.5,2550,11300,2540,1100,589896800,589896800,427616190,85900,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--M-1835V50000J211------------,1180,0,15 Oct 2021,0,1195,1165,1185,5,32617100,38484287000,5232,930.6,1190,1837500,1185,2179100,3560849376,3560849376,3016039421,3566000,450100,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,7925,0,15 Oct 2021,0,8000,7925,7975,50,70700,562117500,186,343.0,8000,9400,7975,8500,1000000000,1000000000,723800000,25000,0,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,222,0,15 Oct 2021,0,234,218,228,6,18231200,4138625200,2980,20.4,230,305600,228,16200,3889179559,3889179559,2878381792,9400,56600,0,0,0
11,ADRO,Adaro Energy Tbk.,--MO1XD5U60000A121------------,1855,1860,15 Oct 2021,1860,1885,1835,1860,5,153446000,285634885500,14475,169.1,1865,806000,1860,43400,31985962000,31985962000,26583533018,33844400,56080300,2661419,5209200040,4
12,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231------------,350,0,15 Oct 2021,0,356,346,346,-4,16800,5892400,22,314.5,352,800,346,16000,1000000000,1000000000,775100000,0,0,0,0,0
13,AGII,Aneka Gas Industri Tbk.,--M-1835400000B111------------,1535,0,15 Oct 2021,0,1600,1510,1515,-20,12433700,19251043500,3976,137.7,1520,27600,1515,114200,3066660000,3066660000,2324834946,3710500,306400,0,0,0
14,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--U-1100000000G111------------,1865,0,15 Oct 2021,0,2010,1850,2010,145,135703500,264588401000,22000,3283.9,2020,919300,2010,7940300,21476054860,21476054860,15945970734,18000200,45557700,100000,194000000,1
15,AGRS,Bank IBK Indonesia Tbk.,--U-2105000000G111------------,197,0,15 Oct 2021,0,224,197,204,7,87127800,18626599400,8753,253.3,206,279700,204,2102800,17481603282,17481603282,12441657056,9339300,3083800,0,0,0
16,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-2100000000G412------------,65,0,15 Oct 2021,0,67,63,64,-1,2499800,160745400,498,241.3,65,24500,64,1029600,2940000000,2940000000,2216466000,22600,0,0,0,0
17,AIMS,Akbar Indo Makmur Stimec Tbk,--U-2130000000A121------------,378,0,15 Oct 2021,0,428,378,406,28,851500,346080000,624,324.8,408,300,406,23900,220000000,220000000,165616000,0,0,0,0,0
