Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-1M3EM00000D232------------,11350,0,17 Feb 2021,11375,11025,11025,-325,2389200,26591167500,2599
ABBA,--U-2100000000E614-E----------,65,0,17 Feb 2021,66,63,64,-1,7270200,469634800,590
ABDA,--U-2105000000G412------------,6100,0,17 Feb 2021,6100,6100,6100,0,1100,6710000,3
ABMM,--U-1105000000C311------------,765,0,17 Feb 2021,765,745,755,-10,45200,34366000,35
ACES,--MO1U7PMN0000E743------------,1585,1590,17 Feb 2021,1630,1585,1625,40,29324400,47152412000,5940
ACST,--U-1105000000J211------------,420,0,17 Feb 2021,428,402,408,-12,56916100,23481954000,5707
ADES,--U-2130000000D212------------,1700,0,17 Feb 2021,1760,1650,1685,-15,148000,253602000,161
ADHI,--M-1135400000J211------------,1525,0,17 Feb 2021,1550,1455,1465,-60,28459800,42548112000,6423
ADMF,--U-110F000000G211------------,8575,0,17 Feb 2021,8625,8500,8550,-25,65600,561240000,170
ADMG,--U-1130000000B111------------,179,0,17 Feb 2021,180,170,174,-5,1521600,265233600,325
ADRO,--MO1XDCU60000A121------------,1210,1210,17 Feb 2021,1220,1170,1180,-30,123787800,147084819500,19954
AGAR,--U-2130000000D231------------,410,0,17 Feb 2021,410,382,402,-8,2300,925400,12
AGII,--U-1135000000B111------------,1530,0,17 Feb 2021,1650,1505,1540,10,98347800,154843544000,22775
AGRO,--M-1105000000G111------------,1140,0,17 Feb 2021,1160,1065,1075,-65,202213700,221503474000,25523
AGRS,--U-2105000000G111------------,206,0,17 Feb 2021,256,206,256,50,7081400,1753318000,1370
AHAP,--U-2100000000G412------------,56,0,17 Feb 2021,60,56,57,1,849400,49098000,241
AIMS,--U-2130000000A121------------,143,0,17 Feb 2021,145,136,141,-2,31500,4489400,32
AISA,--U-1105000000D222-E----------,312,0,17 Feb 2021,318,296,300,-12,89331500,27289615400,6266
AKKU,--U-2130000000E512------------,50,0,17 Feb 2021,50,50,50,0,2400,120000,6
AKPI,--U-2130000000B113------------,480,0,17 Feb 2021,480,460,480,0,700,334000,7
AKRA,--MO1X7XM80000A112------------,3450,3450,17 Feb 2021,3490,3400,3470,20,23905100,82785428000,4240
AKSI,--U-2130000000K211------------,1015,0,17 Feb 2021,1015,945,945,-70,318000,317318000,115
ALDO,--U-2130000000B131------------,476,0,17 Feb 2021,472,452,472,-4,115400,53151200,48
ALKA,--U-2130000000B141------------,240,0,17 Feb 2021,258,240,252,12,10800,2665800,19
ALMI,--U-2100000000B141-E----------,246,0,17 Feb 2021,280,246,252,6,14800,3966200,20
ALTO,--U-1100000000D212------------,350,0,17 Feb 2021,340,328,340,-10,5000,1698800,4
AMAG,--U-2105000000G412------------,230,0,17 Feb 2021,234,222,234,4,290400,66812600,26
AMAN,--U-1135000000H111------------,296,0,17 Feb 2021,296,296,296,0,115500,34188000,15
AMAR,--U-2105000000G111------------,300,0,17 Feb 2021,350,300,340,40,24216300,8201175800,3117
AMFG,--U-1105000000C121------------,3110,0,17 Feb 2021,3110,3070,3110,0,260900,805774000,51
AMIN,--U-2130000000C143------------,264,0,17 Feb 2021,320,250,300,36,35000,10561000,39
AMOR,--M-2105000000G311------------,3160,0,17 Feb 2021,3180,3160,3180,20,2725200,8623453000,1154
AMRT,--M-1105000000D113------------,790,0,17 Feb 2021,795,780,780,-10,238600,186873500,139
ANDI,--U-2130000000D232------------,51,0,17 Feb 2021,52,50,51,0,8214800,419222300,402
ANJT,--U-1135000000D232------------,650,0,17 Feb 2021,660,645,650,0,18700,12221000,34
ANTM,--MO1SDNR00000B146------------,2870,2870,17 Feb 2021,2890,2720,2750,-120,443154100,1235373629000,77945
