Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--M-1M3EM00000D232------------,7775,0,24 Jun 2021,7900,7650,7650,-125,1806500,13944792500,1442,2021,06
ABBA,--U-2100000000E614-E-L--------,236,0,24 Jun 2021,238,230,232,-4,23016600,5371641400,2266,2021,06
ABDA,XDU-2105000000G412------------,7075,0,24 Jun 2021,0,0,7075,0,0,0,0,2021,06
ABMM,--U-1105000000C311------------,815,0,24 Jun 2021,820,805,810,-5,27100,22024500,50,2021,06
ACES,XDMO1U7PMN0000E743M-----------,1340,1345,24 Jun 2021,1350,1315,1330,-10,15280700,20213427000,1882,2021,06
ACST,--U-1105000000J211------------,216,0,24 Jun 2021,220,208,210,-6,8359300,1769396800,757,2021,06
ADES,--U-2130000000D212------------,1805,0,24 Jun 2021,1860,1780,1850,45,75500,138417000,95,2021,06
ADHI,--M-1135400000J211------------,845,0,24 Jun 2021,855,810,810,-35,19223200,15777962500,2723,2021,06
ADMF,--U-110F000000G211------------,8150,0,24 Jun 2021,8150,8025,8075,-75,49200,395947500,92,2021,06
ADMG,--U-1130000000B111------------,154,0,24 Jun 2021,154,148,152,-2,1178300,177748300,111,2021,06
ADRO,--MO1XD5U60000A121------------,1260,1260,24 Jun 2021,1270,1225,1245,-15,52732300,65622259500,7547,2021,06
AGAR,--U-2130000000D231------------,474,0,24 Jun 2021,474,442,442,-32,14200,6546600,21,2021,06
AGII,--U-1135000000B111------------,1340,0,24 Jun 2021,1420,1355,1370,30,48638900,67571674000,9211,2021,06
AGRO,--U-1105000000G111------------,1415,0,24 Jun 2021,1490,1400,1475,60,113307900,164885507500,12708,2021,06
AGRS,XRU-2105000000G111------------,280,0,24 Jun 2021,262,262,262,-18,1430700,374843400,200,2021,06
AHAP,--U-2100000000G412------------,66,0,24 Jun 2021,67,64,65,-1,1815900,118389000,100,2021,06
AIMS,--U-2130000000A121------------,380,0,24 Jun 2021,388,360,370,-10,134600,50095800,106,2021,06
AISA,--U-1105000000D222------------,206,0,24 Jun 2021,210,204,206,0,7894000,1631956000,491,2021,06
AKKU,--U-2130000000E512---L--------,50,0,24 Jun 2021,50,50,50,0,500,25000,5,2021,06
AKPI,--U-2130000000B113------------,570,0,24 Jun 2021,590,540,590,20,27600,15461500,31,2021,06
AKRA,--MO1X7XM80000A112------------,3090,0,24 Jun 2021,3110,3020,3050,-40,2308800,7040587000,1095,2021,06
AKSI,--U-2130000000K211------------,464,0,24 Jun 2021,462,462,462,-2,1400,646800,5,2021,06
ALDO,CDU-2130000000B131------------,715,0,24 Jun 2021,730,690,695,-20,3696800,2609977500,452,2021,06
ALKA,--U-2130000000B141------------,246,0,24 Jun 2021,250,240,246,0,2800,679600,7,2021,06
ALMI,--U-2100000000B141-E----------,230,0,24 Jun 2021,256,230,236,6,10900,2651000,44,2021,06
ALTO,--U-1100000000D212------------,374,0,24 Jun 2021,374,374,374,0,200,74800,2,2021,06
AMAG,--U-2105000000G412------------,300,0,24 Jun 2021,310,294,308,8,1083000,324869600,77,2021,06
AMAN,--U-1135000000H111------------,298,0,24 Jun 2021,300,296,300,2,505800,151256600,104,2021,06
AMAR,--U-2105000000G111------------,250,0,24 Jun 2021,278,252,254,4,3794800,992535000,695,2021,06
AMFG,--U-1105000000C121------------,3650,0,24 Jun 2021,3650,3650,3650,0,100,365000,1,2021,06
AMIN,--U-2130000000C143------------,200,0,24 Jun 2021,270,191,270,70,669200,170136800,195,2021,06
AMOR,--M-2105000000G311------------,3480,0,24 Jun 2021,3500,3350,3350,-130,551100,1899178000,520,2021,06
AMRT,--M-1105000000D113------------,1285,0,24 Jun 2021,1305,1265,1265,-20,55613900,71189291500,4802,2021,06
ANDI,--U-2130000000D232------------,50,0,24 Jun 2021,50,50,50,0,2000,100000,15,2021,06
ANJT,XDU-1135000000D232------------,660,0,24 Jun 2021,670,620,665,5,2900,1820500,13,2021,06
ANTM,--MO1SDNR50000B146------------,2250,2280,24 Jun 2021,2290,2240,2250,0,59257500,133981944000,6470,2021,06
APEX,--U-2105000000A131------------,735,0,24 Jun 2021,740,700,710,-25,62700,44576000,98,2021,06
APIC,--M-2815000000G511------------,785,0,24 Jun 2021,795,780,795,10,10259000,8067137000,2194,2021,06
APII,--U-2130000000C143------------,186,0,24 Jun 2021,189,183,189,3,30900,5712900,23,2021,06
APLI,--U-1130000000B113------------,202,0,24 Jun 2021,204,202,204,2,221800,45044400,14,2021,06
APLN,--M-1805000000H111------------,151,0,24 Jun 2021,152,150,151,0,7280100,1096224900,599,2021,06
ARGO,--U-2100000000E413-E----------,1600,0,24 Jun 2021,1600,1495,1525,-75,1100,1723500,7,2021,06
ARII,--U-2130000000A121------------,282,0,24 Jun 2021,302,276,284,2,112800,32090800,99,2021,06
ARKA,--U-2100000000C143------------,50,0,24 Jun 2021,50,50,50,0,125800,6290000,9,2021,06
