Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-1M3EM00000D232------------,11050,0,18 Mar 2021,11250,11025,11050,0,1361800,15079510000,942
ABBA,--U-2100000000E614-E----------,190,0,18 Mar 2021,0,0,190,0,0,0,0
ABDA,--U-2105000000G412------------,7025,0,18 Mar 2021,7025,7025,7025,0,600,4215000,2
ABMM,--U-1105000000C311------------,755,0,18 Mar 2021,770,750,760,5,38300,28946000,39
ACES,--MO1U7PMN0000E743------------,1515,1525,18 Mar 2021,1530,1500,1530,15,72322100,109545886000,11830
ACST,--U-1105000000J211------------,364,0,18 Mar 2021,372,362,364,0,8781000,3209316200,1049
ADES,--U-2130000000D212------------,1760,0,18 Mar 2021,1815,1745,1790,30,208800,373495000,178
ADHI,--M-1135400000J211------------,1330,0,18 Mar 2021,1350,1315,1315,-15,9873500,13132563500,3093
ADMF,--U-110F000000G211------------,8350,0,18 Mar 2021,8450,8350,8425,75,124200,1043010000,175
ADMG,--U-1130000000B111------------,193,0,18 Mar 2021,197,186,188,-5,3589600,684637800,724
ADRO,--MO1XDCU60000A121------------,1230,1245,18 Mar 2021,1270,1235,1270,40,174402800,219343053000,20896
AGAR,--U-2130000000D231------------,404,0,18 Mar 2021,404,376,402,-2,3800,1469000,16
AGII,--U-1135000000B111------------,1270,0,18 Mar 2021,1395,1260,1390,120,46270500,62060518000,10818
AGRO,--U-1105000000G111------------,1290,0,18 Mar 2021,1330,1285,1295,5,126943400,166088293500,14457
AGRS,--U-2105000000G111------------,805,0,18 Mar 2021,750,750,750,-55,95900,71925000,43
AHAP,--U-2100000000G412------------,73,0,18 Mar 2021,74,68,68,-5,4687400,323769200,738
AIMS,--U-2130000000A121------------,186,0,18 Mar 2021,200,173,176,-10,273500,48737500,225
AISA,--U-1105000000D222-E----------,318,0,18 Mar 2021,320,310,314,-4,43332100,13614462800,2501
AKKU,--U-2130000000E512------------,50,0,18 Mar 2021,50,50,50,0,6800,340000,7
AKPI,--U-2130000000B113------------,480,0,18 Mar 2021,478,478,478,-2,200,95600,1
AKRA,--MO1X7XM80000A112------------,3380,3400,18 Mar 2021,3440,3340,3370,-10,16783400,56798259000,4778
AKSI,--U-2130000000K211------------,800,0,18 Mar 2021,800,800,800,0,100,80000,1
ALDO,--U-2130000000B131------------,450,0,18 Mar 2021,476,454,460,10,129600,60162000,77
ALKA,--U-2130000000B141------------,242,0,18 Mar 2021,250,238,246,4,61100,14891200,42
ALMI,--U-2100000000B141-E----------,244,0,18 Mar 2021,244,242,244,0,8700,2118800,11
ALTO,--U-1100000000D212------------,310,0,18 Mar 2021,320,300,320,10,4900,1523400,19
AMAG,--U-2105000000G412------------,228,0,18 Mar 2021,232,224,232,4,81200,18359200,39
AMAN,--U-1135000000H111------------,292,0,18 Mar 2021,294,292,294,2,94100,27500200,25
AMAR,--U-2105000000G111------------,364,0,18 Mar 2021,384,344,344,-20,23318400,8462135000,4398
AMFG,--U-1105000000C121------------,3620,0,18 Mar 2021,3620,3580,3610,-10,212500,765365000,32
AMIN,--U-2130000000C143------------,240,0,18 Mar 2021,240,236,236,-4,73300,17359600,20
AMOR,XDM-2105000000G311------------,3250,0,18 Mar 2021,3260,3250,3260,10,1917900,6248160000,817
AMRT,--M-1105000000D113------------,970,0,18 Mar 2021,995,950,970,0,2931700,2840601500,1032
ANDI,--U-2130000000D232------------,52,0,18 Mar 2021,52,50,51,-1,21828100,1102726100,826
ANJT,--U-1135000000D232------------,690,0,18 Mar 2021,705,690,695,5,9600,6677500,33
ANTM,--MO1SDNR00000B146------------,2300,2350,18 Mar 2021,2350,2270,2290,-10,149549500,345497376000,25615
APEX,--U-2105000000A131------------,460,0,18 Mar 2021,478,430,458,-2,68800,30643000,81
APIC,--M-2815000000G511------------,815,0,18 Mar 2021,820,790,790,-25,9245400,7396335500,1550
APII,--U-2130000000C143------------,183,0,18 Mar 2021,186,175,185,2,1492800,269887300,267
APLI,--U-1130000000B113------------,195,0,18 Mar 2021,200,193,200,5,117400,23427700,17
APLN,--M-1805000000H111------------,177,0,18 Mar 2021,179,175,175,-2,14546000,2564659800,998
ARGO,--U-2100000000E413-E----------,1800,0,18 Mar 2021,1810,1790,1800,0,12600,22678000,26
ARII,--U-2130000000A121------------,171,0,18 Mar 2021,181,168,170,-1,94300,15970600,56
ARKA,--U-2100000000C143------------,52,0,18 Mar 2021,54,50,51,-1,32157000,1620559800,1276
ARMY,--U-2100000000H111---L---Y----,50,0,18 Mar 2021,0,0,50,0,0,0,0
ARNA,--M-1135000000C121------------,760,0,18 Mar 2021,750,720,735,-25,3554000,2610046500,1318
ARTA,--U-2100000000E512------------,276,0,18 Mar 2021,334,276,276,0,227900,69184800,167
