Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--M-1M3EM00000D232------------,8600,0,02 Sep 2021,8650,8400,8400,-200,1205600,10224962500,1128,2021,09
ABBA,--U-2105000000E614-E-L--------,655,0,02 Sep 2021,660,615,615,-40,24626400,15440502500,2709,2021,09
ABDA,--U-2105000000G412------------,6950,0,02 Sep 2021,0,0,6950,0,0,0,0,2021,09
ABMM,--U-1105000000C311------------,1370,0,02 Sep 2021,1375,1320,1370,0,66200,89618500,66,2021,09
ACES,--MO1S3PMN0000E743------------,1410,1410,02 Sep 2021,1420,1380,1380,-30,5538700,7678684000,1569,2021,09
ACST,--U-1135000000J211------------,250,0,02 Sep 2021,254,242,244,-6,13828000,3405873200,1679,2021,09
ADES,--U-2135000000D212------------,3090,0,02 Sep 2021,3140,3040,3080,-10,248500,761854000,233,2021,09
ADHI,--M-1835V50000J211------------,730,0,02 Sep 2021,740,715,715,-15,9542800,6860864000,1535,2021,09
ADMF,--U-110F000000G211------------,7625,0,02 Sep 2021,7725,7600,7700,75,665500,5117412500,329,2021,09
ADMG,--U-1130000000B111------------,222,0,02 Sep 2021,234,214,218,-4,12391400,2791596400,2059,2021,09
ADRO,--MO1XD5U60000A121------------,1320,1325,02 Sep 2021,1345,1300,1320,0,82690300,109381293500,7899,2021,09
AGAR,--U-2130000000D231------------,366,0,02 Sep 2021,388,360,360,-6,26000,9584200,34,2021,09
AGII,XDM-1835400000B111------------,1290,0,02 Sep 2021,1295,1250,1260,-30,3682900,4677775500,1827,2021,09
AGRO,--U-1100000000G111------------,2250,0,02 Sep 2021,2320,2240,2290,40,68938100,157196506000,8104,2021,09
AGRS,--U-2105000000G111------------,268,0,02 Sep 2021,272,258,260,-8,15117500,3964230000,1912,2021,09
AHAP,--U-2100000000G412------------,60,0,02 Sep 2021,66,59,60,0,590300,35580600,186,2021,09
AIMS,--U-2130000000A121------------,340,0,02 Sep 2021,348,334,344,4,45600,15517200,68,2021,09
AISA,--U-1105000000D222------------,202,0,02 Sep 2021,214,202,208,6,23884700,4998768800,1915,2021,09
AKKU,--U-2130000000E512------------,50,0,02 Sep 2021,50,50,50,0,45200,2260000,19,2021,09
AKPI,--U-2130000000B113------------,620,0,02 Sep 2021,620,585,610,-10,49100,29125500,28,2021,09
AKRA,--MO1S7XM80000A112------------,3870,3870,02 Sep 2021,3900,3820,3850,-20,4126600,15946299000,1658,2021,09
AKSI,--U-2130000000K211------------,424,0,02 Sep 2021,424,424,424,0,5200,2204800,16,2021,09
ALDO,--U-2130000000B131------------,730,0,02 Sep 2021,780,730,780,50,11712400,8863562500,1607,2021,09
ALKA,--U-2130000000B141------------,222,0,02 Sep 2021,258,220,234,12,11800,2735200,37,2021,09
ALMI,--U-2100000000B141-E----------,240,0,02 Sep 2021,286,228,236,-4,324200,81723200,112,2021,09
ALTO,--U-1100000000D212------------,322,0,02 Sep 2021,320,310,320,-2,4700,1461400,20,2021,09
AMAG,--M-2105000000G412------------,308,0,02 Sep 2021,310,304,308,0,53800,16433600,49,2021,09
AMAN,CDM-1135000000H111------------,448,0,02 Sep 2021,450,448,448,0,911500,408363600,100,2021,09
AMAR,--U-2105000000G111------------,302,0,02 Sep 2021,326,302,306,4,15605200,4896585400,2113,2021,09
AMFG,--U-1105000000C121------------,3920,0,02 Sep 2021,3920,3920,3920,0,8900,34888000,6,2021,09
AMIN,--U-2130000000C143------------,193,0,02 Sep 2021,195,190,195,2,4100,791000,14,2021,09
AMOR,--M-2105000000G311------------,3510,0,02 Sep 2021,3510,3300,3420,-90,486800,1680394000,1532,2021,09
AMRT,--M-1M00500000D113------------,1300,0,02 Sep 2021,1325,1280,1305,5,8446800,10977921500,1885,2021,09
ANDI,--U-2130000000D232------------,50,0,02 Sep 2021,50,50,50,0,36000,1800000,14,2021,09
ANJT,--U-1135000000D232------------,700,0,02 Sep 2021,700,680,700,0,17500,12000000,16,2021,09
ANTM,--MO1XDARC0000B146------------,2390,2390,02 Sep 2021,2390,2320,2320,-70,44419100,103956754000,9780,2021,09
APEX,--U-2105000000A131------------,555,0,02 Sep 2021,550,535,550,-5,18300,10042500,27,2021,09
APIC,--M-2105000000G511------------,855,0,02 Sep 2021,855,840,850,-5,10103600,8554854000,2127,2021,09
APII,--U-2130000000C143------------,180,0,02 Sep 2021,184,173,179,-1,101400,17661500,53,2021,09
APLI,--U-1130000000B113------------,204,0,02 Sep 2021,206,204,206,2,15900,3253000,10,2021,09
APLN,--M-1835400000H111------------,123,0,02 Sep 2021,129,122,128,5,39411600,4969670600,2207,2021,09
ARCI,--U-1105000000B143------------,610,0,02 Sep 2021,610,595,605,-5,19830300,11964795500,472,2021,09
ARGO,--U-2100000000E413-E----------,1760,0,02 Sep 2021,1820,1660,1820,60,2000,3429000,9,2021,09
ARII,--U-2130000000A121---L--------,286,0,02 Sep 2021,284,276,282,-4,211900,59312400,70,2021,09
ARKA,--U-2100000000C143------------,50,0,02 Sep 2021,50,50,50,0,50500,2525000,24,2021,09
ARMY,--U-2130000000H111---L--------,50,0,02 Sep 2021,0,0,50,0,0,0,0,2021,09
ARNA,--M-1135000000C121------------,755,0,02 Sep 2021,770,750,760,5,824800,627946000,485,2021,09
ARTA,--U-2100000000E512------------,1120,0,02 Sep 2021,1140,1100,1120,0,54600,61265500,47,2021,09
ARTI,--U-1100000000A132-E-L--------,50,0,02 Sep 2021,50,50,50,0,400,20000,3,2021,09
ARTO,--U-2100000000G111------------,14500,0,02 Sep 2021,14600,13750,14050,-450,24246500,341311445000,13990,2021,09
ASBI,--U-2100000000G412------------,274,0,02 Sep 2021,276,272,274,0,5700,1559400,22,2021,09
ASDM,XDU-1100000000G412------------,895,0,02 Sep 2021,895,880,885,-10,27300,24147000,44,2021,09
