Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--M-1M3EM00000D232------------,7875,0,07 Jul 2021,7875,7700,7725,-150,1326100,10285247500,1019,2021,07
ABBA,--U-2100000000E614-E-L--------,240,0,07 Jul 2021,244,236,238,-2,14058700,3356855600,1034,2021,07
ABDA,XDU-2105000000G412------------,7050,0,07 Jul 2021,0,0,7050,0,0,0,0,2021,07
ABMM,--U-1105000000C311---L--------,790,0,07 Jul 2021,820,780,790,0,220100,175134500,63,2021,07
ACES,XDMO1H7PMN0000E743M-----------,1485,1500,07 Jul 2021,1600,1500,1565,80,42670900,66363278500,9038,2021,07
ACST,--U-1105000000J211------------,212,0,07 Jul 2021,230,212,222,10,21399400,4738347400,2702,2021,07
ADES,--U-2130000000D212------------,2440,0,07 Jul 2021,2490,2350,2390,-50,166000,398303000,161,2021,07
ADHI,--M-1135400000J211------------,715,0,07 Jul 2021,730,700,715,0,24442000,17492021000,2751,2021,07
ADMF,CDU-110F000000G211------------,8450,0,07 Jul 2021,8475,8325,8400,-50,306400,2571665000,528,2021,07
ADMG,--U-1130000000B111------------,188,0,07 Jul 2021,212,188,199,11,18635500,3717457700,2804,2021,07
ADRO,--MO1XD5U60000A121------------,1290,1275,07 Jul 2021,1275,1230,1250,-40,72700000,90865731000,8601,2021,07
AGAR,--U-2130000000D231------------,402,0,07 Jul 2021,402,402,402,0,7000,2814000,14,2021,07
AGII,--U-1135000000B111------------,1550,0,07 Jul 2021,1610,1530,1545,-5,54275500,85189022000,14453,2021,07
AGRO,--U-1105000000G111------------,1890,0,07 Jul 2021,2170,1890,2120,230,219072200,446539911500,32059,2021,07
AGRS,--U-2105000000G111------------,167,0,07 Jul 2021,224,168,224,57,458199000,91277295900,22219,2021,07
AHAP,--U-2100000000G412------------,62,0,07 Jul 2021,66,61,63,1,6337400,403066700,384,2021,07
AIMS,--U-2130000000A121------------,352,0,07 Jul 2021,388,350,366,14,176800,64905200,147,2021,07
AISA,--U-1105000000D222------------,197,0,07 Jul 2021,212,193,202,5,22242900,4497803500,1704,2021,07
