Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-1M3EM00000D232------------,7600,0,01 Jul 2021,7975,7625,7850,250,2234000,17541020000,1448
ABBA,--U-2100000000E614-E-L--------,238,0,01 Jul 2021,242,232,238,0,14066500,3329424000,1032
ABDA,XDU-2105000000G412------------,7050,0,01 Jul 2021,0,0,7050,0,0,0,0
ABMM,--U-1105000000C311------------,800,0,01 Jul 2021,805,785,785,-15,126700,100335000,85
ACES,XDMO1H7PMN0000E743M-----------,1250,1250,01 Jul 2021,1265,1235,1250,0,6239200,7816578000,2152
ACST,--U-1105000000J211------------,208,0,01 Jul 2021,212,204,206,-2,6241500,1299238800,764
ADES,--U-2130000000D212------------,1950,0,01 Jul 2021,1980,1920,1930,-20,118400,228718000,108
ADHI,--M-1135400000J211------------,755,0,01 Jul 2021,780,750,755,0,18496600,14169609500,3766
ADMF,--U-110F000000G211------------,8175,0,01 Jul 2021,8300,8175,8225,50,125700,1034392500,173
ADMG,--U-1130000000B111------------,179,0,01 Jul 2021,185,171,175,-4,7650100,1363157300,1391
ADRO,--MO1XD5U60000A121------------,1205,1220,01 Jul 2021,1240,1195,1205,0,53853700,65245952000,7740
AGAR,--U-2130000000D231------------,398,0,01 Jul 2021,496,398,496,98,28100,13408800,53
AGII,--U-1135000000B111------------,1335,0,01 Jul 2021,1650,1335,1585,250,194380200,299402287000,34509
AGRO,--U-1105000000G111------------,1945,0,01 Jul 2021,2010,1820,1870,-75,177573600,335961940000,24783
AGRS,--U-2105000000G111------------,220,0,01 Jul 2021,220,206,206,-14,14238600,2933592600,659
AHAP,--U-2100000000G412------------,63,0,01 Jul 2021,64,62,63,0,1973400,123745700,122
AIMS,--U-2130000000A121------------,358,0,01 Jul 2021,426,336,356,-2,1556100,588882400,732
AISA,--U-1105000000D222------------,194,0,01 Jul 2021,200,193,194,0,6746300,1311457400,476
AKKU,--U-2130000000E512---L--------,50,0,01 Jul 2021,50,50,50,0,400,20000,3
AKPI,--U-2130000000B113------------,585,0,01 Jul 2021,585,555,555,-30,31800,17728500,29
AKRA,--MO1S7XM80000A112------------,3150,3150,01 Jul 2021,3160,3100,3160,10,6993600,21895984000,1672
AKSI,--U-2130000000K211------------,486,0,01 Jul 2021,500,486,498,12,6100,3033200,14
ALDO,XDU-2130000000B131------------,690,0,01 Jul 2021,700,690,695,5,2637900,1833711500,424
ALKA,--U-2130000000B141------------,246,0,01 Jul 2021,248,238,238,-8,4000,975000,10
ALMI,--U-2100000000B141-E----------,240,0,01 Jul 2021,0,0,240,0,0,0,0
ALTO,--U-1100000000D212------------,370,0,01 Jul 2021,370,370,370,0,300,111000,2
AMAG,--U-2105000000G412------------,332,0,01 Jul 2021,360,334,342,10,2097600,717787800,638
AMAN,--U-1135000000H111------------,336,0,01 Jul 2021,354,334,354,18,5021900,1729760200,649
AMAR,--U-2105000000G111------------,246,0,01 Jul 2021,250,242,246,0,527000,129537400,164
AMFG,--U-1105000000C121------------,3570,0,01 Jul 2021,0,0,3570,0,0,0,0
AMIN,--U-2130000000C143------------,210,0,01 Jul 2021,220,202,204,-6,339000,71141400,155
