Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,CDM-1M3EM00000D232------------,10000,0,04 Oct 2021,10225,9750,10000,0,4341800,43345287500,2818,2021,10
ABBA,--U-2105000000E614-E-L--------,535,0,04 Oct 2021,0,0,535,0,0,0,0,2021,10
ABDA,--U-2105000000G412------------,6950,0,04 Oct 2021,0,0,6950,0,0,0,0,2021,10
ABMM,--U-1105000000C311------------,1240,0,04 Oct 2021,1290,1240,1250,10,51606900,64374700000,2469,2021,10
ACES,--MO1S3PMN0000E743------------,1260,1260,04 Oct 2021,1330,1260,1305,45,84265700,108797331500,9558,2021,10
ACST,--U-1135000000J211------------,260,0,04 Oct 2021,278,262,270,10,75757300,20539403600,6840,2021,10
ADES,--U-2135000000D212------------,2600,0,04 Oct 2021,2620,2500,2590,-10,239900,614973000,328,2021,10
ADHI,--M-1835V50000J211------------,1060,0,04 Oct 2021,1115,1060,1095,35,46702700,51154513500,8984,2021,10
ADMF,--U-110F000000G211------------,7675,0,04 Oct 2021,7850,7675,7800,125,247400,1928552500,320,2021,10
ADMG,--U-1130000000B111------------,212,0,04 Oct 2021,216,212,212,0,4032600,861021400,513,2021,10
ADRO,--MO1XD5U60000A121------------,1780,1830,04 Oct 2021,1900,1830,1860,80,235058800,439601371500,26516,2021,10
AGAR,--U-2130000000D231------------,358,0,04 Oct 2021,358,356,356,-2,5000,1788200,17,2021,10
AGII,--M-1835400000B111------------,1595,0,04 Oct 2021,1620,1550,1570,-25,8272300,13062409000,2473,2021,10
AGRO,--U-1100000000G111------------,2090,0,04 Oct 2021,2130,2020,2060,-30,116970700,243925823000,20324,2021,10
AGRS,--U-2105000000G111------------,208,0,04 Oct 2021,216,204,214,6,10372300,2186439400,1146,2021,10
AHAP,--U-2100000000G412------------,68,0,04 Oct 2021,71,65,65,-3,4854900,321930600,611,2021,10
AIMS,--U-2130000000A121------------,322,0,04 Oct 2021,338,322,328,6,152100,50538200,149,2021,10
AISA,--U-1105000000D222--------G---,204,0,04 Oct 2021,214,204,208,4,33629000,7049124800,2156,2021,10
AKKU,--U-2130000000E512------------,50,0,04 Oct 2021,50,50,50,0,77200,3860000,35,2021,10
AKPI,--U-2130000000B113------------,610,0,04 Oct 2021,615,590,590,-20,3300,1994500,17,2021,10
AKRA,--MO1H7XM80000A112------------,4340,4350,04 Oct 2021,4450,4280,4450,110,5599700,24529126000,3044,2021,10
AKSI,--U-2130000000K211------------,408,0,04 Oct 2021,420,410,420,12,4100,1700400,15,2021,10
ALDO,--U-2130000000B131------------,775,0,04 Oct 2021,840,770,825,50,18314900,14789773000,2704,2021,10
ALKA,--U-2130000000B141------------,240,0,04 Oct 2021,250,240,246,6,10800,2633200,18,2021,10
ALMI,--U-2100000000B141-E----------,238,0,04 Oct 2021,248,232,236,-2,5500,1306000,7,2021,10
ALTO,--U-1100000000D212------------,320,0,04 Oct 2021,324,320,320,0,800,256800,6,2021,10
AMAG,--M-2105000000G412------------,330,0,04 Oct 2021,334,326,330,0,89800,29639000,69,2021,10
AMAN,XDM-1135000000H111------------,446,0,04 Oct 2021,462,446,462,16,6827600,3085721000,512,2021,10
AMAR,--U-2105000000G111------------,278,0,04 Oct 2021,282,272,276,-2,1634300,452514800,216,2021,10
AMFG,--U-1105000000C121------------,3850,0,04 Oct 2021,3850,3850,3850,0,1700,6545000,8,2021,10
AMIN,--U-2130000000C143------------,187,0,04 Oct 2021,187,182,182,-5,96300,17610400,47,2021,10
AMOR,--M-2105000000G311------------,3700,0,04 Oct 2021,3850,3650,3840,140,817900,3018091000,2413,2021,10
AMRT,--M-1M00500000D113------------,1340,0,04 Oct 2021,1380,1325,1330,-10,6585900,8908866000,2772,2021,10
ANDI,--U-2130000000D232------------,50,0,04 Oct 2021,52,50,50,0,32105600,1607508700,1026,2021,10
ANJT,--U-1135000000D232------------,740,0,04 Oct 2021,760,740,750,10,60600,45541000,49,2021,10
ANTM,--MO1XDARC0000B146------------,2220,2230,04 Oct 2021,2320,2230,2310,90,143892700,330140810000,26298,2021,10
APEX,--U-2105000000A131------------,540,0,04 Oct 2021,565,535,540,0,23600,12841500,57,2021,10
APIC,--M-2105000000G511------------,845,0,04 Oct 2021,865,840,865,20,10263500,8779877000,1034,2021,10
APII,--U-2130000000C143------------,183,0,04 Oct 2021,183,179,183,0,168600,30411200,34,2021,10
APLI,--U-1130000000B113------------,204,0,04 Oct 2021,208,206,206,2,800,165000,8,2021,10
APLN,--M-1835400000H111------------,135,0,04 Oct 2021,149,135,144,9,138412600,19933103600,7104,2021,10
ARCI,--U-1105000000B143------------,560,0,04 Oct 2021,580,560,575,15,7852100,4488086500,805,2021,10
ARGO,--U-2100000000E413-E----------,1710,0,04 Oct 2021,1710,1710,1710,0,5700,9747000,13,2021,10
ARII,--U-2130000000A121------------,344,0,04 Oct 2021,346,326,332,-12,124400,41725000,70,2021,10
ARKA,--U-2100000000C143------------,78,0,04 Oct 2021,79,73,74,-4,218821200,16228880700,6528,2021,10
ARMY,--U-2130000000H111---L--------,50,0,04 Oct 2021,0,0,50,0,0,0,0,2021,10
ARNA,--M-1135000000C121------------,725,0,04 Oct 2021,745,725,730,5,3685100,2704975000,492,2021,10
ARTA,--U-2100000000E512------------,1510,0,04 Oct 2021,1535,1495,1525,15,108700,165014000,66,2021,10
ARTI,--U-1100000000A132-E----------,50,0,04 Oct 2021,50,50,50,0,7400,370000,9,2021,10
ARTO,--U-2100000000G111------------,15075,0,04 Oct 2021,15475,14400,14500,-575,13945100,209374632500,12938,2021,10
ASBI,--U-2100000000G412------------,276,0,04 Oct 2021,276,272,272,-4,2300,630800,8,2021,10
ASDM,--U-1100000000G412------------,895,0,04 Oct 2021,910,890,895,0,31600,28189000,30,2021,10
ASGR,--M-1130000000C224------------,755,0,04 Oct 2021,770,750,770,15,270300,205688500,118,2021,10
ASII,CDMO1UBAC70000C311------------,5450,5500,04 Oct 2021,5625,5475,5575,125,52074900,289224922500,10241,2021,10
ASJT,--U-2100000000G412------------,150,0,04 Oct 2021,152,148,152,2,1282700,193663400,108,2021,10
ASMI,--U-1105000000G412------------,314,0,04 Oct 2021,330,308,308,-6,452900,142986400,319,2021,10
ASPI,--U-2100000000H111------------,71,0,04 Oct 2021,77,71,72,1,23327700,1707943300,6145,2021,10
ASRI,--M-1835M20000H111------------,176,0,04 Oct 2021,194,176,190,14,224497500,42122606100,11127,2021,10
ASRM,--U-2100000000G412------------,1835,0,04 Oct 2021,1830,1710,1825,-10,4100,7140500,10,2021,10
ASSA,--M-18055B0000K132------------,3440,0,04 Oct 2021,3550,3360,3360,-80,14987000,51815201000,4163,2021,10
ATAP,--U-2130000000H111------------,101,0,04 Oct 2021,101,100,101,0,69900,7000800,30,2021,10
ATIC,--U-1105000000I121------------,665,0,04 Oct 2021,675,640,655,-10,267500,175015500,184,2021,10
AUTO,CDM-11A5000000E111------------,1045,0,04 Oct 2021,1075,1045,1075,30,4601100,4901511000,1420,2021,10
AYLS,--U-2130000000B121------------,238,0,04 Oct 2021,0,0,238,0,0,0,0,2021,10
BABP,--U-2105000000G111------------,264,0,04 Oct 2021,286,262,280,16,375380100,103807779200,17847,2021,10
BACA,--U-2105000000G111------------,322,0,04 Oct 2021,334,320,326,4,33840600,11069421800,3208,2021,10
BAJA,--U-2100000000B144------------,380,0,04 Oct 2021,390,376,382,2,1614200,614852200,320,2021,10
BALI,--M-1135000000J321------------,745,0,04 Oct 2021,770,725,725,-20,934700,687321000,214,2021,10
BANK,--U-2135000000G111------------,2950,0,04 Oct 2021,2970,2850,2880,-70,31849000,92908284000,5977,2021,10
BAPA,--U-1130000000H111------------,58,0,04 Oct 2021,61,54,55,-3,15274500,867559200,1112,2021,10
BAPI,--U-2130000000H111------------,50,0,04 Oct 2021,50,50,50,0,178600,8930000,47,2021,10
BATA,--U-1130000000E412------------,700,0,04 Oct 2021,700,700,700,0,1300,910000,4,2021,10
BAYU,--U-2130000000E513------------,1000,0,04 Oct 2021,1000,995,995,-5,5300,5288500,7,2021,10
BBCA,--MO1UQNCN0000G111------------,33800,33700,04 Oct 2021,34800,33700,34800,1000,14943800,512444270000,18086,2021,10
BBHI,--U-2105000000G111------------,3770,0,04 Oct 2021,3800,3620,3660,-110,3804700,14011586000,1599,2021,10
BBKP,--U-1105000000G111------------,416,0,04 Oct 2021,428,416,424,8,85458800,36185863800,5039,2021,10
BBLD,--U-2100000000G211------------,410,0,04 Oct 2021,410,410,410,0,12600,5166000,5,2021,10
BBMD,--U-1105000000G111------------,1945,0,04 Oct 2021,1990,1930,1990,45,3500,6798500,14,2021,10
BBNI,--MO1UQSP40000G111------------,5350,5350,04 Oct 2021,5800,5350,5700,350,73938300,417688995000,17943,2021,10
BBRI,--MO1UQSPN0000G111------------,3900,3900,04 Oct 2021,4010,3890,3970,70,335762600,1331888988000,38223,2021,10
BBRM,--U-1100000000A122------------,50,0,04 Oct 2021,50,50,50,0,156700,7835000,23,2021,10
BBSI,--U-2105000000G111------------,5975,0,04 Oct 2021,5975,5750,5800,-175,20700,121362500,37,2021,10
BBSS,--U-2100000000H111------------,71,0,04 Oct 2021,73,70,72,1,11989800,858873900,422,2021,10
BBTN,--MO1HQRL80000G111------------,1485,1495,04 Oct 2021,1570,1485,1530,45,84179300,129338337500,10692,2021,10
BBYB,--U-1105000000G111------------,1400,0,04 Oct 2021,1435,1365,1375,-25,30157100,42038069000,6648,2021,10
BCAP,--M-1105000000G511------------,107,0,04 Oct 2021,109,106,107,0,27644100,2956987700,1147,2021,10
BCIC,--U-2105000000G111------------,208,0,04 Oct 2021,0,0,208,0,0,0,0,2021,10
BCIP,--U-2130000000H111-------Y----,61,0,04 Oct 2021,65,61,62,1,7329000,461337900,496,2021,10
BDMN,--M-1855100000G111------------,2620,0,04 Oct 2021,2810,2630,2760,140,12706700,34913754000,3346,2021,10
BEBS,--U-2135000000B121------------,1505,0,04 Oct 2021,1530,1475,1485,-20,35105800,52322691500,2388,2021,10
BEEF,--U-2100000000D222-E----------,85,0,04 Oct 2021,86,83,84,-1,9978200,840432500,695,2021,10
BEKS,--U-2105000000G111------------,94,0,04 Oct 2021,95,93,94,0,56388600,5287958800,1728,2021,10
BELL,--M-2130000000E413------------,149,0,04 Oct 2021,150,147,150,1,34600,5098600,51,2021,10
BESS,--U-2135000000A122------------,1605,0,04 Oct 2021,1750,1610,1735,130,876100,1484651000,713,2021,10
BEST,--M-1875FH0000H111------------,133,0,04 Oct 2021,141,133,133,0,146723200,19995968400,4804,2021,10
BFIN,--M-180C520000G211------------,965,0,04 Oct 2021,1005,945,1005,40,74074700,72380243000,8343,2021,10
BGTG,--U-2105000000G111------------,199,0,04 Oct 2021,212,197,199,0,57264500,11618866400,3895,2021,10
BHAT,--U-2105000000G413------------,800,0,04 Oct 2021,835,800,835,35,1866600,1522787500,159,2021,10
BHIT,--U-1105000000C311------------,81,0,04 Oct 2021,85,81,83,2,189984100,15772064800,4347,2021,10
BIKA,--U-2130000000H111-E----------,254,0,04 Oct 2021,262,250,254,0,116800,29818200,57,2021,10
BIMA,--U-2100000000E412------------,172,0,04 Oct 2021,177,164,165,-7,6583800,1114447800,1243,2021,10
BINA,--U-1105000000G111------------,3590,0,04 Oct 2021,3590,3470,3470,-120,1413900,4942454000,530,2021,10
BIPI,--U-2105000000A111------------,50,0,04 Oct 2021,52,50,51,1,327409600,16471033300,2904,2021,10
BIPP,--U-2130000000H111------------,55,0,04 Oct 2021,56,54,54,-1,3588400,195188300,184,2021,10
BIRD,--M-1135000000K132------------,1250,0,04 Oct 2021,1280,1230,1240,-10,2430500,3055988500,776,2021,10
