Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-1M3EM00000D232------------,10850,0,24 Mar 2021,10900,10600,10650,-200,1461500,15680885000,1500
ABBA,--U-2100000000E614-E----------,190,0,24 Mar 2021,198,184,188,-2,84675600,16134447400,5698
ABDA,--U-2105000000G412------------,7050,0,24 Mar 2021,7050,7050,7050,0,500,3525000,1
ABMM,--U-1105000000C311------------,815,0,24 Mar 2021,865,785,785,-30,293500,235093000,98
ACES,--MO1U7PMN0000E743------------,1560,1540,24 Mar 2021,1560,1535,1545,-15,13524100,20940338500,2187
ACST,--U-1105000000J211------------,340,0,24 Mar 2021,344,332,334,-6,13638000,4557072600,1419
ADES,--U-2130000000D212------------,1750,0,24 Mar 2021,1750,1700,1730,-20,72600,125263500,110
ADHI,--M-1135400000J211------------,1245,0,24 Mar 2021,1275,1225,1235,-10,14199400,17754859000,3215
ADMF,--U-110F000000G211------------,8675,0,24 Mar 2021,8750,8475,8500,-175,202500,1745375000,276
ADMG,--U-1130000000B111------------,184,0,24 Mar 2021,184,172,172,-12,5644900,992567700,582
ADRO,--MO1XDCU60000A121------------,1300,1280,24 Mar 2021,1280,1220,1225,-75,139175600,173567058500,17266
AGAR,--U-2130000000D231------------,356,0,24 Mar 2021,400,356,400,44,2900,1045600,10
AGII,--U-1135000000B111------------,1300,0,24 Mar 2021,1285,1240,1250,-50,13210800,16635426500,4075
AGRO,--U-1105000000G111------------,1200,0,24 Mar 2021,1220,1160,1165,-35,83325700,98829284500,13068
AGRS,--U-2105000000G111------------,610,0,24 Mar 2021,570,570,570,-40,70300,40071000,50
AHAP,--U-2100000000G412------------,71,0,24 Mar 2021,81,70,79,8,23492800,1782452900,1905
AIMS,--U-2130000000A121------------,300,0,24 Mar 2021,364,280,280,-20,2306800,695246600,913
AISA,--U-1105000000D222-E----------,290,0,24 Mar 2021,300,282,286,-4,33556300,9700775200,2780
AKKU,--U-2130000000E512------------,50,0,24 Mar 2021,50,50,50,0,800,40000,4
AKPI,--U-2130000000B113------------,478,0,24 Mar 2021,0,0,478,0,0,0,0
AKRA,--MO1X7XM80000A112------------,3320,3290,24 Mar 2021,3290,3210,3230,-90,13328600,43386712000,3156
AKSI,--U-2130000000K211------------,775,0,24 Mar 2021,775,775,775,0,900,697500,5
ALDO,--U-2130000000B131------------,468,0,24 Mar 2021,468,460,462,-6,71500,33087800,31
ALKA,--U-2130000000B141------------,246,0,24 Mar 2021,258,232,234,-12,10900,2732400,29
ALMI,--U-2100000000B141-E----------,242,0,24 Mar 2021,242,240,242,0,33700,8154400,12
ALTO,--U-1100000000D212------------,370,0,24 Mar 2021,390,360,360,-10,2900,1049200,5
AMAG,--U-2105000000G412------------,228,0,24 Mar 2021,232,226,226,-2,188600,42665400,18
AMAN,--U-1135000000H111------------,292,0,24 Mar 2021,292,292,292,0,100600,29375200,21
AMAR,--U-2105000000G111------------,284,0,24 Mar 2021,354,292,354,70,63010300,21152262800,8387
AMFG,--U-1105000000C121------------,3700,0,24 Mar 2021,3700,3550,3640,-60,2900,10431000,11
AMIN,--U-2130000000C143------------,238,0,24 Mar 2021,240,238,240,2,800,190800,3
AMOR,XDM-2105000000G311------------,3280,0,24 Mar 2021,3330,3230,3270,-10,13341600,43384948000,897
AMRT,--M-1105000000D113------------,905,0,24 Mar 2021,910,870,905,0,3098600,2769119000,986
ANDI,--U-2130000000D232------------,50,0,24 Mar 2021,51,50,50,0,12076600,604691700,353
ANJT,--U-1135000000D232------------,690,0,24 Mar 2021,695,685,690,0,30600,21110500,15
ANTM,--MO1SDNR00000B146------------,2270,2250,24 Mar 2021,2250,2170,2170,-100,156928900,345849082000,31464
APEX,--U-2105000000A131------------,438,0,24 Mar 2021,442,430,434,-4,47800,20971600,32
APIC,--M-2815000000G511------------,745,0,24 Mar 2021,745,695,695,-50,8366600,6041847500,1147
APII,--U-2130000000C143------------,177,0,24 Mar 2021,180,175,178,1,227400,40099800,57
APLI,--U-1130000000B113------------,200,0,24 Mar 2021,202,195,199,-1,4500,880100,11
APLN,--M-1805000000H111------------,170,0,24 Mar 2021,171,166,167,-3,24127000,4061244600,1579
ARGO,--U-2100000000E413-E----------,1680,0,24 Mar 2021,1700,1590,1600,-80,2600,4399000,10
ARII,--U-2130000000A121------------,168,0,24 Mar 2021,178,167,167,-1,29100,4874100,28
ARKA,--U-2100000000C143------------,50,0,24 Mar 2021,50,50,50,0,1127300,56365000,44
ARMY,--U-2100000000H111---L---Y----,50,0,24 Mar 2021,0,0,50,0,0,0,0
ARNA,XDM-1135000000C121------------,745,0,24 Mar 2021,755,720,750,5,1162400,854481000,446
ARTA,--U-2100000000E512------------,298,0,24 Mar 2021,298,278,280,-18,20800,5848400,28
ARTI,--U-1100000000A132-E----------,50,0,24 Mar 2021,50,50,50,0,3900,195000,5
